Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Runtime,https://www.ycombinator.com/companies/runtime,Spring 2026,"B2B; Engineering, Product and Design","Let all your team ship safely with coding agents. Founded in 2026 by Gus Trigos, Runtime has 3 employees based in San Francisco, CA, USA.",https://www.runtm.com,2026,"San Francisco, CA, USA",Gus Trigos,https://www.linkedin.com/in/gustavoatrigos,https://x.com/gustrigos
Pentagon,https://www.ycombinator.com/companies/pentagon,Spring 2026,B2B; Productivity,"Your AI agents, working as a team. Founded in 2026 by Edgar Pavlovsky, Pentagon has 1 employees based in San Francisco, CA, USA.",https://pentagon.run,2026,"San Francisco, CA, USA",Edgar Pavlovsky,https://www.linkedin.com/in/edgarpavlovsky/,https://x.com/edgarpavlovsky
Arzana,https://www.ycombinator.com/companies/arzana,Spring 2026,B2B; Operations,"AI automation for the manufacturing office. Founded in 2025 by William Alexander and Marshall Kools, Arzana has 5 employees based in San Francisco, CA, USA.",https://arzana.ai,2025,"San Francisco, CA, USA",William Alexander; Marshall Kools,https://www.linkedin.com/in/william--alexander/; https://www.linkedin.com/in/marshallkools/,; 
ProjectX,https://www.ycombinator.com/companies/projectx,Spring 2026,B2B; Infrastructure,"Building Infinity: the cloud OS where humans and agents work together. Founded in 2022 by Rounak Adhikary, Bishal Karmakar, and Sourya Majumder, ProjectX has 6 employees based in .",https://www.projectx.cloud,2022,,Rounak Adhikary; Bishal Karmakar; Sourya Majumder,https://www.linkedin.com/in/rounakadhikary/; https://www.linkedin.com/in/bishal-123-karmakar/; https://www.linkedin.com/in/souryapx,https://x.com/Rounacc; https://x.com/BishalK_; https://x.com/runallapps
OpenWork,https://www.ycombinator.com/companies/openwork,Spring 2026,B2B; Productivity,"The open source alternative to Claude Cowork. Founded in 2026 by Ben Shafii, OpenWork has 4 employees based in San Francisco, CA, USA.",https://openworklabs.com,2026,"San Francisco, CA, USA",Ben Shafii,https://www.linkedin.com/in/ben-shafii-450039107/,https://x.com/benjaminshafii
Aster,https://www.ycombinator.com/companies/asterlab,Spring 2026,B2B; Productivity,"Automated AI model training. Founded in 2026 by Emmett Bicker, Aster has 1 employees based in San Francisco, CA, USA.",https://www.asterlab.ai,2026,"San Francisco, CA, USA",,,
Amboras,https://www.ycombinator.com/companies/amboras,Spring 2026,B2B,"Let AI sell your stuff on autopilot. Founded in 2025 by Imad Mokadem and Amin Mokadem, Amboras has 4 employees based in San Francisco, CA, USA.",https://amboras.com,2025,"San Francisco, CA, USA",Amin Mokadem; Imad Mokadem,https://www.linkedin.com/in/amin-mokadem-003bb3393/; https://www.linkedin.com/in/imad-eddine-mokadem-36aa64224/,; 
TesterArmy,https://www.ycombinator.com/companies/testerarmy,Spring 2026,"B2B; Engineering, Product and Design","Test your app with AI, catch bugs before users do. Founded in 2026 by Oskar Kwaśniewski, Piotr Matyjasik, and Szymon Rybczak, TesterArmy has 4 employees based in San Francisco, CA, USA.",https://tester.army,2026,"San Francisco, CA, USA",Oskar Kwaśniewski; Piotr Matyjasik; Szymon Rybczak,https://www.linkedin.com/in/okwasniewski/; https://www.linkedin.com/in/piotr-matyjasik/; https://www.linkedin.com/in/szymonrybczak/,https://x.com/o_kwasniewski; https://x.com/p_matyjasik; https://x.com/SzymonRybczak
Eden,https://www.ycombinator.com/companies/edenrobotics,Spring 2026,Industrials; Manufacturing and Robotics,"Autonomous services for humanity. Founded in 2025 by Stamatios Floratos and Joseph Humphreys, Eden has 4 employees based in San Francisco, CA, USA. Eden is hiring for 1 roles in engineering.",https://www.edenrobotics.ai,2025,"San Francisco, CA, USA",Stamatios Floratos; Joseph Humphreys,https://www.linkedin.com/in/stamatis-floratos-535b19244; https://www.linkedin.com/in/joseph-humphreys-1163b8150,https://x.com/StamatisTWIY; 
Foaster,https://www.ycombinator.com/companies/foaster,Spring 2026,B2B,"Map your company's operations, identify where and how to integrate AI. Founded in 2026 by Alexandre Combes and Raphaël Dabadie, Foaster has 2 employees based in San Francisco, CA, USA.",https://foaster.ai,2026,"San Francisco, CA, USA",Alexandre Combes; Raphaël Dabadie,https://www.linkedin.com/in/alexandre-combes-2bb450271/; https://www.linkedin.com/in/rapha%C3%ABl-dabadie-412bb9248/,https://x.com/alexcmbs17; https://x.com/RaphaelDabadie
Saudara AI,https://www.ycombinator.com/companies/saudara-ai,Spring 2026,B2B,"AI-native Sourcing Agency. Founded in 2025 by Edward Haryono and Jennifer Prasetyo, Saudara AI has 2 employees based in .",https://saudara.ai,2025,,Edward Haryono; Jennifer Prasetyo,https://www.linkedin.com/in/edward-haryono-tanuwijaya/; https://www.linkedin.com/in/jenniferprasetyo,; 
Silmaril,https://www.ycombinator.com/companies/silmaril,Spring 2026,B2B,"Prompt injection defense that is self-healing. Founded in 2026 by Aum Upadhyay and Eduardo Velasco, Silmaril has 2 employees based in San Francisco, CA, USA.",https://silmaril.dev,2026,"San Francisco, CA, USA",Aum Upadhyay; Eduardo Velasco,https://www.linkedin.com/in/aum-u-517016269/; https://www.linkedin.com/in/eduardo-velasco-b10ba826b/,https://x.com/aumup001; https://x.com/EduardoVel36291
BioStack Platforms,https://www.ycombinator.com/companies/biostack-platforms,Spring 2026,Healthcare,"Real world training envs for healthcare AI models. Founded in 2025 by Sanat Mishra and Parth Patwa, BioStack Platforms has 0 employees based in . BioStack Platforms is hiring for 1 roles in operations.",https://www.getbiostack.com,2025,,Sanat Mishra; Parth Patwa,https://www.linkedin.com/in/sanat-m-4b5077a4/; https://www.linkedin.com/in/parth-patwa/,https://x.com/sanatmishra7; 
Ardent,https://www.ycombinator.com/companies/ardent,Spring 2026,B2B; Infrastructure,"Database sandboxes for Agents. Founded in 2025 by Vikram Chennai, Ardent has  employees based in .",https://tryardent.com,2025,,Vikram Chennai,https://www.linkedin.com/in/vikram-chennai/,https://x.com/vchennai2
Kuli,https://www.ycombinator.com/companies/kuli,Spring 2026,B2B; Analytics,"Claude Cowork for social media and creator marketers. Founded in  by Jonathan Hassan and Michael Hodara, Kuli has 3 employees based in San Francisco, CA, USA.",https://kuli.one,,"San Francisco, CA, USA",Michael Hodara; Jonathan Hassan,https://linkedin.com/in/michaelhodara; https://www.linkedin.com/in/jonathan-salvador-hassan/,https://x.com/maradoh22; 
Tasklet,https://www.ycombinator.com/companies/tasklet-2,Spring 2026,B2B; Productivity,"The cloud agent operating system for knowledge work. Founded in 2025 by Jonny Dimond and Andrew Lee, Tasklet has 8 employees based in . Tasklet is hiring for 11 roles in operations, sales, support, marketing, engineering, and design.",https://tasklet.ai,2025,,Jonny Dimond; Andrew Lee,https://www.linkedin.com/in/jonnydimond/; https://www.linkedin.com/in/startupandrew/,https://x.com/jonnydimond; https://twitter.com/startupandrew
Ara,https://www.ycombinator.com/companies/ara,Spring 2026,Consumer,"personal ai cloud computing for everyone. Founded in 2026 by Sven Myhre and Adi Singh, Ara has 2 employees based in San Francisco, CA, USA.",https://ara.so,2026,"San Francisco, CA, USA",Sven Myhre; Adi Singh,https://www.linkedin.com/in/sveinungmyhre/; https://www.linkedin.com/in/adisinghlink,https://x.com/svemyhre; https://x.com/xadisingh
Datost,https://www.ycombinator.com/companies/datost,Spring 2026,B2B; Analytics,"AI data analyst in Slack. Democratize data. Founded in 2026 by Maceo Cardinale Kwik and Jason Wang, Datost has 2 employees based in .",https://www.datost.com,2026,,Maceo Cardinale Kwik; Jason Wang,https://www.linkedin.com/in/maceo-cardinale-kwik/; https://www.linkedin.com/in/jasonhy-wang/,https://x.com/maceock; 
smol machines,https://www.ycombinator.com/companies/smol-machines,Spring 2026,B2B; Infrastructure,"Ship software faster with portable, self contained virtual machines. Founded in 2026 by BinBin He and Fu Qiao, smol machines has 1 employees based in .",https://smolmachines.com,2026,,BinBin He; Fu Qiao,https://linkedin.com/in/binsquare; https://www.linkedin.com/in/fuqiao,https://x.com/binsquares; https://x.com/__fqiao__
Complir,https://www.ycombinator.com/companies/complir,Spring 2026,B2B; Retail,"Vanta for physical products. Founded in 2024 by Gustav Bang, Marc Kaa Brejner, and Tine Kühnel, Complir has 13 employees based in Copenhagen, Denmark.",https://complir.io,2024,"Copenhagen, Denmark",Gustav Bang; Marc Kaa Brejner; Tine Kühnel,https://www.linkedin.com/in/gustavbangn/; https://www.linkedin.com/in/marc-kaa-brejner/; https://www.linkedin.com/in/tinekuhnel/,; ; 
Mount,https://www.ycombinator.com/companies/mount,Spring 2026,Fintech; Insurance,"Insure and secure your AI Agents. Founded in 2026 by Fabian Amherd and John Bachmann, Mount has 2 employees based in San Francisco, CA, USA. Mount is hiring for 1 roles in engineering.",https://mount.insure,2026,"San Francisco, CA, USA",Fabian Amherd; John Bachmann,https://www.linkedin.com/in/fabianamherd/; https://www.linkedin.com/in/john-bachmann-844978301?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,; 
Alchemy,https://www.ycombinator.com/companies/alchemyai,Spring 2026,B2B,"AI-powered image analysis for life sciences. Founded in 2025 by Phillip Baek and Liam McBride, Alchemy has 2 employees based in San Francisco, CA, USA.",https://www.alchemyai.dev,2025,"San Francisco, CA, USA",Phillip Baek; Liam McBride,https://linkedin.com/in/phillip-baek; https://www.linkedin.com/in/ljmcb,; 
Sidekick,https://www.ycombinator.com/companies/textsidekick,Spring 2026,B2B; Operations,"AI-powered SMS assistant for deskless workers. Founded in 2026 by Aadip Khanal and Justin So, Sidekick has 2 employees based in Saratoga, CA, USA.",https://www.textsidekick.com,2026,"Saratoga, CA, USA",Aadip Khanal; Justin So,https://www.linkedin.com/in/aadipkhanal/; https://www.linkedin.com/in/justinso1/,; 
Prototyping.io,https://www.ycombinator.com/companies/prototypingio,Spring 2026,Industrials; Manufacturing and Robotics,"AI-native mechanical manufacturing. Founded in 2026 by Revanth Bodepudi and Prerit Oberai, Prototyping.io has 2 employees based in Sunnyvale, CA, USA.",https://www.prototyping.io,2026,"Sunnyvale, CA, USA",Revanth Bodepudi; Prerit Oberai,https://www.linkedin.com/in/revanth279/; https://www.linkedin.com/in/preritoberai,https://x.com/revanth279; https://x.com/ThePreritOberai
Lumius,https://www.ycombinator.com/companies/lumius,Spring 2026,Healthcare; Medical Devices,"Fast, smart, accessible 3D ultrasound for everyone. Founded in  by Chenhang Li, Luca Menozzi, and Tri Vu, Lumius has 4 employees based in Durham, NC, USA.",https://www.lumius-imaging.com,,"Durham, NC, USA",Chenhang Li; Luca Menozzi; Tri Vu,https://www.linkedin.com/in/chenhang-li-00330632b/; https://www.linkedin.com/in/luca-menozzi-7490a6154; https://www.linkedin.com/in/tri-vu-pa/,https://x.com/lichenhang1225; ; 
Adialante,https://www.ycombinator.com/companies/adialante,Spring 2026,Healthcare; Diagnostics,"Cancer screening without barriers. Founded in 2023 by Parker Jenkins and Efrain Torres, Adialante has 4 employees based in Redwood City, CA, USA.",http://www.adialante.com,2023,"Redwood City, CA, USA",Parker Jenkins; Efrain Torres,https://www.linkedin.com/in/parker-jenkins-486893130/; https://www.linkedin.com/in/dr-efra%C3%ADn-torres-85293512a/,; https://x.com/ET_adialante
Keyframe Labs,https://www.ycombinator.com/companies/keyframe-labs,Spring 2026,B2B,"Turn agents into lifelike video calls. $0.06 a minute. Founded in 2025 by Kaahan Radia and Parth Radia, Keyframe Labs has 2 employees based in .",https://keyframelabs.com,2025,,Kaahan Radia; Parth Radia,https://www.linkedin.com/in/kaahan-radia-2ba47354/; https://www.linkedin.com/in/parthradia/,https://x.com/kradisme; https://x.com/parthnradia
Benchspan,https://www.ycombinator.com/companies/benchspan,Spring 2026,"B2B; Engineering, Product and Design","Real-time threat detection for AI agents in production. Founded in 2026 by Avi Arora and Ritesh Malpani, Benchspan has 2 employees based in San Francisco, CA, USA.",https://www.benchspan.com,2026,"San Francisco, CA, USA",Avi Arora; Ritesh Malpani,https://www.linkedin.com/in/avi-arora/; https://www.linkedin.com/in/ritesh-malpani,https://x.com/c0delemons; 
Ontora,https://www.ycombinator.com/companies/ontora,Spring 2026,B2B,"We help managers regain control of their organisations. Founded in 2026 by Maximilian Arnold, Leon Iwanowitsch, and David Korn, Ontora has 3 employees based in San Francisco, CA, USA.",https://ontora.com,2026,"San Francisco, CA, USA",Maximilian Arnold; Leon Iwanowitsch; David Korn,https://www.linkedin.com/in/arnold-max/; https://www.linkedin.com/in/leon-j-iwanowitsch/; https://www.linkedin.com/in/david-korn-code/,https://x.com/maxonary; https://x.com/LeonIwanowitsch; 
Paper Star,https://www.ycombinator.com/companies/paper-star,Spring 2026,Consumer,"Building Napkin Math, AI-powered food journaling for real people. Founded in 2026 by Manuel Castro, Claire Nord, and Jynnie Tang, Paper Star has 3 employees based in San Francisco, CA, USA.",https://www.paperstar.cc/napkin-math,2026,"San Francisco, CA, USA",Manuel Castro,https://www.linkedin.com/in/manuel-castro-7795a091/,https://x.com/manny4c
Lab0,https://www.ycombinator.com/companies/lab0,Spring 2026,B2B,"Automated forward-deployed engineers (AI FDEs). Founded in 2026 by Onkar Borade, Lakshya Gupta, and Sujay Srivastava, Lab0 has 3 employees based in San Francisco, CA, USA.",https://lab0.ai,2026,"San Francisco, CA, USA",Onkar Borade; Lakshya Gupta; Sujay Srivastava,https://www.linkedin.com/in/onkar-borade/; https://www.linkedin.com/in/lakshya-gupta-0030771ba/; https://www.linkedin.com/in/sujaysriv/,https://x.com/onkar_borade_10; https://x.com/heat_bender; https://x.com/SujaySriv
Lamina Labs,https://www.ycombinator.com/companies/lamina-labs,Spring 2026,"B2B; Engineering, Product and Design","Visual infrastructure for EdTech AI applications. Founded in 2025 by Kartikesh Mishra and Sudip Rokaya, Lamina Labs has 2 employees based in .",https://laminalabs.ai,2025,,Kartikesh Mishra; Sudip Rokaya,https://www.linkedin.com/in/mk314k/; https://www.linkedin.com/in/sudip-rokaya-675604279/,https://x.com/mk314k; https://x.com/itsrealranky
Kimpton AI,https://www.ycombinator.com/companies/kimpton-ai,Spring 2026,Fintech; Asset Management,"The IDE for investors. Founded in 2025 by Adrian Del Bosque, Mauricio Ortiz, and Jack Zumwalt, Kimpton AI has 5 employees based in San Francisco, CA, USA.",https://kimpton.ai,2025,"San Francisco, CA, USA",Adrian Del Bosque; Mauricio Ortiz; Jack Zumwalt,https://www.linkedin.com/in/adriandelbosque/; https://www.linkedin.com/in/ortizmauricio01/; https://www.linkedin.com/in/jack-zumwalt/,https://x.com/adriandelb; https://x.com/ortizmauricio_; https://x.com/jackzumwalt
StableBrowse,https://www.ycombinator.com/companies/stablebrowse,Spring 2026,B2B; Infrastructure,"Browser for AI agents. Founded in 2026 by Sarthak Awasthi, Jay Mehta, Deepit Shah, and Somansh Shah, StableBrowse has 4 employees based in San Francisco, CA, USA.",https://stablebrowse.com,2026,"San Francisco, CA, USA",Sarthak Awasthi; Jay Mehta; Deepit Shah; Somansh Shah,https://www.linkedin.com/in/sarthak7awasthi/; https://www.linkedin.com/in/jaymehta003; https://www.linkedin.com/in/deepit-shah/; https://www.linkedin.com/in/somanshshah,; ; ; 
Taiga,https://www.ycombinator.com/companies/taiga,Spring 2026,Healthcare; Healthcare Services,"Full-stack Medical Billing Services. Founded in 2026 by Nanda Guntupalli and Adam Wax, Taiga has 2 employees based in San Francisco, CA, USA.",https://usetaiga.com,2026,"San Francisco, CA, USA",Nanda Guntupalli; Adam Wax,https://www.linkedin.com/in/nanda-guntupalli; https://www.linkedin.com/in/adam-wax-20a6012aa/,https://x.com/nandaguntupalli; https://x.com/AdamWax3
Callab AI,https://www.ycombinator.com/companies/callab-ai,Spring 2026,B2B; Operations,"AI voice agents for on-prem PBX stacks. Founded in 2024 by Chehir Dhaouadi and Haithem Kchaou, Callab AI has 7 employees based in .",https://callab.ai,2024,,Haithem Kchaou; Chehir Dhaouadi,https://www.linkedin.com/in/haithemkchaou/; https://www.linkedin.com/in/chehirdhawedi/,https://x.com/haithemkchaou; 
Arga Labs,https://www.ycombinator.com/companies/arga-labs,Spring 2026,B2B,"The validation infrastructure for AI agents. Founded in 2025 by Phillip Li and Akira Tong, Arga Labs has 3 employees based in San Francisco, CA, USA.",https://www.argalabs.com,2025,"San Francisco, CA, USA",Phillip Li; Akira Tong,https://www.linkedin.com/in/phillip-li-a28a84217/; https://www.linkedin.com/in/akira-tong,; https://x.com/akkkkiira
Salesgraph,https://www.ycombinator.com/companies/salesgraph,Spring 2026,B2B; Sales,"the context layer for fast moving sales teams. Founded in 2026 by Ricardo Nunez and Ruhan Ponnada, Salesgraph has 2 employees based in San Francisco, CA, USA.",https://www.salesgraph.com,2026,"San Francisco, CA, USA",Ricardo Nunez; Ruhan Ponnada,https://www.linkedin.com/in/ricardonunez-01/; https://linkedin.com/in/ruhanponnada,https://x.com/ricardonunez_io; https://x.com/RuhanPonnada
Sherpa,https://www.ycombinator.com/companies/sherpa,Spring 2026,B2B,"Turn more website visitors into customers. Founded in 2026 by Ethan Kinnan and Norbu Sonam, Sherpa has 2 employees based in San Francisco, CA, USA.",https://www.withsherpa.ai,2026,"San Francisco, CA, USA",Ethan Kinnan; Norbu Sonam,https://www.linkedin.com/in/ethan-kinnan/; https://www.linkedin.com/in/norbusonam/,https://x.com/ethan_kinnan; https://x.com/norbusonam
Userlens,https://www.ycombinator.com/companies/userlens,Spring 2026,B2B; Operations,"AI agents that predicts churn months before it happens. . Founded in 2025 by Ankur Dahama and Hai Ta, Userlens has 4 employees based in Helsinki, Finland.",https://userlens.io,2025,"Helsinki, Finland",Ankur Dahama; Hai Ta; Company Launches,https://www.linkedin.com/in/ankurdahama/; https://www.linkedin.com/in/anhaita; https://www.linkedin.com/in/ankurdahama/,https://x.com/ankur_d; https://x.com/HaiTa; 
Standout,https://www.ycombinator.com/companies/standout,Spring 2026,Consumer; Job and Career Services,"The Hollywood agent for startup talent. Founded in 2025 by Alexis Aftalion and Witold de La Chapelle, Standout has 3 employees based in San Francisco, CA, USA.",https://standout.work,2025,"San Francisco, CA, USA",Alexis Aftalion; Founder,https://www.linkedin.com/in/alexisaftalion; https://www.linkedin.com/in/witold-dlc/,https://x.com/alexisaftalion; 
qomplement,https://www.ycombinator.com/companies/qomplement,Spring 2026,B2B,"API to turn documents into structured JSON. Founded in 2025 by Andres Garza Garcia and Kerim Taray, qomplement has 4 employees based in San Francisco, CA, USA.",https://qomplement.com,2025,"San Francisco, CA, USA",Andres Garza Garcia; Kerim Taray,https://www.linkedin.com/in/andres-fernando-garza; https://www.linkedin.com/in/kerim-taray/,; https://x.com/kerimtaray
Interfaze,https://www.ycombinator.com/companies/interfaze,Spring 2026,B2B; Infrastructure,"AI model built for deterministic developer tasks. Founded in 2025 by Yoeven D Khemlani and Harsha Vardhan Khurdula, Interfaze has 5 employees based in San Francisco, CA, USA.",https://interfaze.ai,2025,"San Francisco, CA, USA",Yoeven D Khemlani; Harsha Vardhan Khurdula,https://linkedin.com/in/yoeven; https://www.linkedin.com/in/harsha-vardhan-khurdula-99b400183/,https://x.com/yoeven; https://x.com/khurdula
Zolvo,https://www.ycombinator.com/companies/zolvo,Spring 2026,Fintech; Credit and Lending,"AI that automates servicing for commercial lenders. Founded in 2026 by Tony Montes and Isabela Rodriguez, Zolvo has 4 employees based in San Francisco, CA, USA.",https://zolvo.com,2026,"San Francisco, CA, USA",Isabela Rodriguez; Tony Montes,https://www.linkedin.com/in/isabela-rodriguez-438785170/; https://www.linkedin.com/in/t-montes,; 
Kinro,https://www.ycombinator.com/companies/kinro,Spring 2026,B2B; Sales,"AI sales agents for insurance. Sell everywhere your buyers are. Founded in 2026 by Parth Ainampudi, Corentin Hugot, and Pierre-Alexandre Kamienny, Kinro has 3 employees based in . Kinro is hiring for 1 roles in engineering.",https://www.kinro.ai,2026,,Parth Ainampudi; Corentin Hugot; Pierre-Alexandre Kamienny; Company Launches,https://www.linkedin.com/in/partha42/; https://www.linkedin.com/in/corentin-hugot/; https://www.linkedin.com/in/pakamienny/; https://www.linkedin.com/in/pakamienny/,; https://x.com/corentin_hgt; https://x.com/pierrealexai; 
Pulsent,https://www.ycombinator.com/companies/pulsent,Spring 2026,B2B; Sales,"AI Agents that watch, engage and convert your users. Founded in 2026 by Nicolò Magnante and Arseniy Shishaev, Pulsent has 2 employees based in San Francisco, CA, USA.",https://pulsent.ai,2026,"San Francisco, CA, USA",Nicolò Magnante; Arseniy Shishaev,https://www.linkedin.com/in/nicol%C3%B2-magnante/; https://linkedin.com/in/arseniy-shishaev,https://x.com/MagnanteNicolo; https://x.com/arseniyswish
Hub.xyz,https://www.ycombinator.com/companies/hubxyz,Spring 2026,B2B,"API for real-world training data. Founded in 2023 by Armin Kiani and Tim Sprecher, Hub.xyz has 10 employees based in Palo Alto, CA, USA. Hub.xyz is hiring for 1 roles in engineering.",http://hub.xyz,2023,"Palo Alto, CA, USA",Armin Kiani; Tim Sprecher,https://www.linkedin.com/in/armin-k-3439033ab/; https://www.linkedin.com/in/tim-sprecher-2a705220a/,https://x.com/xarmin; https://x.com/tim404x
Tenet Industries,https://www.ycombinator.com/companies/tenet-industries,Spring 2026,Industrials; Defense,"Drones as ammunition. . Founded in 2026 by Fabian Andersson, Emil Falk, and Hugo Frisk, Tenet Industries has 4 employees based in Stockholm, Sweden.",https://www.tenetindustries.com,2026,"Stockholm, Sweden",Hugo Frisk; Fabian Andersson; Emil Falk,https://www.linkedin.com/in/hugo-frisk/; https://www.linkedin.com/in/fabian-andersson-11a067267; https://www.linkedin.com/in/emilfalk/,https://x.com/PepperoniPingu/with_replies; https://x.com/0xfabian_; https://x.com/falkemil_
RefortifAI,https://www.ycombinator.com/companies/refortifai,Spring 2026,B2B; Security,"Secure Deployment & DRM for AI model providers. Founded in 2026 by Rithik Jain, Atman Kar, and Sayan Mitra, RefortifAI has 3 employees based in San Francisco, CA, USA.",https://refortif.ai,2026,"San Francisco, CA, USA",Rithik Jain; Atman Kar; Sayan Mitra,https://www.linkedin.com/in/rithik--jain/; https://www.linkedin.com/in/atman-kar/; https://www.linkedin.com/in/sayanmitra9/,; ; https://x.com/Cyan9800
Trellis,https://www.ycombinator.com/companies/trellistech,Spring 2026,B2B; Operations,"Autonomous Agents for Short Term Rentals. Founded in 2026 by Lodovico Benvenuti and Jan Sahagun, Trellis has 6 employees based in San Francisco, CA, USA.",https://trellistech.com,2026,"San Francisco, CA, USA",Lodovico Benvenuti; Jan Sahagun,https://www.linkedin.com/in/lodovico-benvenuti-11678224a/; https://www.linkedin.com/in/jan-sahagun-escosa?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,; 
Dayjob,https://www.ycombinator.com/companies/dayjob,Spring 2026,B2B; Supply Chain and Logistics,"AI Agents for Industrial Logistics. Founded in 2025 by Fred Fooks and George Postlethwaite, Dayjob has 5 employees based in London, UK.",https://www.getdayjob.ai,2025,"London, UK",George Postlethwaite; Fred Fooks,https://linkedin.com/in/georgepos; https://linkedin.com/in/frederic-fooks,; 
