Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Olio Labs,https://www.ycombinator.com/companies/olio-labs,Summer 2023,Healthcare; Drug Discovery and Delivery,"Combination therapeutics for the world's toughest diseases. Founded in 2023 by Tom Roseberry and David Tingley, Olio Labs has 5 employees based in .",https://oliolabs.co,2023,,David Tingley; Tom Roseberry,https://linkedin.com/in/david-tingley-0428b5229; https://linkedin.com/in/tom-roseberry-a84501163,https://twitter.com/davidwtingley; https://twitter.com/tomroseberry789
truemetrics,https://www.ycombinator.com/companies/truemetrics,Summer 2023,B2B; Supply Chain and Logistics,"We show couriers where to park and enter a building. Founded in 2021 by Jan Bischof and Ingo Boegemann, truemetrics has 5 employees based in Berlin, Germany.",https://www.truemetrics.io,2021,"Berlin, Germany",Ingo Boegemann; Jan Bischof,https://linkedin.com/in/ingo-boegemann-a78800bb; https://linkedin.com/in/jan-bischof,; 
Glide,https://www.ycombinator.com/companies/glide-2,Summer 2023,B2B; Infrastructure,"Crypto Deposits, Wallet Funding, and Pay-with-crypto Infra. Founded in 2023 by Tushar Soni and Qinyu Tong, Glide has 2 employees based in New York, NY, USA.",https://buildwithglide.com,2023,"New York, NY, USA",Tushar Soni; Qinyu Tong,https://linkedin.com/in/tusharsoni; https://linkedin.com/in/tongqinyu,https://twitter.com/tusharsoni1205; https://twitter.com/qtofrivia
Wattson Health,https://www.ycombinator.com/companies/wattson-health,Summer 2023,Healthcare; Healthcare IT,"AI Voice and SMS Agents for Healthcare. Founded in 2023 by Cleophus Robinson IV and Justin Spitz, Wattson Health has 3 employees based in .",https://www.wattsonhealth.com,2023,,Justin Spitz; Cleophus Robinson IV; THE PROBLEM,https://linkedin.com/in/justin-spitz; https://linkedin.com/in/cleor41; https://www.linkedin.com/in/justin-spitz/,https://twitter.com/jspitz_; ; https://twitter.com/WattsonHealth
Constructable,https://www.ycombinator.com/companies/constructable,Summer 2023,Real Estate and Construction; Construction,"Building the next Procore. Founded in 2023 by Molly Abbott, Emma Nazim, and John Yoder, Constructable has 6 employees based in Santa Barbara, CA, USA.",https://www.constructable.ai,2023,"Santa Barbara, CA, USA",Emma Nazim; Molly Abbott; John Yoder,https://linkedin.com/in/emmamedjuck; https://linkedin.com/in/molly-abbott-41b03037; https://linkedin.com/in/john-yoder-92595985,; ; 
Morph,https://www.ycombinator.com/companies/morph,Summer 2023,B2B; Infrastructure,"Subagents and tools that improve coding agents. Founded in 2025 by Tejas Bhakta, Morph has 3 employees based in Russian Hill Pl, San Francisco, CA 94133, USA. Morph is hiring for 3 roles in engineering and marketing.",https://morphllm.com,2025,"Russian Hill Pl, San Francisco, CA 94133, USA",Tejas Bhakta,https://linkedin.com/in/tejas-bhakta,https://twitter.com/tejasybhakta
Nowadays,https://www.ycombinator.com/companies/nowadays,Summer 2023,B2B; Operations,"AI co-pilot for corporate retreat and event planning. Founded in 2023 by Anna Sun and Amy Yan, Nowadays has 5 employees based in San Francisco, CA, USA. Nowadays is hiring for 7 roles in engineering, operations, and sales.",http://nowadays.ai,2023,"San Francisco, CA, USA",Anna Sun; Amy Yan; 🧨 The Problem,https://linkedin.com/in/annasun19; https://linkedin.com/in/amysunyan; https://www.linkedin.com/in/annasun19,; ; 
Waldium,https://www.ycombinator.com/companies/waldium,Summer 2023,"B2B; Engineering, Product and Design","The publishing layer for the AI-native web. Founded in 2023 by Amrutha Gujjar and Shivam Singhal, Waldium has 5 employees based in San Francisco, CA, USA. Waldium is hiring for 4 roles in sales, support, marketing, and engineering.",https://www.waldium.com,2023,"San Francisco, CA, USA",Amrutha Gujjar; Shivam Singhal,https://www.linkedin.com/in/amruthagujjar/; https://linkedin.com/in/shivam-singhal,https://twitter.com/amruthagujjar; https://twitter.com/singhals_
Twine,https://www.ycombinator.com/companies/twine,Summer 2023,B2B; Sales,"AI text message receptionist for SMBs. Founded in 2023 by Omar Imtiaz and Anand Valavalkar, Twine has 3 employees based in San Francisco, CA, USA.",http://www.usetwine.com,2023,"San Francisco, CA, USA",Anand Valavalkar; Omar Imtiaz,https://linkedin.com/in/anand-valavalkar; https://linkedin.com/in/omar-ahmed-imtiaz,https://twitter.com/anandvalavalkar; 
Mocha,https://www.ycombinator.com/companies/mocha,Summer 2023,B2B; Infrastructure,"Build and publish web apps in minutes. No coding required. Founded in 2023 by Nicholas Charriere and Ben Reinhart, Mocha has 7 employees based in San Francisco, CA, USA.",https://getmocha.com,2023,"San Francisco, CA, USA",Nicholas Charriere; Ben Reinhart; Demo,https://linkedin.com/in/nicholas-charriere; https://linkedin.com/in/bereinhart; https://linkedin.com/in/bereinhart,https://twitter.com/nichochar; https://twitter.com/benjreinhart; 
Simbie AI,https://www.ycombinator.com/companies/simbie-ai,Summer 2023,Healthcare,"We get patients to their next appointment. Founded in 2023 by Natalia Khosla, MD and Rachel O’Driscoll, Simbie AI has 5 employees based in New York, NY, USA. Simbie AI is hiring for 1 roles in operations.",http://www.simbie.ai,2023,"New York, NY, USA",Founder; Rachel O’Driscoll; Accomplished To Date:,https://www.linkedin.com/in/natalia-neha-khosla-md-msc-01968334/; https://linkedin.com/in/rachel-o-driscoll-896b55147; https://www.linkedin.com/in/natalia-neha-khosla-md-01968334/,; ; 
Foundation,https://www.ycombinator.com/companies/foundation-2,Summer 2023,Real Estate and Construction; Housing and Real Estate,"Shopify for Homebuilders. Founded in 2023 by Luke Groesbeck and Derek Schairer, Foundation has 4 employees based in Boulder, CO, USA.",https://buildwithfoundation.com,2023,"Boulder, CO, USA",Luke Groesbeck; Derek Schairer,https://linkedin.com/in/lukegroesbeck; https://www.linkedin.com/in/derekschairer/,https://twitter.com/newgroesbeck; 
AiSDR,https://www.ycombinator.com/companies/aisdr,Summer 2023,B2B; Sales,"AI sales prospecting. Replace your SDR with AiSDR. Founded in 2023 by Yuriy Zaremba and Oleg Zaremba, AiSDR has 5 employees based in San Francisco, CA, USA.",https://aisdr.com,2023,"San Francisco, CA, USA",Yuriy Zaremba; Oleg Zaremba,https://linkedin.com/in/yuriy-zaremba; https://linkedin.com/in/oleg-zaremba,https://twitter.com/YuriyZaremba; https://twitter.com/olzare
Giga,https://www.ycombinator.com/companies/giga,Summer 2023,"B2B; Engineering, Product and Design","AI Support Agent for Enterprises. Founded in 2024 by Esha Dinne and Varun Vummadi, Giga has 30 employees based in San Francisco, CA, USA. Giga is hiring for 3 roles in engineering and recruiting & hr.",https://giga.ai,2024,"San Francisco, CA, USA",Varun Vummadi; Esha Dinne,https://linkedin.com/in/varunvummadi; https://linkedin.com/in/esha-manideep-ba112a218,https://twitter.com/varunvummadi; https://twitter.com/eshamanideep
Affinity,https://www.ycombinator.com/companies/affinity,Summer 2023,B2B,"A compliance training platform built for regulated industries. Founded in 2023 by Peter Greczner and Faraz Rana, Affinity has 2 employees based in New York, NY, USA.",https://itsaffinity.com,2023,"New York, NY, USA",Faraz Rana; Peter Greczner,https://linkedin.com/in/faraz-rana-502874a; https://linkedin.com/in/peter-greczner-0067086,; 
Shadeform,https://www.ycombinator.com/companies/shadeform,Summer 2023,"B2B; Engineering, Product and Design","The GPU Cloud Marketplace. Founded in 2023 by Ronald Ding and Ed Goode, Shadeform has 11 employees based in . Shadeform is hiring for 3 roles in operations, engineering, and sales.",https://www.shadeform.ai,2023,,Ed Goode; Ronald Ding,https://linkedin.com/in/ed-goode; https://linkedin.com/in/ronaldding,; 
Inconvo,https://www.ycombinator.com/companies/inconvo,Summer 2023,"B2B; Engineering, Product and Design","Build chat-with-data agents for customer-facing applications. Founded in 2023 by Eoghan Mulcahy and Liam Mulcahy, Inconvo has 2 employees based in Limerick, Ireland.",https://inconvo.com,2023,"Limerick, Ireland",Eoghan Mulcahy; Liam Mulcahy,https://linkedin.com/in/eoghan-mulcahy; https://linkedin.com/in/liam-mulcahy-418001174,; 
Cargo,https://www.ycombinator.com/companies/cargo,Summer 2023,B2B; Sales,"Build your GTM workforce. Founded in 2023 by Aurelien Aubert and Maxence De Villepion, Cargo has 6 employees based in San Francisco, CA, USA. Cargo is hiring for 2 roles in sales and engineering.",https://getcargo.io,2023,"San Francisco, CA, USA",Aurelien Aubert; Maxence De Villepion,https://linkedin.com/in/auree; https://linkedin.com/in/tshaped-marketer,https://twitter.com/aureeaubert; 
Roame,https://www.ycombinator.com/companies/roame,Summer 2023,"Consumer; Travel, Leisure and Tourism","Flight search engine using credit card points and miles. Founded in 2023 by Zi Liu and Tim Qin, Roame has 2 employees based in San Francisco, CA, USA. Roame is hiring for 1 roles in engineering.",https://roame.travel,2023,"San Francisco, CA, USA",Tim Qin; Zi Liu; ⭐️ Team,https://linkedin.com/in/timqin; https://linkedin.com/in/ziyuanliu; https://www.linkedin.com/in/timqin/,https://x.com/timtqin; ; https://twitter.com/roametravel
dili,https://www.ycombinator.com/companies/dili,Summer 2023,B2B; Finance and Accounting,"Automating PWA Compliance and Diligence. Founded in 2023 by Anand Chaturvedi and Brian Fernandez, dili has 5 employees based in New York, NY, USA. dili is hiring for 3 roles in engineering, sales, and operations.",https://www.dili.ai,2023,"New York, NY, USA",Anand Chaturvedi; Brian Fernandez,https://linkedin.com/in/anandchaturvedi1; https://linkedin.com/in/brianfernandez1,https://twitter.com/metanand; 
Webhound,https://www.ycombinator.com/companies/webhound,Summer 2023,Consumer,"Long-horizon research agents. Founded in 2023 by Moe Khalil, Webhound has 2 employees based in San Francisco, CA, USA.",https://webhound.ai,2023,"San Francisco, CA, USA",Moe Khalil,https://linkedin.com/in/moe-khalil-73a2371a1,
Trayd,https://www.ycombinator.com/companies/trayd,Summer 2023,B2B; Finance and Accounting,"A construction payroll platform designed for same-day pay. Founded in 2022 by Anna Berger and Cara Kessler, Trayd has 30 employees based in New York, NY, USA. Trayd is hiring for 5 roles in engineering, operations, and support.",https://www.buildtrayd.com,2022,"New York, NY, USA",Anna Berger; Cara Kessler,https://linkedin.com/in/anna-berger-39497a72; https://linkedin.com/in/carakessler,https://twitter.com/annajberger3?s=21; 
Cair Health,https://www.ycombinator.com/companies/cair-health,Summer 2023,Healthcare; Healthcare IT,"AI Agents for Healthcare RCM. Founded in 2023 by Ishan Balakrishnan and Shehbaz Virk, Cair Health has 6 employees based in . Cair Health is hiring for 4 roles in engineering, sales, and operations.",https://www.cairhealth.com,2023,,Shehbaz Virk; Ishan Balakrishnan,https://www.linkedin.com/in/shehbazvirk/; https://linkedin.com/in/ishanbalakrishnan,; 
ParadeDB,https://www.ycombinator.com/companies/paradedb,Summer 2023,B2B,"Simple, Elastic-quality search for Postgres. Founded in 2023 by Philippe Noël and Ming Ying, ParadeDB has 10 employees based in San Francisco, CA, USA. ParadeDB is hiring for 1 roles in engineering.",https://paradedb.com,2023,"San Francisco, CA, USA",Philippe Noël; Ming Ying,https://linkedin.com/in/philippemnoel; https://linkedin.com/in/ming-ying,https://twitter.com/philippemnoel; 
Eden Care,https://www.ycombinator.com/companies/eden-care,Summer 2023,Fintech; Insurance,"Claims infrastructure for African health insurance. Founded in 2022 by Moses Mukundi, Eden Care has 28 employees based in Nairobi, Kenya.",https://www.edencaremedical.com,2022,"Nairobi, Kenya",Moses Mukundi,https://linkedin.com/in/mosesmukundi,
Quill Bills,https://www.ycombinator.com/companies/quill-bills,Summer 2023,Healthcare; Healthcare IT,"AI-Powered Medical Billing. Founded in 2023 by Gabriel Banks and Kartik Donepudi, Quill Bills has 3 employees based in San Francisco, CA, USA. Quill Bills is hiring for 1 roles in sales.",https://quillbills.com,2023,"San Francisco, CA, USA",Gabriel Banks; Kartik Donepudi,https://linkedin.com/in/gabriel-banks-662548230; https://linkedin.com/in/kartik-donepudi-763a22167,; 
Strada,https://www.ycombinator.com/companies/strada,Summer 2023,B2B,"AI agents that run insurance operations. Founded in 2023 by Arash Khazaei and Amir Prodensky, Strada has 18 employees based in 156 2nd St, San Francisco, CA 94105, USA. Strada is hiring for 3 roles in operations, product, and engineering.",https://www.getstrada.com,2023,"156 2nd St, San Francisco, CA 94105, USA",Amir Prodensky; Arash Khazaei,https://linkedin.com/in/aprodensky; https://linkedin.com/in/arash-khazaei-18063260,https://twitter.com/AmirProd1; 
Minded,https://www.ycombinator.com/companies/minded,Summer 2023,B2B,"Cursor for AI Agents. Founded in 2023 by Ohad Navon and Nadav Zamir, Minded has 2 employees based in Tel Aviv-Yafo, Israel.",https://www.minded.com,2023,"Tel Aviv-Yafo, Israel",Ohad Navon; Nadav Zamir; Company Launches,https://linkedin.com/in/ohad-navon-639b356a; https://linkedin.com/in/nadavzamir; https://www.linkedin.com/in/ohad-navon-639b356a/,https://twitter.com/OhadNavon; ; 
Smobi,https://www.ycombinator.com/companies/smobi,Summer 2023,B2B; Marketing,"Send texts your customers actually want over RCS. Founded in 2023 by Kunal Puri, Smobi has 4 employees based in New York, NY, USA.",https://smobi.com,2023,"New York, NY, USA",Kunal Puri; 📖 TLDR,https://linkedin.com/in/kunal-puri1; https://www.linkedin.com/in/kunal-puri1/,https://twitter.com/thekunalpuri; 
Tiptap,https://www.ycombinator.com/companies/tiptap,Summer 2023,"B2B; Engineering, Product and Design","The open-source document editor for humans and AI agents. Founded in 2022 by Sven Adlung, Patrick Baber, Nick Hirche, Philip Isik, Timo Isik, and Sebastian Schrama, Tiptap has 18 employees based in Berlin, Germany.",https://tiptap.dev,2022,"Berlin, Germany",Philip Isik; Sven Adlung; Patrick Baber; Nick Hirche; Timo Isik; Sebastian Schrama,https://linkedin.com/in/philip-isik-688307123; https://linkedin.com/in/sven-adlung-b343b696; https://www.linkedin.com/in/patrick-baber-a0247027b/; https://linkedin.com/in/nick-hirche-622a2a216; https://linkedin.com/in/timo-isik-6b2956197; https://linkedin.com/in/sebastian-schrama-0a1112255,https://twitter.com/PhilipIsik; https://twitter.com/svenadlung; ; https://twitter.com/NickHirche; https://twitter.com/timoisik; https://twitter.com/JohnnySchlecker
RecipeUI,https://www.ycombinator.com/companies/recipeui,Summer 2023,"B2B; Engineering, Product and Design","The open source Postman alternative. Founded in 2023 by Samuel San, RecipeUI has 2 employees based in New York, NY, USA.",https://recipeui.com,2023,"New York, NY, USA",Samuel San,https://linkedin.com/in/samuelsan,
Fiber AI,https://www.ycombinator.com/companies/fiber-ai,Summer 2023,B2B,"The freshest data APIs for AI sales, recruiting, & growth products. Founded in 2023 by Adi Agashe and Neel Mehta, Fiber AI has 8 employees based in San Francisco, CA, USA.",https://www.fiber.ai/apis,2023,"San Francisco, CA, USA",Adi Agashe; Neel Mehta,https://linkedin.com/in/adityaagashe; https://linkedin.com/in/neel-a-mehta,https://twitter.com/AdiAgashe; 
Terracotta AI,https://www.ycombinator.com/companies/terracotta-ai,Summer 2023,B2B; Infrastructure,"AI-powered Infrastructure as Code PR reviews. Founded in 2023 by Carlos Feliciano and Casey Wilcox, Terracotta AI has 3 employees based in .",https://tryterracotta.com,2023,,Carlos Feliciano; Casey Wilcox,https://linkedin.com/in/carlosfelicianoii; https://linkedin.com/in/caseyatdash,https://twitter.com/gtlpanda; https://twitter.com/ioscasey
Certainly Health,https://www.ycombinator.com/companies/certainly-health,Summer 2023,Healthcare,"Marketplace to book doctors and avoid surprise bills. Founded in  by Kevin Chiu, Certainly Health has 2 employees based in .",https://certainlyhealth.com,,,Kevin Chiu; The Problem,https://linkedin.com/in/kevin-chiu-20ba902b; https://www.linkedin.com/in/kevin-chiu-20ba902b/,; 
Cedalio,https://www.ycombinator.com/companies/cedalio,Summer 2023,B2B,"Turn your utility bills into smart decisions with AI. Founded in 2022 by Nico Magni, Guido Marucci Blas, and Luciana Reznik, Cedalio has 6 employees based in San Francisco, CA, USA.",https://cedalio.com,2022,"San Francisco, CA, USA",Luciana Reznik; Nico Magni; Guido Marucci Blas,https://linkedin.com/in/lucianareznik; https://linkedin.com/in/nicomagni; https://linkedin.com/in/guidomb,https://twitter.com/LucianaReznik; https://twitter.com/nicomagni; https://twitter.com/guidomb
HappyRobot,https://www.ycombinator.com/companies/happyrobot,Summer 2023,B2B; Supply Chain and Logistics,"Intelligence that runs your operations. . Founded in 2022 by Luis Paarup, Pablo Palafox, and Javier Palafox, HappyRobot has 80 employees based in San Francisco, CA, USA. HappyRobot is hiring for 19 roles in marketing, engineering, recruiting & hr, product, sales, operations, and finance.",https://happyrobot.ai,2022,"San Francisco, CA, USA",Pablo Palafox; Luis Paarup; Javier Palafox,https://linkedin.com/in/pablorpalafox; https://linkedin.com/in/luispaarup; https://linkedin.com/in/javierpalafox,https://twitter.com/pablorpalafox; https://twitter.com/PaarupLuis; https://twitter.com/javypalafox
Pure,https://www.ycombinator.com/companies/pure,Summer 2023,Consumer,"Marketplace for Rare Coins & Precious Metals. Founded in 2022 by Trey Benedict and David Gordillo, Pure has 10 employees based in Los Angeles, CA, USA. Pure is hiring for 3 roles in finance, engineering, and sales.",https://www.collectpure.com,2022,"Los Angeles, CA, USA",Trey Benedict,https://linkedin.com/in/treybenedict,
Nanograb,https://www.ycombinator.com/companies/nanograb,Summer 2023,Healthcare; Drug Discovery and Delivery,"AI-generated binders for targeted drug delivery. Founded in 2023 by Christopher Lau, Debesh Mandal, and Shanil Panara, Nanograb has 5 employees based in San Francisco, CA, USA.",https://nanograb.com,2023,"San Francisco, CA, USA",Debesh Mandal; Christopher Lau; Shanil Panara; Cancer,https://linkedin.com/in/debeshmandal; https://linkedin.com/in/christopher-lau-542798151; https://linkedin.com/in/shanilpanara; https://linkedin.com/in/debeshmandal,; https://twitter.com/lauhoyeung; https://www.twitter.com/shanilpanara; 
Elythea,https://www.ycombinator.com/companies/elythea,Summer 2023,Healthcare,"ML to predict and prevent pregnancy complications . Founded in 2023 by Reetam Ganguli, Elythea has 2 employees based in San Jose, CA, USA.",https://elythea.org,2023,"San Jose, CA, USA",Reetam Ganguli,https://linkedin.com/in/reetamganguli,https://twitter.com/ReetamGanguli
Santé,https://www.ycombinator.com/companies/sante,Summer 2023,B2B; Retail,"All-in-one POS for liquor stores. Founded in 2023 by Darren Fike, Santé has 10 employees based in New York, NY, USA. Santé is hiring for 7 roles in engineering, marketing, sales, and support.",https://santehq.com,2023,"New York, NY, USA",Darren Fike; Overview,https://linkedin.com/in/darrenfike; https://www.linkedin.com/in/darrenfike/,https://twitter.com/darrenfike; 
Langdock,https://www.ycombinator.com/companies/langdock,Summer 2023,B2B; Productivity,"The all-in-one AI platform for companies. Founded in 2023 by Jonas Beisswenger, Tobias Kemkes, and Lennard Schmidt, Langdock has 22 employees based in Berlin, Germany.",https://langdock.com,2023,"Berlin, Germany",Lennard Schmidt; Jonas Beisswenger; Tobias Kemkes,https://linkedin.com/in/lennardschmidt; https://linkedin.com/in/jonasbeisswenger; https://linkedin.com/in/tobiaskemkes,https://twitter.com/lenschmi; https://twitter.com/jbeissw; https://twitter.com/tobiaskemkes
Inventive AI,https://www.ycombinator.com/companies/inventive-ai,Summer 2023,B2B; Sales,"AI Agents For RFP and Questionnaire Response Automation . Founded in 2023 by Dhiren Bhatia, Vishakh Hegde, and Gaurav Nemade, Inventive AI has 12 employees based in Mountain View, CA, USA. Inventive AI is hiring for 3 roles in sales and engineering.",https://www.inventive.ai,2023,"Mountain View, CA, USA",Dhiren Bhatia; Vishakh Hegde; Gaurav Nemade,https://linkedin.com/in/dhiren9; https://linkedin.com/in/vishakhhegde; https://linkedin.com/in/gauravnemade,; https://twitter.com/vishakhhegde; 
SyntheticFi,https://www.ycombinator.com/companies/syntheticfi,Summer 2023,Fintech; Asset Management,"Low cost securities-backed lending for financial advisors and HNWI. Founded in 2023 by Tony Yang, SyntheticFi has 15 employees based in . SyntheticFi is hiring for 2 roles in marketing and operations.",https://www.syntheticfi.com,2023,,Tony Yang; Previous Launches,https://linkedin.com/in/yucheng-tony-yang; https://www.linkedin.com/in/yucheng-tony-yang,; 
Sendblue,https://www.ycombinator.com/companies/sendblue,Summer 2023,B2B; Sales,"iMessage for Sales. Founded in 2023 by Rob Haber and Alex Luis, Sendblue has 50 employees based in New York, NY, USA. Sendblue is hiring for 4 roles in support, engineering, marketing, and sales.",https://www.sendblue.com,2023,"New York, NY, USA",Rob Haber; Alex Luis,https://linkedin.com/in/rob-haber; https://linkedin.com/in/alex-luis,; 
sudocode,https://www.ycombinator.com/companies/sudocode,Summer 2023,"B2B; Engineering, Product and Design","orchestrate your coding agents with sudocode. Founded in 2023 by Alex Ngai and Randy Song, sudocode has 2 employees based in Mountain View, CA, USA.",https://sudocode.ai,2023,"Mountain View, CA, USA",Randy Song; Alex Ngai,https://www.linkedin.com/in/randy-song/; https://linkedin.com/in/alexngai,https://twitter.com/ssh_randy; 
Sweep,https://www.ycombinator.com/companies/sweep,Summer 2023,"B2B; Engineering, Product and Design","The best AI coding assistant for JetBrains. Founded in 2023 by Kevin Lu and William Zeng, Sweep has 4 employees based in San Francisco, CA, USA. Sweep is hiring for 1 roles in engineering.",https://sweep.dev,2023,"San Francisco, CA, USA",William Zeng; Kevin Lu; The Problem,https://linkedin.com/in/william-zeng; https://linkedin.com/in/kevinlu1248; https://www.linkedin.com/in/william-zeng/,https://twitter.com/wwzeng1; https://twitter.com/kevinlu1248; https://x.com/kevinlu1248
Silimate,https://www.ycombinator.com/companies/silimate,Summer 2023,"B2B; Engineering, Product and Design","The copilot for chip designers. Founded in 2023 by Akash Levy and Ann Wu, Silimate has 8 employees based in Mountain View, CA, USA. Silimate is hiring for 4 roles in engineering.",https://www.silimate.com,2023,"Mountain View, CA, USA",Ann Wu; Akash Levy,https://linkedin.com/in/annwuhoo; https://www.linkedin.com/in/akashlevy/,; https://twitter.com/akashlevy
Andromeda Surgical,https://www.ycombinator.com/companies/andromeda-surgical,Summer 2023,Healthcare; Medical Devices,"Autonomous surgical robots. Founded in 2023 by Nick Damiano and Kartik Tiwari, Andromeda Surgical has 10 employees based in San Francisco, CA, USA. Andromeda Surgical is hiring for 5 roles in engineering and operations.",http://www.andromedasurgical.com,2023,"San Francisco, CA, USA",Nick Damiano,https://linkedin.com/in/nickdamiano,https://x.com/nickdamian0
Roundtable,https://www.ycombinator.com/companies/roundtable,Summer 2023,B2B; Security,"Proof of Human - invisible human verification. Founded in 2023 by Mayank Agrawal and Matt Hardy, Roundtable has 4 employees based in San Francisco, CA, USA. Roundtable is hiring for 1 roles in sales.",https://roundtable.ai,2023,"San Francisco, CA, USA",Mayank Agrawal; Matt Hardy,https://linkedin.com/in/mayank-agrawal-08849aa6; https://linkedin.com/in/mdahardy,https://twitter.com/mayankagrawal; https://twitter.com/mdahardy
DisputeNinja,https://www.ycombinator.com/companies/disputeninja,Summer 2023,B2B,"Automate your chargebacks with AI agents. Founded in 2023 by , DisputeNinja has 2 employees based in San Francisco, CA, USA.",https://www.disputeninja.ai,2023,"San Francisco, CA, USA",Max Wu; Bowen Xue,https://linkedin.com/in/maxcwu; https://linkedin.com/in/bowenxue,https://twitter.com/legitmaxwu; https://twitter.com/xboxue
