Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
GrazeMate,https://www.ycombinator.com/companies/grazemate,Winter 2026,Industrials; Agriculture,"Robot Cowboys that Herd Cattle with AI Drones. Founded in 2025 by Sam Rogers, GrazeMate has 4 employees based in .",https://grazemate.com,2025,,Sam Rogers,https://www.linkedin.com/in/samson-rogers/,
Origami Robotics,https://www.ycombinator.com/companies/origami-robotics,Winter 2026,Industrials,"Manipulate Anything Robot. Founded in 2026 by Quanting(Daniel) xie and Ryan Xie, Origami Robotics has 5 employees based in .",https://www.origami-robotics.com,2026,,Founder; Ryan Xie,https://www.linkedin.com/in/quanting-xie/; https://linkedin.com/in/quanliang-ryan-xie,https://x.com/DanielXieee; 
Librar Labs,https://www.ycombinator.com/companies/librar-labs,Winter 2026,B2B; Infrastructure,"AI that understands human culture. Founded in 2026 by Jonathan Görtz, Carl-Hugo Jacobsson, and Kaan Sirin, Librar Labs has 3 employees based in San Francisco, CA, USA.",https://www.librarlabs.com,2026,"San Francisco, CA, USA",Jonathan Görtz; Carl-Hugo Jacobsson; Kaan Sirin,https://www.linkedin.com/in/jonathangortz/; https://www.linkedin.com/in/chjacobsson; https://www.linkedin.com/in/kaan-sirin-b0a6321b6,https://x.com/jonathan_gortz; ; 
Rubric AI,https://www.ycombinator.com/companies/rubric-ai,Winter 2026,B2B,"Reasoning and verification infra for AI. Founded in 2025 by Spandana Govindgari and Pragya Saboo, Rubric AI has 2 employees based in .",https://therubric.ai,2025,,Pragya Saboo,https://www.linkedin.com/in/pragyasaboo/,
Zymbly,https://www.ycombinator.com/companies/zymbly,Winter 2026,B2B,"Automates admin for aircraft mechanics. Founded in  by Robbie Bourke, Azmat Habibullah, and Ben Jacob, Zymbly has 3 employees based in .",https://www.zymbly.com,,,Ben Jacob; Robbie Bourke; Azmat Habibullah,https://www.linkedin.com/in/ben-jacob-a49a3165/; https://www.linkedin.com/in/robbie-bourke-775494b/; https://linkedin.com/in/azmat-habibullah,; ; https://x.com/azmathabibullah
Ritivel,https://www.ycombinator.com/companies/ritivel,Winter 2026,Healthcare; Healthcare IT,"AI-native platform for Life-Sciences Documentation . Founded in 2025 by Nirmit Arora, Gunin Gupta, and Pavan Kalyan (a.k.a PK) Tankala, Ritivel has 3 employees based in San Francisco, CA, USA.",https://www.ritivel.com,2025,"San Francisco, CA, USA",Nirmit Arora; Gunin Gupta; Founder,https://www.linkedin.com/in/nirmitarora; https://www.linkedin.com/in/guningupta/; https://www.linkedin.com/in/tankalapavankalyan/,https://x.com/NirmitArora26; ; https://x.com/tpavankalyan23
Polymorph,https://www.ycombinator.com/companies/polymorph,Winter 2026,B2B,"Personalization infra that improves retention, LTV, and CAC. Founded in 2026 by David Nie, Manas Purohit, and Andrew Sy, Polymorph has 3 employees based in .",https://usepolymorph.com,2026,,David Nie; Manas Purohit; Andrew Sy,https://www.linkedin.com/in/david-nie-a8b43798/; https://www.linkedin.com/in/manas-purohit/; https://linkedin.com/in/andrew-sy,; ; 
Pollinate,https://www.ycombinator.com/companies/pollinate,Winter 2026,B2B; Supply Chain and Logistics,"AI Agents for the supply chain. Founded in 2024 by Corey Berther and Adeep Mitra, Pollinate has 2 employees based in .",https://www.pollinate.tech,2024,,Adeep Mitra; Corey Berther,https://www.linkedin.com/in/adeep-mitra-b71030277/; https://www.linkedin.com/in/corey-berther-1b0827147/,https://x.com/adeepmi; 
SpotPay,https://www.ycombinator.com/companies/spotpay,Winter 2026,Fintech; Consumer Finance,"Stablecoin Global Bank Account. Founded in 2025 by Thomas Cesare-Herriau and Zsika Phillip, SpotPay has 2 employees based in .",https://www.spotpay.ai,2025,,Zsika Phillip; Thomas Cesare-Herriau,https://www.linkedin.com/in/zsika/; https://www.linkedin.com/in/thomascesareherriau/,; 
MochaCare,https://www.ycombinator.com/companies/mochacare,Winter 2026,B2B; Operations,"Agentic Management Service for Care Organizations. Founded in 2026 by Pranav Uppiliappan and Nick Walker, MochaCare has 2 employees based in .",https://www.mochacare.com,2026,,Nick Walker; Pranav Uppiliappan,https://linkedin.com/in/nick-h-walker; https://linkedin.com/in/pranav-uppiliappan/,; 
Vela,https://www.ycombinator.com/companies/vela,Winter 2026,B2B,"AI Agents For Complex Scheduling Coordination. Founded in 2026 by Gobhanu Sasankar Korisepati and Saatvik Suryajit Korisepati, Vela has 4 employees based in .",https://tryvela.ai,2026,,Gobhanu Sasankar Korisepati; Saatvik Suryajit Korisepati,https://www.linkedin.com/in/gobhanu/; https://www.linkedin.com/in/saatvik-suryajit-korisepati,https://x.com/gobhanusk; 
Veriad,https://www.ycombinator.com/companies/veriad,Winter 2026,B2B,"Enterprise marketing agents. Founded in 2025 by Rohan Mahendraker and Anton Muratov, Veriad has 2 employees based in .",https://veriad.com,2025,,Rohan Mahendraker; Anton Muratov,https://www.linkedin.com/in/rohanmahen/; https://www.linkedin.com/in/antonmuratov/,https://x.com/mahendrakerr; 
Talking Computers,https://www.ycombinator.com/companies/talking-computers,Winter 2026,B2B,"AI for AI Infrastructure. Founded in 2025 by Parsa Bahraminejad and Zayaan Mulla, Talking Computers has 2 employees based in .",https://talkingcomputers.ai,2025,,Zayaan Mulla; Parsa Bahraminejad,https://www.linkedin.com/in/zayaan-mulla-95412b1b1/; https://www.linkedin.com/in/parsa-bahrami/,https://x.com/zayaanmulla; https://x.com/prsabahrami
Copperlane,https://www.ycombinator.com/companies/copperlane,Winter 2026,B2B; Finance and Accounting,"Agentic Mortgage Origination. Founded in 2025 by Brianna Lin and Athan Zhang, Copperlane has 2 employees based in . Copperlane is hiring for 1 roles in engineering.",https://www.copperlane.ai,2025,,Athan Zhang; Brianna Lin; Copperlane Launch Video,https://www.linkedin.com/in/athanzhang/; https://www.linkedin.com/in/brianna-lin/; https://www.linkedin.com/in/athanzhang/,https://x.com/athanzxyt; https://x.com/briannajlin; 
Grade,https://www.ycombinator.com/companies/grade,Winter 2026,Fintech,"API for performance-based payroll. Founded in 2025 by Lotanna Ezeike and James Heaney, Grade has 2 employees based in .",https://usegrade.com,2025,,Lotanna Ezeike; James Heaney,https://linkedin.com/in/lottsnomad; https://linkedin.com/in/jvheaney,https://x.com/lottsnomad; https://x.com/jvheaney
Sila,https://www.ycombinator.com/companies/sila,Winter 2026,B2B; Productivity,"Agentic Workplace Messaging . Founded in 2026 by Carl Huang and Mith Paresh Patel, Sila has 2 employees based in .",https://silahq.com,2026,,Mith Paresh Patel; Carl Huang,https://www.linkedin.com/in/mith-patel-; https://www.linkedin.com/in/carl-huang-/,https://x.com/mithparesh; https://x.com/imcarlhuang?s=21
Maven,https://www.ycombinator.com/companies/maven,Winter 2026,B2B; Infrastructure,"Payments Infrastructure for Voice Agents. Founded in 2025 by Wasi Ahmed and Brandon Boehme, Maven has 2 employees based in .",https://trymaven.com,2025,,Brandon Boehme; Wasi Ahmed,https://www.linkedin.com/in/brandon-boehme/; https://www.linkedin.com/in/wasi-ahmed05/,https://x.com/brandondboehme; 
Moda,https://www.ycombinator.com/companies/moda,Winter 2026,B2B; Infrastructure,"The monitoring layer your AI agents need. Founded in 2025 by Mohammed Al-Rasheed and Pranav Bedi, Moda has 2 employees based in .",https://modaflows.com,2025,,Pranav Bedi; Mohammed Al-Rasheed,https://www.linkedin.com/in/pranavbedi/; https://www.linkedin.com/in/moalrs/,https://x.com/pranavbedi; https://x.com/qtreplayz
The Token Company,https://www.ycombinator.com/companies/the-token-company,Winter 2026,B2B; Infrastructure,"Compression middleware that improves LLM outputs. Founded in 2025 by Otso Veisterä, The Token Company has 2 employees based in .",https://thetokencompany.com,2025,,Otso Veisterä,https://www.linkedin.com/in/otso-veistera/,https://x.com/OtsoVeistera
BeeSafe AI,https://www.ycombinator.com/companies/beesafe-ai,Winter 2026,B2B; Security,"Frontier AI Defenses for Social Engineering Attacks. Founded in 2025 by Ariana Mirian, Daniel Spokoyny, and Nikolai Vogler, BeeSafe AI has 3 employees based in .",https://beesafe.ai,2025,,Daniel Spokoyny; Ariana Mirian; Nikolai Vogler; Company Launches,https://www.linkedin.com/in/spokoyny/; https://www.linkedin.com/in/arianamirian/; https://www.linkedin.com/in/nikolai-vogler-3808a82b2; https://www.linkedin.com/in/arianamirian,https://x.com/daniel_spokoyny; ; ; 
Fed10,https://www.ycombinator.com/companies/fed10,Winter 2026,B2B; Legal,"AI agents that replace your policy consultants. Founded in 2025 by Armand Iorgulescu, Zayan Islam, and Winston Wei, Fed10 has 3 employees based in .",https://www.fed10.ai,2025,,Armand Iorgulescu; Zayan Islam; Winston Wei; Launch Video:,https://www.linkedin.com/in/armand-iorgulescu; https://www.linkedin.com/in/drowsy/; https://www.linkedin.com/in/winstonwei-wc; http://linkedin.com/in/armand-iorgulescu,https://x.com/armandiorg; ; ; 
Squid,https://www.ycombinator.com/companies/squid,Winter 2026,Industrials; Energy,"AI agents for power grid planning  🦑 . Founded in 2026 by Conor Jones and George Kolokotronis, Squid has 2 employees based in .",https://squid.energy,2026,,Conor Jones; George Kolokotronis; Company Launches,https://www.linkedin.com/in/conor-jones-aa6590141/; https://www.linkedin.com/in/george-kolokotronis/; https://www.linkedin.com/in/conorjones-energy,; ; 
Foreman,https://www.ycombinator.com/companies/foreman,Winter 2026,Real Estate and Construction,"Keeping contractors on the job site, not behind a desk. Founded in 2026 by Nolan Rossi, Foreman has 2 employees based in . Foreman is hiring for 1 roles in sales.",https://foreman.co,2026,,Nolan Rossi; 🕺The Team,https://www.linkedin.com/in/nolan-rossi; https://www.linkedin.com/in/nolan-rossi/,https://x.com/NolanRossi100; 
Booko,https://www.ycombinator.com/companies/booko,Winter 2026,B2B,"Dynamically pricing the whole economy. . Founded in 2025 by Will Hall and Arjun Saluja, Booko has 2 employees based in .",https://bookoapp.com,2025,,Will Hall; Arjun Saluja,https://www.linkedin.com/in/will-hall-a1160432b/; https://www.linkedin.com/in/arjun-saluja-a073b927a/,; 
General Legal,https://www.ycombinator.com/companies/general-legal,Winter 2026,B2B; Legal,"The AI native law firm for growth stage companies. Founded in 2025 by J.P. Mohler, Javed Qadruddin, and Ryan Walker, General Legal has 3 employees based in . General Legal is hiring for 1 roles in engineering.",https://general.legal,2025,,Ryan Walker; J.P. Mohler; Javed Qadruddin; Our Ask:,https://www.linkedin.com/in/ryanwalkerdata; https://www.linkedin.com/in/jp-mohler/; https://www.linkedin.com/in/javed-qadrud-din/; https://www.linkedin.com/in/ryanwalkerdata/,https://x.com/gen_legal_inc; ; ; 
Fort,https://www.ycombinator.com/companies/fort,Winter 2026,Consumer; Consumer Electronics,"Strength Tracking Wearable. Founded in 2025 by Miranda Nover, Paul Schneider, and Zac Valles, Fort has 3 employees based in .",https://fort.cx,2025,,Miranda Nover; Paul Schneider; Zac Valles,https://linkedin.com/in/mirandanover; https://www.linkedin.com/in/paulcschneider; https://www.linkedin.com/in/zacvalles/,https://x.com/mirandanover; https://x.com/paulschneider_; https://x.com/ZacValles
Glue,https://www.ycombinator.com/companies/glue,Winter 2026,"B2B; Engineering, Product and Design","The Interface Design Canvas for AI agents. Founded in 2026 by Perbhat Kumar and Tejas Priyadarshi, Glue has 2 employees based in San Francisco, CA, USA.",https://buildwithglue.com,2026,"San Francisco, CA, USA",Perbhat Kumar; Tejas Priyadarshi,https://www.linkedin.com/in/perbhat; https://www.linkedin.com/in/tejas-priyadarshi,https://www.x.com/perbhatk; 
o11,https://www.ycombinator.com/companies/o11,Winter 2026,B2B; Finance and Accounting,"The AI Agent Inside Every Enterprise App. Founded in 2025 by Ajay Misra and Aryah Oztanir, o11 has 2 employees based in .",https://o11.ai,2025,,Aryah Oztanir; Ajay Misra; The Problem:,https://www.linkedin.com/in/aryah-oztanir/; https://www.linkedin.com/in/ajay-misra/; https://www.linkedin.com/in/aryah-oztanir/,https://x.com/aryah_oztanir; https://x.com/ajaymisraaa; 
Doomersion,https://www.ycombinator.com/companies/doomersion,Winter 2026,Consumer,"Doomscroll to learn languages. Founded in 2025 by Mostafa Afr, Doomersion has 4 employees based in .",https://doomersion.com,2025,,Mostafa Afr,https://www.linkedin.com/in/mostafa-afr-3b4012252/,
Sequence Markets,https://www.ycombinator.com/companies/sequence-markets,Winter 2026,Fintech,"Low-latency execution across crypto, prediction, and tokenized assets. Founded in 2026 by Muhammad Awan and Peter Bai, Sequence Markets has 5 employees based in .",https://sequencemkts.com,2026,,Peter Bai; Muhammad Awan,https://www.linkedin.com/in/peter-bai/; https://www.linkedin.com/in/muhammad-awan0,; 
Ditto Biosciences,https://www.ycombinator.com/companies/ditto-biosciences,Winter 2026,Healthcare; Drug Discovery and Delivery,"Evolutionary intelligence for autoimmune disease. Founded in 2025 by Adair Borges, Dennis Sun, and Emily Weiss, Ditto Biosciences has 3 employees based in .",https://www.dittobio.com,2025,,Dennis Sun; Adair Borges; Emily Weiss; The Problem,https://www.linkedin.com/in/dennis-sun-57740532/; https://www.linkedin.com/in/emily-weiss-phd-939559124/; https://www.linkedin.com/in/emily-weiss-939559124; https://www.linkedin.com/in/adair-borges-phd-729857222/,https://x.com/mezarque; https://x.com/AdairLBorges; https://x.com/emilycpierce; 
Servo7,https://www.ycombinator.com/companies/servo7,Winter 2026,Industrials; Manufacturing and Robotics,"Robots that 10x manual industry work. Founded in 2025 by Pieter Becking and Jasper van Leuven, Servo7 has  employees based in .",https://servo7.com,2025,,Pieter Becking; Founder,https://www.linkedin.com/in/pieterbecking/; https://www.linkedin.com/in/jasper-van-leuven-14a3ba1b6/,; 
Arzule,https://www.ycombinator.com/companies/arzule,Winter 2026,B2B,"Gong for ecosystem driven growth. Founded in 2025 by Jeffrey Lin and Nikhil Reddy, Arzule has 2 employees based in .",https://www.arzule.com,2025,,Nikhil Reddy; Jeffrey Lin,https://www.linkedin.com/in/nikhil--reddy; https://www.linkedin.com/in/jeffrey-lin-7abaab255/,; https://x.com/Jeffjinlin
Polymath,https://www.ycombinator.com/companies/polymath,Winter 2026,B2B,"Simulated worlds to train & evaluate long-horizon AI agents. Founded in 2026 by Dylan Ma and Naren Yenuganti, Polymath has 2 employees based in .",https://polymathlabs.ai,2026,,Dylan Ma; Naren Yenuganti,https://www.linkedin.com/in/dylan-ma-45725b158/; https://www.linkedin.com/in/narenyenuganti/,; https://x.com/narenyenuganti
Bubble Lab,https://www.ycombinator.com/companies/bubble-lab,Winter 2026,B2B; Operations,"The ops super-employee in Slack. Founded in 2025 by Selina Li and Zach Zhong, Bubble Lab has 2 employees based in .",https://bubblelab.ai,2025,,Selina Li; Zach Zhong; THE PROBLEM ❌,https://www.linkedin.com/in/selina-li-2624a4198/; https://www.linkedin.com/in/zzy0516; https://www.linkedin.com/in/selina-li-2624a4198/,https://x.com/Selinaliyy; https://x.com/zhubzyz; 
Pocket,https://www.ycombinator.com/companies/pocket,Winter 2026,Consumer,"Take Notes in the Real World. Founded in 2024 by Gabriel Dymowski and Akshay Narisetti, Pocket has 6 employees based in . Pocket is hiring for 1 roles in engineering.",https://heypocket.com/now,2024,,Akshay Narisetti; Gabriel Dymowski,https://www.linkedin.com/in/akshaynarisetti; https://www.linkedin.com/in/gabrieldymowski/,https://x.com/AkshayNarisetti; https://x.com/gabrieldymowski
Byteport,https://www.ycombinator.com/companies/byteport,Winter 2026,B2B,"Global upload acceleration for 1GB-100TB files. Founded in 2025 by Jayram Palamadai, Byteport has 1 employees based in .",https://byteport.com,2025,,Jayram Palamadai,https://www.linkedin.com/in/jayram-palamadai/,
Constellation Space,https://www.ycombinator.com/companies/constellation-space,Winter 2026,B2B; Analytics,"AI operating system for mega-scale satellite networks. . Founded in 2025 by Laith Altarabishi, Raaid Kabir, Kamran Majid, and Omeed Tehrani, Constellation Space has 4 employees based in . Constellation Space is hiring for 4 roles in operations and engineering.",https://constellationspace.ai,2025,,Kamran Majid; Laith Altarabishi; Raaid Kabir; Omeed Tehrani,https://www.linkedin.com/in/kamran-majid/; https://www.linkedin.com/in/laithaustin/; https://www.linkedin.com/in/raaid-kabir/; https://www.linkedin.com/in/omeedtehrani,; ; https://x.com/raaidkabir; https://x.com/omeedtehrani
Mendral,https://www.ycombinator.com/companies/mendral,Winter 2026,B2B,"AI DevOps Engineer. Founded in 2025 by Sam Alba and Andrea Luzzardi, Mendral has 2 employees based in . Mendral is hiring for 1 roles in engineering.",https://mendral.com,2025,,Sam Alba; Andrea Luzzardi,https://www.linkedin.com/in/samalba/; https://www.linkedin.com/in/aluzzardi/,https://x.com/sam_alba; https://x.com/aluzzardi
AxionOrbital Space,https://www.ycombinator.com/companies/axionorbital-space,Winter 2026,Industrials; Aviation and Space,"Foundation models for 24/7 Earth Observation. Founded in 2025 by Atharva Peshkar and Dhenenjay Yadav, AxionOrbital Space has 2 employees based in .",https://axionorbital.space,2025,,Dhenenjay Yadav; Atharva Peshkar; Axion Launch Video,https://www.linkedin.com/in/dhenenjay-yadav/; https://www.linkedin.com/in/atharva-peshkar-43a104b7; https://www.linkedin.com/in/dhenenjay-yadav/,https://x.com/dhenenjay; https://x.com/atharva_peshkar; 
Oximy,https://www.ycombinator.com/companies/oximy,Winter 2026,B2B; Infrastructure,"See and control all AI activity across your enterprise. Founded in 2025 by Naman Ambavi, Oximy has 4 employees based in . Oximy is hiring for 4 roles in engineering, sales, and marketing.",https://oximy.com,2025,,Naman Ambavi,https://linkedin.com/in/namanambavi,https://x.com/namanambavi
Samora AI,https://www.ycombinator.com/companies/samora-ai,Winter 2026,B2B,"Multilingual voice agents that outperform humans. Founded in 2025 by Vineeth Kumar, Kartik Sawhney, and Shakul Raj Sonker, Samora AI has 8 employees based in . Samora AI is hiring for 2 roles in engineering and operations.",https://samora.ai,2025,,Kartik Sawhney; Vineeth Kumar; Shakul Raj Sonker,https://linkedin.com/in/kartiksawhney; https://www.linkedin.com/in/vineeth-kumar/; https://www.linkedin.com/in/shakul-sonker-672626121,https://twitter.com/kartiks22; ; 
Human Archive,https://www.ycombinator.com/companies/human-archive,Winter 2026,Industrials; Manufacturing and Robotics,"Multimodal data provider for robotics and world modeling. Founded in 2026 by Rushil Agarwal, Samay Maini, Raj Patel, and Shloke Patel, Human Archive has 4 employees based in . Human Archive is hiring for 8 roles in engineering, design, operations, and marketing.",https://www.humanarchive.ai,2026,,Raj Patel; Rushil Agarwal; Samay Maini; Shloke Patel,https://www.linkedin.com/in/raj-patel2004/; https://www.linkedin.com/in/rushilagarwal261205/; https://www.linkedin.com/in/samaymaini/; https://www.linkedin.com/in/shloke-patel/,https://x.com/babugi28; ; https://x.com/samay_maini15; https://x.com/shloke_patel
Forum,https://www.ycombinator.com/companies/forum,Winter 2026,Fintech,"The first regulated exchange to trade on attention. Founded in 2026 by Owen Botkin and Joseph Thomas, Forum has 2 employees based in .",https://www.forum.market,2026,,Owen Botkin; Joseph Thomas,https://www.linkedin.com/in/owen-botkin; https://www.linkedin.com/in/joseph-philip-thomas/,https://x.com/owenbotkin; https://x.com/josephpthomas
Ressl AI,https://www.ycombinator.com/companies/ressl-ai,Winter 2026,B2B,"AI Workers for Field Services. Founded in 2025 by Abhishek E and Arushi Gandhi, Ressl AI has 4 employees based in .",https://ressl.ai,2025,,Arushi Gandhi; Abhishek E; The Problem ❌,https://www.linkedin.com/in/arushi-gandhi/; https://www.linkedin.com/in/abhishek-e-b436231a4/; https://www.linkedin.com/in/arushi-gandhi/,https://x.com/arushi_ressl; ; 
Emdash,https://www.ycombinator.com/companies/emdash,Winter 2026,B2B; Productivity,"Open-source Agentic Development Environment. Founded in 2025 by Arne Strickmann and Raban von Spiegel, Emdash has 2 employees based in .",https://emdash.sh,2025,,Founder; Arne Strickmann; Founded:,https://linkedin.com/in/raban; https://www.linkedin.com/in/arnestrickmann; https://linkedin.com/in/emdashsh,https://x.com/rabanspiegel; https://x.com/arnestrickmann; https://x.com/emdashsh
InventoryQuant,https://www.ycombinator.com/companies/inventoryquant,Winter 2026,B2B,"We automate the inventory process in insurance. Founded in 2025 by Sander Schulhoff, InventoryQuant has 1 employees based in San Francisco, CA, USA.",https://www.inventoryquant.com,2025,"San Francisco, CA, USA",Sander Schulhoff,https://www.linkedin.com/in/sander-schulhoff/,https://x.com/SanderSchulhoff
Congruent,https://www.ycombinator.com/companies/congruent,Winter 2026,Industrials,"AI native radars for self-driving cars. Founded in 2025 by Clement Barthes and Evan Carnahan, Congruent has 3 employees based in .",https://congruent.io,2025,,Clement Barthes; Evan Carnahan,https://www.linkedin.com/in/clement-barthes-44470a10b/; https://www.linkedin.com/in/evan-carnahan/,; 
Reframe,https://www.ycombinator.com/companies/usereframe,Winter 2026,"B2B; Engineering, Product and Design","AI-native, hardware procurement marketplace. Founded in 2025 by Eric Wiener and Bryan Zin, Reframe has 2 employees based in .",http://usereframe.ai,2025,,Bryan Zin; Eric Wiener; Launch Video,https://www.linkedin.com/in/bryan-zin; https://www.linkedin.com/in/eric-wiener/; https://www.linkedin.com/in/eric-wiener/,https://x.com/bryanzin7; ; 
Valence,https://www.ycombinator.com/companies/valence,Winter 2026,Fintech; Consumer Finance,"Unified prediction markets trading platform. Founded in 2026 by Daniel Kasabov-Nouvion, Neo Wang, and Arthur Zhou, Valence has 3 employees based in .",https://valence.trade,2026,,Neo Wang; Daniel Kasabov-Nouvion; Arthur Zhou,https://www.linkedin.com/in/nwatx/; https://www.linkedin.com/in/daniel-kasabov-nouvion-a717931a8/; https://www.linkedin.com/in/arthurzhou,; ; 
Approxima,https://www.ycombinator.com/companies/approxima,Winter 2026,"B2B; Engineering, Product and Design","Your software should build itself. Founded in 2025 by Ethan Pronev and Ashish Selvaraj, Approxima has 2 employees based in San Francisco, CA, USA.",https://approxima.ai,2025,"San Francisco, CA, USA",Ethan Pronev; Ashish Selvaraj,https://www.linkedin.com/in/ethan-pronev/; https://www.linkedin.com/in/ashish-selvaraj/,https://x.com/ethanpronev; https://x.com/asheeeeeshh
Traverse,https://www.ycombinator.com/companies/traverse,Winter 2026,B2B,"Research lab for non-verifiable work. Founded in 2025 by Lance Yan and Zachary Yu, Traverse has 2 employees based in .",https://www.traverse.so,2025,,Lance Yan; Zachary Yu; The Problem,https://www.linkedin.com/in/lance-yan/; https://www.linkedin.com/in/zacharyyu/; https://www.linkedin.com/in/lance-yan/,https://x.com/lanceyyan; https://x.com/thezacharyyu; 
Revion,https://www.ycombinator.com/companies/revion,Winter 2026,B2B,"Intelligence for Automotive Operations. Founded in 2025 by Zaki GW and Hanbo Xie, Revion has 4 employees based in . Revion is hiring for 1 roles in engineering.",https://revion.inc,2025,,Zaki GW; Hanbo Xie,https://www.linkedin.com/in/zaki-gw-63838014b/; https://linkedin.com/in/hanbo-xie,https://x.com/ZakiGWLondon; 
Fenrock AI,https://www.ycombinator.com/companies/fenrock-ai,Winter 2026,Fintech; Banking and Exchange,"AI agents for banking back office. Founded in 2026 by Michael M and Charu Sharma, Fenrock AI has 2 employees based in .",https://fenrock.ai,2026,,Charu Sharma; Michael M; Company Launches,https://www.linkedin.com/in/charusharma1/; https://www.linkedin.com/in/fiveseventyeleven/; https://www.linkedin.com/in/charusharma1/,https://x.com/charu1603; ; 
