Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
VoxOps AI,https://www.ycombinator.com/companies/voxops-ai,Winter 2024,B2B,"Voice AI for Automotive. Founded in 2023 by John Hesler and Stefan Vukcevic, VoxOps AI has 6 employees based in London, UK. VoxOps AI is hiring for 2 roles in product and engineering.",https://www.voxopsai.com,2023,"London, UK",Stefan Vukcevic; Team 👷👷👷,https://linkedin.com/in/stefanvukcevic; https://linkedin.com/in/dmitryvim,; 
Granza Bio,https://www.ycombinator.com/companies/granza-bio,Winter 2024,Healthcare; Therapeutics,"Reprogramming Immunity for Target-Specific Medicines. Founded in 2024 by Ashwin Jainarayanan and Ashwin Nandakumar, Granza Bio has 7 employees based in San Francisco, CA, USA.",https://www.granzabio.com,2024,"San Francisco, CA, USA",Ashwin Nandakumar; Ashwin Jainarayanan; Team,https://linkedin.com/in/ashwin-nandakumar-menon; https://linkedin.com/in/jainarayananak; https://www.linkedin.com/in/jainarayananak/,https://twitter.com/Menon_Ashwin; ; 
Haplotype Labs,https://www.ycombinator.com/companies/haplotype-labs,Winter 2024,Healthcare; Diagnostics,"Personalized prevention using genetics and AI. Founded in 2024 by Mike Polcari, Haplotype Labs has 1 employees based in . Haplotype Labs is hiring for 1 roles in engineering.",https://www.haplotypelabs.com,2024,,Mike Polcari; Precision Preventative Care,https://linkedin.com/in/polcari; https://linkedin.com/in/polcari,; 
Healia,https://www.ycombinator.com/companies/healia,Winter 2024,Fintech; Insurance,"Modern health insurance for dual income families. Founded in 2022 by Priyang Shah, Healia has 15 employees based in Columbus, OH, USA. Healia is hiring for 3 roles in operations, engineering, and sales.",https://www.healiahealth.com,2022,"Columbus, OH, USA",Priyang Shah,https://linkedin.com/in/priyangshah,
TrueClaim,https://www.ycombinator.com/companies/trueclaim,Winter 2024,Healthcare,"Transparent, AI-powered healthcare TPA. Founded in 2023 by Bobby Bayer and Barbora Howell, TrueClaim has 10 employees based in San Francisco, CA, USA. TrueClaim is hiring for 4 roles in operations and engineering.",https://www.trytrueclaim.com,2023,"San Francisco, CA, USA",Barbora Howell; Bobby Bayer; Our Asks,https://linkedin.com/in/podzimkovab; https://linkedin.com/in/rwbayer; https://linkedin.com/in/podzimkovab,; ; 
CoCrafter,https://www.ycombinator.com/companies/cocrafter,Winter 2024,Real Estate and Construction; Construction,"B2B construction marketplace to match contractors and subcontractors. Founded in 2023 by Johannes Lutz, Philipp Rollwage, and Annabell V., CoCrafter has 9 employees based in Munich, Germany.",https://cocrafter.com,2023,"Munich, Germany",Johannes Lutz; Philipp Rollwage; Annabell V.,https://linkedin.com/in/johanneslutz; https://linkedin.com/in/philipp-rollwage; https://linkedin.com/in/annabell-vogelsang-86a73b227v,; ; 
Reform,https://www.ycombinator.com/companies/reform,Winter 2024,B2B; Supply Chain and Logistics,"Workflow automation. Built for logistics. Founded in 2023 by Omar Abuhashish and Pradhit Gosula, Reform has 10 employees based in San Francisco, CA, USA. Reform is hiring for 4 roles in recruiting & hr, engineering, and marketing.",https://www.reformhq.com,2023,"San Francisco, CA, USA",Omar Abuhashish; Pradhit Gosula; ❌ Problem,https://linkedin.com/in/omarabuhashish; https://linkedin.com/in/pradhit-gosula-27a955149; https://www.linkedin.com/in/saifabuhashish/,https://twitter.com/abuhasho; ; 
Piramidal,https://www.ycombinator.com/companies/piramidal,Winter 2024,Healthcare,"Foundation Model for the Brain. Founded in 2024 by Dimitris Fotis Sakellariou and Kris Pahuja, Piramidal has 10 employees based in New York, NY, USA. Piramidal is hiring for 2 roles in engineering.",https://piramidal.ai,2024,"New York, NY, USA",Dimitris Fotis Sakellariou; Kris Pahuja; Company Launches,https://linkedin.com/in/sacellarius; https://linkedin.com/in/kris-pahuja-a59a905b; https://www.linkedin.com/in/sacellarius/,https://twitter.com/dsacellarius; ; 
Junction Bioscience,https://www.ycombinator.com/companies/junction-bioscience,Winter 2024,Healthcare; Therapeutics,"AI Hypothesis Engine for Molecular Discovery. Founded in 2024 by Brian Petkov, Junction Bioscience has 1 employees based in .",https://www.junction.bio,2024,,Brian Petkov; Our Team,https://linkedin.com/in/brian-petkov; https://linkedin.com/in/brian-petkov-b2a63680,; 
OddsView,https://www.ycombinator.com/companies/oddsview,Winter 2024,Consumer,"The Bloomberg Terminal of Sports Betting. Founded in 2024 by Ajay Koritala, Akaash Patel, Anthony Ter-Saakov, Davis Tong, and Henri Zhang, OddsView has 5 employees based in New York, NY, USA.",https://oddsview.com,2024,"New York, NY, USA",Davis Tong; Ajay Koritala; Akaash Patel; Anthony Ter-Saakov; Henri Zhang; The Team: 👨🧔‍♂️👨👨👨,https://linkedin.com/in/davistong; https://linkedin.com/in/ajaykoritala; https://linkedin.com/in/akaashp; https://linkedin.com/in/anthony-ter; https://linkedin.com/in/zhanghenri; https://linkedin.com/in/zhanghenri,; ; ; ; ; https://twitter.com/odds_view
Silogy,https://www.ycombinator.com/companies/silogy,Winter 2024,"B2B; Engineering, Product and Design","An AI-powered test and debug platform for chip developers. Founded in 2023 by Paul Kim and Kay Li, Silogy has 3 employees based in New York, NY, USA.",https://silogy.io,2023,"New York, NY, USA",Kay Li; Paul Kim; —,https://linkedin.com/in/kay-li-84924128b; https://linkedin.com/in/paul-kim-7b766262; https://linkedin.com/in/paul-kim-7b766262,https://twitter.com/silikayli; ; 
Senso,https://www.ycombinator.com/companies/senso,Winter 2024,B2B,"Control what AI says about you. Founded in 2024 by Saroop Bharwani and Thomas Nelson, Senso has 8 employees based in Toronto, ON, Canada. Senso is hiring for 2 roles in sales.",http://www.senso.ai,2024,"Toronto, ON, Canada",Saroop Bharwani; Thomas Nelson,https://linkedin.com/in/saroopbharwani; https://ca.linkedin.com/in/thomas-nelson-35137b155,https://twitter.com/saroopbharwani; 
Eris Biotech,https://www.ycombinator.com/companies/eris-biotech,Winter 2024,Healthcare; Therapeutics,"Our drugs engage the immune system to fight tumors. Founded in 2023 by Rachel Garlick and Evita Weagel, Eris Biotech has 2 employees based in Lehi, UT, USA.",http://www.erisbio.com,2023,"Lehi, UT, USA",Rachel Garlick; Evita Weagel; Our Backstory,https://linkedin.com/in/rachel-brog-garlick; https://linkedin.com/in/evita-weagel-ph-d-62b19737; https://www.linkedin.com/in/evita-weagel/,; ; 
Powder,https://www.ycombinator.com/companies/powder,Winter 2024,Fintech; Asset Management,"AI Agents for precise document analysis. Founded in 2023 by Soo Yung Cho, David Goerz, Kanishk Parashar, and Dominic Tully, Powder has 6 employees based in . Powder is hiring for 1 roles in engineering.",https://www.powderfi.com,2023,,Kanishk Parashar; Soo Yung Cho; David Goerz; Dominic Tully; ------,https://linkedin.com/in/diamondk; https://linkedin.com/in/soo-yung-cho-53643811; https://linkedin.com/in/davidgoerz3; https://linkedin.com/in/dominic-tully-b9418292; https://www.linkedin.com/in/diamondk/,; ; https://x.com/StrategicCAPM; ; 
OpenFoundry,https://www.ycombinator.com/companies/openfoundry,Winter 2024,"B2B; Engineering, Product and Design","The fastest developer experience for building on open source AI. Founded in 2024 by Tyler Lehman, OpenFoundry has 2 employees based in San Francisco, CA, USA.",https://www.openfoundry.ai,2024,"San Francisco, CA, USA",Tyler Lehman; Company Launches,https://linkedin.com/in/tyler-lehman; https://www.linkedin.com/in/tyler-lehman/,; 
Polar,https://www.ycombinator.com/companies/polar,Winter 2024,Fintech; Consumer Finance,"The smarter way to manage USD earnings globally. Founded in 2024 by Grant Ackerman and Andrew Wang, Polar has 2 employees based in San Francisco, CA, USA.",https://www.polarfi.com,2024,"San Francisco, CA, USA",Grant Ackerman; Ask,https://linkedin.com/in/grant-a-391184a5; https://linkedin.com/in/grant-a-391184a5,; 
Penciled,https://www.ycombinator.com/companies/penciled,Winter 2024,Healthcare; Healthcare IT,"AI front office assistant for physical therapy. Founded in 2022 by Shawn Shivdat, Penciled has 2 employees based in San Francisco, CA, USA.",https://penciled.com,2022,"San Francisco, CA, USA",Shawn Shivdat; The Problem,https://linkedin.com/in/shawn-shivdat; https://linkedin.com/in/shawn-shivdat,; 
Magic Hour,https://www.ycombinator.com/companies/magic-hour,Winter 2024,Consumer; Content,"Platform for AI video generation. Founded in 2023 by David Hu and Runbo Li, Magic Hour has 2 employees based in San Francisco, CA, USA.",https://magichour.ai,2023,"San Francisco, CA, USA",Runbo Li; David Hu; The Problem,https://linkedin.com/in/runboli; https://linkedin.com/in/davidhu2000; https://www.linkedin.com/in/runboli/,https://twitter.com/runboli; https://twitter.com/notdavidhu; 
Ryse,https://www.ycombinator.com/companies/ryse,Winter 2024,B2B,"The secondary market for real estate leases. Founded in 2024 by Sean Mitchell and Harsh Yadav, Ryse has 13 employees based in New York, NY, USA.",https://www.rysemarket.com,2024,"New York, NY, USA",Sean Mitchell; Harsh Yadav; The Problem,https://linkedin.com/in/seanfmitchell; https://linkedin.com/in/harsh-yadav-a382b911; https://www.linkedin.com/in/yadav-harsh/,; ; 
Datacurve,https://www.ycombinator.com/companies/datacurve,Winter 2024,B2B,"Frontier coding data for training and evaluating LLMs. Founded in 2024 by Serena Ge and Charley Lee, Datacurve has 4 employees based in San Francisco, CA, USA.",https://datacurve.ai,2024,"San Francisco, CA, USA",Serena Ge; Charley Lee; The Solution,https://linkedin.com/in/serena-ge-4583731b4; https://linkedin.com/in/charley-lee; https://linkedin.com/in/serena-ge-4583731b4,https://twitter.com/serenaa_ge; https://x.com/charleyslee; 
Marblism,https://www.ycombinator.com/companies/marblism,Winter 2024,"B2B; Engineering, Product and Design","AI Employees who love overtime. Founded in 2024 by Ulric Musset, Marblism has 5 employees based in San Francisco, CA, USA.",https://marblism.com,2024,"San Francisco, CA, USA",Ulric Musset,https://linkedin.com/in/ulricmusset,https://twitter.com/ulricmusset
CommodityAI,https://www.ycombinator.com/companies/commodityai,Winter 2024,B2B; Operations,"AI that automates commodity operations. Founded in 2024 by Daniel Cervoni, Kyle Franz, and Philip Koenig, CommodityAI has 6 employees based in San Francisco, CA, USA. CommodityAI is hiring for 2 roles in engineering.",https://commodityai.io,2024,"San Francisco, CA, USA",Philip Koenig; Daniel Cervoni; Kyle Franz; The Problem,https://linkedin.com/in/philipkoenig; https://www.linkedin.com/in/dcervoni/; https://linkedin.com/in/kyle-manuel-franz-7a4351a8; https://linkedin.com/in/philipkoenig,; ; ; 
Veles,https://www.ycombinator.com/companies/veles,Winter 2024,B2B; Sales,"CPQ for humans and agents. Founded in 2023 by Patrick Koperwas and Simon Ooley, Veles has 5 employees based in Santa Barbara, CA, USA.",http://www.getveles.com,2023,"Santa Barbara, CA, USA",Simon Ooley; Patrick Koperwas; *************,https://linkedin.com/in/simonooley; https://linkedin.com/in/patkoperwas; https://www.linkedin.com/in/simonooley/,https://twitter.com/SimonOoley; ; 
Miden,https://www.ycombinator.com/companies/miden,Winter 2024,Fintech,"Card issuer processor and banking stack for businesses in Sub-…. Founded in 2023 by Okiemute Avworhokai and Ini Udoh, Miden has 19 employees based in 15a Ajanaku St, Opebi, Ikeja 101233, Lagos, Nigeria.",http://www.miden.co,2023,"15a Ajanaku St, Opebi, Ikeja 101233, Lagos, Nigeria",Okiemute Avworhokai; Ini Udoh; Our Ask:,https://linkedin.com/in/okiemute-d-avworhokai-5b52a7a6?lipi=urn%253Ali%253Apage%253Ad_flagship3_profile_view_base_contact_details%253BgNZt1BAJRYa%252FInOsfn4KRw%253D%253D; https://linkedin.com/in/iudoh; https://www.linkedin.com/in/okiemuteavworhokai/,; ; 
Fluently,https://www.ycombinator.com/companies/fluently,Winter 2024,Consumer,"Your personal English tutor. Founded in 2023 by Stanislav Beliaev and Yurii Rebryk, Fluently has 2 employees based in .",https://getfluently.app,2023,,Yurii Rebryk; Stanislav Beliaev,https://linkedin.com/in/yrebryk; https://linkedin.com/in/stasbel,https://twitter.com/yrebryk; https://twitter.com/stanbeliaev
Basepilot,https://www.ycombinator.com/companies/basepilot,Winter 2024,B2B; Productivity,"AI agents for insurance claims. Founded in 2024 by Ken Hendricks and Pascal Wieler, Basepilot has 2 employees based in San Francisco, CA, USA.",https://www.basepilot.com,2024,"San Francisco, CA, USA",Ken Hendricks; Pascal Wieler; Company Launches,https://linkedin.com/in/ken-hendricks-96181611a; https://linkedin.com/in/pascal-wieler; https://www.linkedin.com/in/pascal-wieler/,https://twitter.com/KenHendricks_; https://twitter.com/pascalwieler; https://twitter.com/basepilot
Aqua Voice,https://www.ycombinator.com/companies/aqua-voice,Winter 2024,Consumer,"Frontier Voice Input - write 4x faster than typing. Founded in 2023 by Finnian Brown and Jack McIntire, Aqua Voice has 5 employees based in San Francisco, CA, USA.",https://aquavoice.com,2023,"San Francisco, CA, USA",Finnian Brown; Jack McIntire,https://linkedin.com/in/finn-brown-3b0b56113; https://www.linkedin.com/in/jack-mcintire-789bb223b/,https://twitter.com/finnatsea; https://www.twitter.com/jtmcintire
xPay,https://www.ycombinator.com/companies/xpay,Winter 2024,Fintech; Payments,"International Billing Ops, Sales Tax and Payments for SaaS businesses. Founded in 2024 by Rakshit Bansal and Aniket Gupta, xPay has 3 employees based in .",https://www.xpaycheckout.com,2024,,Aniket Gupta; Rakshit Bansal,https://linkedin.com/in/theaniketg; https://linkedin.com/in/rakshitbansal,https://twitter.com/theaniketg; 
Deepnight,https://www.ycombinator.com/companies/deepnight,Winter 2024,Industrials; Defense,"Building The Next Generation of Night Vision Devices. Founded in 2024 by Lucas Young, Deepnight has 13 employees based in San Francisco, CA, USA. Deepnight is hiring for 2 roles in engineering.",https://www.deepnight.ai,2024,"San Francisco, CA, USA",Lucas Young; Thomas Li,https://www.linkedin.com/in/lucasdyoung/; https://linkedin.com/in/thomas-h-li,; 
Vista Power,https://www.ycombinator.com/companies/vista-power,Winter 2024,Industrials; Energy,"Batteries and solar for $0 upfront to help businesses save money. Founded in 2023 by Maxim Kraft, Vista Power has 3 employees based in San Francisco, CA, USA.",https://vistapower.com,2023,"San Francisco, CA, USA",Maxim Kraft; About Us,https://linkedin.com/in/maximkraft; https://linkedin.com/in/maximkraft,https://twitter.com/2001kraft; 
Adapted,https://www.ycombinator.com/companies/adapted,Winter 2024,Consumer,"AI physical therapy for athletes. Founded in 2024 by Albert Jo, Adapted has 2 employees based in San Francisco, CA, USA.",https://adapted.app,2024,"San Francisco, CA, USA",Albert Jo,https://linkedin.com/in/albertjo,https://twitter.com/hyxnjo
Ocular AI,https://www.ycombinator.com/companies/ocular-ai,Winter 2024,B2B,"AI-Native Data Engine for LLMs, Computer Vision, & Enterprise AI. Founded in 2024 by Michael Moyo and Louis Murerwa, Ocular AI has 6 employees based in San Francisco, CA, USA. Ocular AI is hiring for 6 roles in engineering and sales.",https://useocular.com,2024,"San Francisco, CA, USA",Michael Moyo; Louis Murerwa; ❌ Problem,https://linkedin.com/in/michaelmoyo; https://www.linkedin.com/in/louismurerwa/; https://www.linkedin.com/in/michaelmoyo/,https://twitter.com/SonofMushabati; ; 
Retell AI,https://www.ycombinator.com/companies/retell-ai,Winter 2024,B2B; Infrastructure,"Supercharge Your Contact Center Operations with AI Phone Agents. Founded in 2023 by Todd Li, Evie Wang, Bing Wu, Weijia Yu, and Zexia Zhang, Retell AI has 30 employees based in . Retell AI is hiring for 23 roles in marketing, design, engineering, sales, and product.",https://retellai.com,2023,,Bing Wu; Todd Li; Evie Wang; Weijia Yu; Zexia Zhang; Our Ask:,https://linkedin.com/in/binw; https://www.linkedin.com/in/toddli1/; https://linkedin.com/in/yanwang131415; https://linkedin.com/in/weijia-y-76b816194; https://linkedin.com/in/zexia-zhang-171480133; https://linkedin.com/in/zhengtaoli,; ; ; ; ; 
Rove,https://www.ycombinator.com/companies/rove,Winter 2024,"Consumer; Travel, Leisure and Tourism","Travel the world for free. Founded in 2023 by Arhan Chhabra and Max Morganroth, Rove has 4 employees based in New York, NY, USA. Rove is hiring for 5 roles in engineering, design, and operations.",https://rove.com,2023,"New York, NY, USA",Max Morganroth; Arhan Chhabra; Our Solution: Rove Miles,https://linkedin.com/in/maxmorganroth; https://linkedin.com/in/arhanchhabra; https://www.linkedin.com/in/maxmorganroth/,https://twitter.com/maxmorganroth; ; 
camelAI,https://www.ycombinator.com/companies/camelai,Winter 2024,"B2B; Engineering, Product and Design","AI software engineer that lives on its own computer. Founded in 2023 by Illiana Reed, Isabella Reed, and Miguel Salinas, camelAI has 3 employees based in San Francisco, CA, USA.",https://camelai.com,2023,"San Francisco, CA, USA",Illiana Reed; Isabella Reed; Miguel Salinas,https://linkedin.com/in/illiana-reed; https://linkedin.com/in/isabellareed; https://linkedin.com/in/miguel-salinas-b2781426,; https://twitter.com/isabella_patane; https://twitter.com/Vercantez
