Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
TectoAI,https://www.ycombinator.com/companies/tectoai,Summer 2025,B2B,"A Platform for AI Governance. Founded in 2025 by Niosha Afsharikia, PhD and Roksana Baleshzar, TectoAI has 2 employees based in San Francisco, CA, USA. TectoAI is hiring for 1 roles in engineering.",https://www.tecto.ai,2025,"San Francisco, CA, USA",Co-founder & CEO; Roksana Baleshzar; 🎬🍿,https://www.linkedin.com/in/afsharikia/; https://www.linkedin.com/in/roksana-baleshzar/; https://www.linkedin.com/in/afsharikia/,; ; 
Duranium,https://www.ycombinator.com/companies/duranium,Summer 2025,Industrials; Manufacturing and Robotics,"Reshoring critical metal production. Founded in 2025 by Berkley Noble and Brenden Prins-McKinney, Duranium has 4 employees based in Alameda, CA, USA.",https://www.duranium.co,2025,"Alameda, CA, USA",Brenden Prins-McKinney; Berkley Noble,https://www.linkedin.com/in/brenden-prins-mckinney-96959a69/; https://www.linkedin.com/in/berkleynoble/,; 
Modelence,https://www.ycombinator.com/companies/modelence,Summer 2025,B2B; Infrastructure,"The full-stack platform for agentic development. Founded in 2025 by Eduard Piliposyan and Aram Shatakhtsyan, Modelence has 3 employees based in San Francisco, CA, USA.",https://modelence.com,2025,"San Francisco, CA, USA",Aram Shatakhtsyan; Eduard Piliposyan,https://www.linkedin.com/in/artahian/; https://www.linkedin.com/in/eduard-piliposyan,https://x.com/artahian; https://x.com/ed_piliposyan
Magnetic,https://www.ycombinator.com/companies/magnetic,Summer 2025,B2B; Productivity,"AI Tax Preparer for CPA firms. Founded in 2024 by Patrick Fay and Thomas Shelley, Magnetic has 2 employees based in . Magnetic is hiring for 1 roles in engineering.",https://youtu.be/5--kYPgPLEM,2024,,Thomas Shelley; Patrick Fay,https://linkedin.com/in/thomasjshelley; https://linkedin.com/in/patrick-fay-5418a822,https://x.com/tsh3ll; 
Fleetline,https://www.ycombinator.com/companies/fleetline,Summer 2025,B2B; Supply Chain and Logistics,"Optimizing fleet planning with data driven algorithms. Founded in 2025 by Veer Juneja and Saurav Kumar, Fleetline has 7 employees based in New York, NY, USA. Fleetline is hiring for 2 roles in engineering.",https://fleetline.ai,2025,"New York, NY, USA",Saurav Kumar; Veer Juneja,https://linkedin.com/in/sauravml; https://www.linkedin.com/in/veer-juneja-67255417a/,https://twitter.com/sauravml; 
Clodo,https://www.ycombinator.com/companies/clodo,Summer 2025,B2B; Sales,"Planet-scale people search. GTM, Sales, Recruiting, Marketing, and Ops. Founded in 2025 by Rithvik Chuppala and Sid Rajaram, Clodo has 2 employees based in San Francisco, CA, USA.",https://clodo.ai,2025,"San Francisco, CA, USA",Sid Rajaram; Rithvik Chuppala,https://linkedin.com/in/sidharthrajaram; https://www.linkedin.com/in/rithvikchuppala/,https://x.com/sixtensor; https://x.com/vikchuppala
Juxta,https://www.ycombinator.com/companies/juxta,Summer 2025,B2B,"Building a GPS alternative 100x more powerful with no hardware needed. Founded in 2024 by John Ferrara, Juxta has  employees based in . Juxta is hiring for 1 roles in marketing.",https://juxta.com,2024,,John Ferrara,https://www.linkedin.com/in/ferrara-john/,https://x.com/byjohnf
KERNEL,https://www.ycombinator.com/companies/kernel,Summer 2025,B2B; Infrastructure,"Crazy fast, open source infra for AI agents to use the Internet. Founded in 2025 by Rafael Garcia and Catherine Jue, KERNEL has 6 employees based in San Francisco, CA, USA.",https://www.kernel.sh,2025,"San Francisco, CA, USA",Catherine Jue; Rafael Garcia,https://www.linkedin.com/in/juecd; https://www.linkedin.com/in/rafgarcia/,https://twitter.com/juecd__; https://twitter.com/rfgarcia
Reacher,https://www.ycombinator.com/companies/reacher,Summer 2025,B2B,"We automate creator marketing for the world's largest brands. Founded in 2024 by Bora Mutluoglu and Jerry Qian, Reacher has 15 employees based in San Francisco, CA, USA. Reacher is hiring for 5 roles in engineering, support, and sales.",https://reacherapp.com,2024,"San Francisco, CA, USA",Jerry Qian; Bora Mutluoglu,https://linkedin.com/in/j-qian; https://linkedin.com/in/bora-mutluoglu,https://x.com/JerryQian_; https://x.com/BoraMutluoglu
Notte,https://www.ycombinator.com/companies/notte,Summer 2025,B2B,"Reliable Web Agents for Enterprise. Founded in 2025 by Lucas Giordano and Andrea Pinto, Notte has 5 employees based in San Francisco, CA, USA.",https://www.notte.cc,2025,"San Francisco, CA, USA",Andrea Pinto; Lucas Giordano,https://www.linkedin.com/in/pinto-andrea; https://www.linkedin.com/in/giordano-lucas/,https://x.com/ogandreakiro; https://x.com/lucas_gdno
Pally,https://www.ycombinator.com/companies/pally,Summer 2025,B2B; Productivity,"Intelligent Unified Inbox + Personal CRM. Founded in 2024 by Haz Hubble and Wyatt Lansford, Pally has 3 employees based in San Francisco, CA, USA.",https://pally.com,2024,"San Francisco, CA, USA",Haz Hubble; Wyatt Lansford,https://linkedin.com/in/hazhubble; https://www.linkedin.com/in/wyattlansford,https://www.x.com/hazhubble; https://x.com/wylansford
Locata,https://www.ycombinator.com/companies/locata,Summer 2025,Healthcare; Healthcare IT,"AI Referral Automation for Primary Care Clinics. Founded in 2025 by Joshua Chang and Alejandro Salinas, Locata has 4 employees based in New York, NY, USA.",https://www.locatahealth.com,2025,"New York, NY, USA",Alejandro Salinas; Joshua Chang; ❌ The Problem,https://www.linkedin.com/in/asalinas21/; https://www.linkedin.com/in/joshua-r-chang/; https://www.linkedin.com/in/asalinas21/,; ; 
Pleom,https://www.ycombinator.com/companies/pleom,Summer 2025,B2B; Analytics,"Agentic Business Intelligence. Founded in 2025 by Royce Arockiasamy, Pleom has 0 employees based in .",https://pleom.com,2025,,Royce Arockiasamy,https://www.linkedin.com/in/roycea1/,https://x.com/roycearoc
Convexia,https://www.ycombinator.com/companies/convexia,Summer 2025,Healthcare; Drug Discovery and Delivery,"The world's first AI-maximalist pharma company. Founded in 2025 by Ayaan Parikh and Rahul Vijayan, Convexia has 4 employees based in . Convexia is hiring for 1 roles in engineering.",https://convexia.bio,2025,,Ayaan Parikh; Rahul Vijayan; 🎥 Launch Video,https://www.linkedin.com/in/ayaan-parikh; https://www.linkedin.com/in/rahulvijayan28/; https://www.linkedin.com/in/ayaan-parikh/,; ; 
SigmanticAI,https://www.ycombinator.com/companies/sigmanticai,Summer 2025,"B2B; Engineering, Product and Design","The Cursor for Chip Design - Delivering Silicon-Ready Chip Designs…. Founded in 2025 by Rohil Khare and Tamzid Razzaque, SigmanticAI has 2 employees based in Dublin, CA 94568, USA.",https://www.sigmanticai.com,2025,"Dublin, CA 94568, USA",Rohil Khare; Tamzid Razzaque,https://www.linkedin.com/in/rohil-khare/; https://www.linkedin.com/in/tamzid-razzaque/,; 
Opennote,https://www.ycombinator.com/companies/opennote,Summer 2025,Consumer,"The notebook that thinks with you. Founded in 2025 by Abhi Arya, Rishi Srihari, and Vedant Vyas, Opennote has 3 employees based in San Francisco, CA, USA.",https://opennote.com,2025,"San Francisco, CA, USA",Rishi Srihari; Abhi Arya; Vedant Vyas; Hey 👋,https://www.linkedin.com/in/rishi-srihari/; https://linkedin.com/in/abhiaarya; https://www.linkedin.com/in/vedant-vyas5/; https://www.linkedin.com/in/abhiaarya/,https://x.com/rishi_srihari; https://x.com/abh1a0; https://x.com/vedantvyas; 
Sira,https://www.ycombinator.com/companies/sira,Summer 2025,B2B; Human Resources,"AI Native Rippling for Deskless Workers. Founded in 2025 by Nathan Belaye and Antonio Chan, Sira has 0 employees based in .",https://sira.team,2025,,Nathan Belaye; Antonio Chan,https://www.linkedin.com/in/nathan-belaye-931005149/; https://www.linkedin.com/in/antonio-chan/,; 
F4 Industries,https://www.ycombinator.com/companies/f4-industries,Summer 2025,Industrials,"The GD&T Analysis Platform for Engineering Drawings. Founded in 2025 by Aidan Cantu and Paul Shin, F4 Industries has 5 employees based in San Francisco, CA, USA.",https://f4.dev,2025,"San Francisco, CA, USA",Paul Shin; Aidan Cantu,https://www.linkedin.com/in/paul-hyoungsang-shin/; https://www.linkedin.com/in/aidan-cantu/,https://x.com/ur_hyoung; https://x.com/_aidan_cantu_
Eden,https://www.ycombinator.com/companies/tryeden,Summer 2025,B2B; Sales,"Synthetic data + simulators for sales demos. Founded in 2025 by Jason He and Alex Talamonti, Eden has 2 employees based in New York, NY, USA.",https://edenhq.com,2025,"New York, NY, USA",Alex Talamonti; Jason He,https://www.linkedin.com/in/alexander-talamonti/; https://www.linkedin.com/in/jasonjche/,https://x.com/AlexTalamonti; https://x.com/jasonjche
Altur,https://www.ycombinator.com/companies/altur,Summer 2025,B2B,"Voice AI Agents for Debt Collection. Founded in 2023 by Pedro Fernández and Luis Olave, Altur has 4 employees based in Mexico City, CDMX, Mexico. Altur is hiring for 1 roles in engineering.",https://altur.io,2023,"Mexico City, CDMX, Mexico",Luis Olave; Pedro Fernández,https://linkedin.com/in/luis-olave; https://www.linkedin.com/in/pedrofdzl,; 
PARES AI,https://www.ycombinator.com/companies/pares-ai,Summer 2025,Real Estate and Construction,"Helping commercial real estate brokers find and close more deals. Founded in 2025 by Zihao Wang, PARES AI has 3 employees based in San Francisco, CA, USA.",https://www.pares.ai,2025,"San Francisco, CA, USA",Zihao Wang,https://www.linkedin.com/in/zihao-wang-mh/,
Nautilus,https://www.ycombinator.com/companies/nautilus,Summer 2025,B2B; Sales,"AI platform to grow and to optimize car washes. Founded in 2024 by Amayr Babar and Ali Sareini, Nautilus has 3 employees based in San Francisco, CA, USA. Nautilus is hiring for 1 roles in engineering.",https://nautilus.co,2024,"San Francisco, CA, USA",Amayr Babar; Ali Sareini,https://linkedin.com/in/amayrbabar; https://www.linkedin.com/in/alisareini/,; 
Humoniq,https://www.ycombinator.com/companies/humoniq,Summer 2025,B2B,"AI-Native BPO for travel & transport. Founded in 2025 by Todd Sullivan and Will Weber, Humoniq has 6 employees based in San Francisco, CA, USA.",https://humoniq.ai,2025,"San Francisco, CA, USA",Todd Sullivan; Will Weber; ❌ The Problem:,https://www.linkedin.com/in/todsul/; https://www.linkedin.com/in/w-weber/; https://www.linkedin.com/in/w-weber/,https://x.com/todsul; ; 
Palace,https://www.ycombinator.com/companies/palace,Summer 2025,B2B; Supply Chain and Logistics,"Palace lets commercial truck fleet optimize load plans in less time. Founded in 2025 by Leeds Rising and Derek Ye, Palace has 2 employees based in San Francisco, CA, USA.",https://www.palace.so,2025,"San Francisco, CA, USA",Leeds Rising; Derek Ye,https://www.linkedin.com/in/leedsrising; https://www.linkedin.com/in/derek-ye-853412159/,https://x.com/LeedsRising; 
Idler,https://www.ycombinator.com/companies/idler,Summer 2025,"B2B; Engineering, Product and Design","Reinforcement learning environments. . Founded in 2025 by Ivan Chub, Nalu Concepcion, and Tony Goss, Idler has 14 employees based in San Francisco, CA, USA. Idler is hiring for 4 roles in engineering and operations.",https://idler.ai,2025,"San Francisco, CA, USA",Ivan Chub; Nalu Concepcion; Tony Goss,https://www.linkedin.com/in/ivanchub/; https://linkedin.com/in/nalu-concepcion/; https://www.linkedin.com/in/tony-goss-a53732132,https://x.com/chubivan; https://x.com/naluconcepcion; https://x.com/cha0sg0d_
Floot,https://www.ycombinator.com/companies/floot,Summer 2025,"B2B; Engineering, Product and Design","The easiest way for non-coders to build apps with AI. Founded in 2025 by Edward Look and Yujian Yao, Floot has 2 employees based in . Floot is hiring for 1 roles in engineering.",https://floot.com,2025,,Yujian Yao; Edward Look; The Problem,https://www.linkedin.com/in/yjyao/; https://www.linkedin.com/in/edwlk/; https://www.linkedin.com/in/yjyao/,https://x.com/yyjhao; https://x.com/edlooky; 
Alara,https://www.ycombinator.com/companies/alara,Summer 2025,B2B,"Procurement Platform for Dental Offices. Founded in 2025 by Kamal Obbad, Elyas Obbad, and Dr. Sabrine Obbad, Alara has 0 employees based in .",http://alaradental.com,2025,,Dr. Sabrine Obbad; Elyas Obbad,https://www.linkedin.com/in/sabrineobbad; https://www.linkedin.com/in/elyas-obbad-071a01176/,; https://x.com/ObbadElyas
Socratix AI,https://www.ycombinator.com/companies/socratix-ai,Summer 2025,B2B; Operations,"AI coworkers for fraud and risk teams. Founded in 2025 by Riya Jagetia and Satya Vasanth Tumati, Socratix AI has 3 employees based in . Socratix AI is hiring for 3 roles in engineering and product.",https://getsocratix.ai,2025,,Riya Jagetia; Satya Vasanth Tumati; ❌ The Problem:,https://www.linkedin.com/in/riya-jagetia/; https://www.linkedin.com/in/satya-vasanth/; https://www.linkedin.com/in/riya-jagetia/,https://twitter.com/RiyaJagetia; https://x.com/SirWitWit; 
Omnara,https://www.ycombinator.com/companies/omnara,Summer 2025,"B2B; Engineering, Product and Design","Mobile & Web Interface for Claude Code & Codex. Founded in 2025 by Kartik Sarangmath and Ishaan Sehgal, Omnara has 3 employees based in San Francisco, CA, USA.",https://omnara.com,2025,"San Francisco, CA, USA",Ishaan Sehgal; Kartik Sarangmath,https://www.linkedin.com/in/ishaan-sehgal/; https://www.linkedin.com/in/kartiksarangmath/,https://x.com/IshSup; https://x.com/kartiksmath
Knowlify,https://www.ycombinator.com/companies/knowlify,Summer 2025,B2B,"The AI Explainer Video Maker. Founded in 2025 by Jonathan Maynard, Ritam Rana, Arjun Talati, and Ritvik Varada, Knowlify has 6 employees based in San Francisco, CA, USA.",https://www.knowlify.com,2025,"San Francisco, CA, USA",Ritam Rana; Jonathan Maynard; Arjun Talati; Ritvik Varada,https://www.linkedin.com/in/ritamrana; https://www.linkedin.com/in/jonathanmaynard-/; https://www.linkedin.com/in/arjun-talati; https://www.linkedin.com/in/ritvik-varada/,; ; https://x.com/arjuntalati; 
Iron Grid,https://www.ycombinator.com/companies/iron-grid,Summer 2025,Fintech; Insurance,"AI Insurance for hardware. Founded in 2025 by Fern Morrison and Gabriele Pozzato, Iron Grid has 2 employees based in . Iron Grid is hiring for 1 roles in product.",https://getirongrid.com,2025,,Fern Morrison; Gabriele Pozzato,https://www.linkedin.com/in/elizabeth-fern-morrison/; https://www.linkedin.com/in/gabriele-pozzato-ph-d-2167a2107/,; 
Finto,https://www.ycombinator.com/companies/finto-de,Summer 2025,B2B; Finance and Accounting,"AI accounting for enterprise finance teams. Founded in 2025 by Linus Boehm, Jonas Morgner, and Lorenz Neuner, Finto has 7 employees based in Munich, Germany. Finto is hiring for 2 roles in engineering and product.",https://www.gofinto.com,2025,"Munich, Germany",Jonas Morgner; Linus Boehm; Lorenz Neuner; Problem,https://www.linkedin.com/in/jonasmorgner/; https://www.linkedin.com/in/linus-boehm/; https://www.linkedin.com/in/lorenz-neuner/; https://www.linkedin.com/in/lorenz-neuner/,https://x.com/FintoAI; ; ; 
Relling,https://www.ycombinator.com/companies/relling,Summer 2025,B2B; Infrastructure,"video research lab. Founded in 2025 by Jai Relan and Anya Singh, Relling has  employees based in San Francisco, CA, USA.",https://relling.co,2025,"San Francisco, CA, USA",Jai Relan; Anya Singh,https://www.linkedin.com/in/jairelan/; https://www.linkedin.com/in/anya-singh/,https://twitter.com/JaiRelan; 
Char,https://www.ycombinator.com/companies/char,Summer 2025,B2B; Productivity,"Open source AI notepad for meetings. Founded in 2023 by John Jeong and Yujong Lee, Char has 4 employees based in .",https://char.com,2023,,John Jeong; Yujong Lee; Deokhaeng Lee,https://linkedin.com/in/johntopia; https://linkedin.com/in/yujong1ee; https://www.linkedin.com/in/dklee0127,https://x.com/computeless; https://x.com/yujonglee; https://x.com/duckduckhero
Manufact (formerly mcp-use),https://www.ycombinator.com/companies/manufact,Summer 2025,B2B; Infrastructure,"Open source SDK & cloud infrastructure for MCP Servers & ChatGPT Apps . Founded in 2025 by Luigi Pederzani and Pietro Zullo, Manufact (formerly mcp-use) has 3 employees based in . Manufact (formerly mcp-use) is hiring for 3 roles in engineering.",https://manufact.com,2025,,Pietro Zullo; Luigi Pederzani,https://linkedin.com/in/pietrozullo; https://www.linkedin.com/in/luigipederzani,https://x.com/pietrozullo; https://x.com/pederzh
Novaflow,https://www.ycombinator.com/companies/novaflow,Summer 2025,Healthcare,"The AI data analyst for biology labs. Founded in 2025 by Aman Agarwal and Amulya Balakrishnan, Novaflow has 2 employees based in San Francisco, CA, USA. Novaflow is hiring for 6 roles in engineering and science.",https://www.novaflowapp.com,2025,"San Francisco, CA, USA",Aman Agarwal; Amulya Balakrishnan,https://www.linkedin.com/in/aman-agarwal-ca; https://linkedin.com/in/amulya-balakrishnan,https://x.com/imamanforyou; 
Perseus Defense,https://www.ycombinator.com/companies/perseus-defense,Summer 2025,Industrials; Defense,"America's Golden Dome for Drones. Founded in 2025 by Jason Cornelius and Steve Messinger, Perseus Defense has 3 employees based in . Perseus Defense is hiring for 5 roles in engineering.",https://perseusdefense.com,2025,,Jason Cornelius; Steve Messinger; ❌ The Problem,https://www.linkedin.com/in/jason-k-cornelius/; https://www.linkedin.com/in/steve-messinger-a32680155/; https://www.linkedin.com/in/jason-k-cornelius/,; ; 
Phases,https://www.ycombinator.com/companies/phases,Summer 2025,Healthcare; Healthcare IT,"Automating clinical trials, starting with patient recruitment. Founded in 2025 by Jonathan van Wersch, James Wall, and Anton Zaliznyi, Phases has 3 employees based in San Francisco, CA, USA.",https://phases.ai,2025,"San Francisco, CA, USA",James Wall; Anton Zaliznyi; Co-founder & CTO,https://www.linkedin.com/in/j-m-wall/; https://www.linkedin.com/in/anton-zaliznyi/; https://www.linkedin.com/in/jonathan-vw/,; ; 
Solva,https://www.ycombinator.com/companies/solva,Summer 2025,Fintech; Insurance,"Automates insurance claims and stops incorrect payouts. Founded in 2025 by Sorena Amini, Herman Båverud Olsson, and Linus Malmén, Solva has 15 employees based in . Solva is hiring for 1 roles in engineering.",https://solvatechnology.com,2025,,Herman Båverud Olsson; Sorena Amini; Linus Malmén,https://www.linkedin.com/in/hermanbaverudolsson/; https://www.linkedin.com/in/sorenaamini; https://linkedin.com/in/linus-malmen,; ; 
Mimos,https://www.ycombinator.com/companies/mimos,Summer 2025,B2B,"Helping companies rank in AI search. Founded in 2025 by Michael Korovkin and Rohit Sirosh, Mimos has 2 employees based in .",https://www.trymimos.com,2025,,Rohit Sirosh; Michael Korovkin,https://www.linkedin.com/in/rohit-sirosh/; https://www.linkedin.com/in/michael-korovkin/,; 
VibeFlow,https://www.ycombinator.com/companies/vibeflow,Summer 2025,B2B,"Lovable, n8n and a database all in one platform . Founded in 2025 by Alessia Paccagnella and Elia Saquand, VibeFlow has 0 employees based in . VibeFlow is hiring for 1 roles in engineering.",https://vibeflow.ai,2025,,Alessia Paccagnella; Elia Saquand,https://www.linkedin.com/in/alepacca; https://www.linkedin.com/in/elia-saquand-bb977b18a/,https://x.com/alessiapacca; 
Comena,https://www.ycombinator.com/companies/comena,Summer 2025,B2B; Supply Chain and Logistics,"AI agents for distributors and manufacturers to automate order entry. Founded in 2025 by Almo Sutedjo and Jiehua Wu, Comena has 2 employees based in . Comena is hiring for 5 roles in sales and engineering.",https://comena.ai,2025,,Jiehua Wu; Almo Sutedjo,https://www.linkedin.com/in/jiehua-wu/; https://www.linkedin.com/in/almo-sutedjo/,; 
GhostEye,https://www.ycombinator.com/companies/ghosteye,Summer 2025,B2B; Security,"Vulnerability Management for the Human Layer . Founded in 2025 by Mohammad Eshan and Charles Antoine Malenfant, GhostEye has 3 employees based in New York, NY, USA. GhostEye is hiring for 1 roles in sales.",https://ghosteye.ai,2025,"New York, NY, USA",Mohammad Eshan; Charles Antoine Malenfant,https://www.linkedin.com/in/moheshan/; https://www.linkedin.com/in/charles-antoine-malenfant-618776b9/,https://x.com/eshannnnnnnn; 
Channel3,https://www.ycombinator.com/companies/channel3,Summer 2025,B2B; Retail,"Database of every product on the internet. Founded in 2025 by George Lawrence and Alexander Schiff, Channel3 has 5 employees based in New York, NY, USA.",https://trychannel3.com,2025,"New York, NY, USA",Alexander Schiff; George Lawrence; What?,https://linkedin.com/in/alexanderschiff; https://linkedin.com/in/george-lawrence-aab0011a6; https://www.linkedin.com/in/george-lawrence-aab0011a6/,https://x.com/schiffyalex; ; 
Epicenter,https://www.ycombinator.com/companies/epicenter,Summer 2025,Consumer,"ChatGPT's memory feature in an open, portable format. Founded in 2025 by Braden Wong, Epicenter has 1 employees based in San Francisco, CA, USA.",https://epicenter.md,2025,"San Francisco, CA, USA",Braden Wong,https://www.linkedin.com/in/braden-wong/,
Costream,https://www.ycombinator.com/companies/costream,Summer 2025,Consumer,"Indexing human dialogue through digital products. Founded in 2025 by Ayush Mahna and Aditya Mahna, Costream has 2 employees based in San Francisco, CA, USA.",https://www.costream.ai,2025,"San Francisco, CA, USA",Aditya Mahna; Ayush Mahna,https://www.linkedin.com/in/aditya-mahna-b57256325/; https://www.linkedin.com/in/ayush-mahna-34r,; 
