Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Wavedash,https://www.ycombinator.com/companies/wavedash,Spring 2025,Consumer; Gaming,"Play the latest games in your browser with no downloads. Founded in 2024 by Kyler Blue, Raymond (George) Kennedy, and Matthew Portner, Wavedash has 3 employees based in San Francisco, CA, USA.",https://wavedash.com,2024,"San Francisco, CA, USA",Kyler Blue; Raymond (George) Kennedy; Matthew Portner,https://linkedin.com/in/kylerblue; https://www.linkedin.com/in/franzwarning/; https://www.linkedin.com/in/in-in-in/,https://x.com/kylerblue; https://x.com/franzwarning; https://x.com/portner
Code Four,https://www.ycombinator.com/companies/code-four,Spring 2025,Government,"Modernizing the police workflow. Founded in 2025 by George Cheng and Dylan Nguyen, Code Four has 3 employees based in San Francisco, CA, USA. Code Four is hiring for 2 roles in sales and engineering.",https://codefour.us,2025,"San Francisco, CA, USA",George Cheng; Dylan Nguyen,https://www.linkedin.com/in/cheng-george/; https://www.linkedin.com/in/dylan-nguyenn,https://www.x.com/gcheng713; https://x.com/dynguyen0
Lumari,https://www.ycombinator.com/companies/lumari,Spring 2025,B2B; Supply Chain and Logistics,"AI Digital Workers for Supply Chain . Founded in 2025 by Sam Lamba and Eshani Mehta, Lumari has 5 employees based in San Francisco, CA, USA. Lumari is hiring for 3 roles in engineering and operations.",https://www.lumari.io,2025,"San Francisco, CA, USA",Eshani Mehta; Sam Lamba; The Problem ❌,https://www.linkedin.com/in/eshanimehta/; https://www.linkedin.com/in/samarthlamba; https://www.linkedin.com/in/samarthlamba/,; ; 
mlop,https://www.ycombinator.com/companies/mlop,Spring 2025,B2B,"Experiment tracking for training ML models. Founded in 2025 by Stephen Sun, mlop has 2 employees based in San Francisco, CA, USA.",https://mlop.ai,2025,"San Francisco, CA, USA",Stephen Sun,https://www.linkedin.com/in/jqssun,
Nimbic AI,https://www.ycombinator.com/companies/nimbic-ai,Spring 2025,"B2B; Engineering, Product and Design","Automatically write and update internal docs with every code commit. Founded in 2025 by Ishan Khare, Akshath M, and Ishan Mehta, Nimbic AI has 3 employees based in .",https://nimbic-ai.com,2025,,Ishan Khare; Ishan Mehta,https://www.linkedin.com/in/iskhare; https://www.linkedin.com/in/ishanmehta2,; 
Moby Analytics,https://www.ycombinator.com/companies/moby-analytics,Spring 2025,B2B; Finance and Accounting,"AI financial auditors. Founded in  by Dimitri Kassubeck and Thomas Rapilly, Moby Analytics has 4 employees based in Paris, France.",https://www.mobyanalytics.com,,"Paris, France",Dimitri Kassubeck; Thomas Rapilly; Hey YC!; Batch:,https://www.linkedin.com/in/dimitri-kassubeck-69764647/; https://www.linkedin.com/in/thomas-rapilly-00481167/; https://www.linkedin.com/in/dimitri-kassubeck-69764647/; https://www.linkedin.com/in/dimitri-kassubeck-69764647/,; ; ; 
Rimba,https://www.ycombinator.com/companies/rimba,Spring 2025,Industrials; Climate,"Streamlining Data Capture to Report Creation for Heavy Industries. Founded in 2024 by Timothy Daniel, Rimba has 4 employees based in San Francisco, CA, USA.",https://rimba.ai,2024,"San Francisco, CA, USA",Timothy Daniel,https://www.linkedin.com/in/timothydaniel09,https://x.com/tdanielh?s=11
Adentris,https://www.ycombinator.com/companies/adentris,Spring 2025,Healthcare; Healthcare IT,"Real-time AI Compliance for Medical Documentation. Founded in 2025 by Dmitry Karpov, Alex Odin, and Sergey Yudovskiy, Adentris has 4 employees based in San Francisco, CA, USA.",https://www.adentris.com,2025,"San Francisco, CA, USA",Dmitry Karpov; Alex Odin; Sergey Yudovskiy; Problem:,https://linkedin.com/in/dmitrykarpov; https://www.linkedin.com/in/odinalex/; https://linkedin.com/in/yudovskiy; https://www.linkedin.com/in/dmitrykarpov/,; ; https://twitter.com/SergeyYudovskiy; 
Probo,https://www.ycombinator.com/companies/probo,Spring 2025,B2B; Security,"We help you get compliant while you focus on your business. Founded in 2024 by Antoine Bouchardy and Bryan Frimin, Probo has 6 employees based in San Francisco, CA, USA.",https://www.getprobo.com,2024,"San Francisco, CA, USA",Antoine Bouchardy; Bryan Frimin,https://www.linkedin.com/in/antoinebouchardy/; https://www.linkedin.com/in/gearnode,; https://www.twitter.com/gearnode
MindFort,https://www.ycombinator.com/companies/mindfort,Spring 2025,B2B; Security,"Autonomous Security Agents. Founded in 2025 by Akul Gupta and Brandon Veiseh, MindFort has 5 employees based in . MindFort is hiring for 4 roles in engineering, marketing, and sales.",https://www.mindfort.ai,2025,,Brandon Veiseh; Akul Gupta,https://www.linkedin.com/in/brandon-veiseh-77762113a/; https://www.linkedin.com/in/akulguptax/,https://twitter.com/bveiseh; 
Mesmer,https://www.ycombinator.com/companies/mesmer,Spring 2025,"B2B; Engineering, Product and Design","Cursor for CTOs. Founded in 2025 by João de Paula, Sergio Oliveira Bergmann, and Lucas Silva, Mesmer has 3 employees based in San Francisco, CA, USA.",https://mesmer.co,2025,"San Francisco, CA, USA",Founder; Sergio Oliveira Bergmann; Lucas Silva; Enter Mesmer,https://linkedin.com/in/joaopdepaula/; https://www.linkedin.com/in/sergio-bergmann/; https://www.linkedin.com/in/lucasbrunosilva; https://www.linkedin.com/in/joaopdepaula/,https://twitter.com/joaopdepaula; https://x.com/SergioOBergmann; ; 
Naive,https://www.ycombinator.com/companies/naive,Spring 2025,B2B,"Hire AI employees that actually run your company. Founded in 2025 by Sean Dorje and Dennis Zax, Naive has 10 employees based in San Francisco, CA, USA. Naive is hiring for 5 roles in sales, marketing, engineering, and operations.",https://usenaive.ai,2025,"San Francisco, CA, USA",Sean Dorje; Dennis Zax,https://linkedin.com/in/seandorje; https://linkedin.com/in/dennis-zax-704165201,; 
Janus,https://www.ycombinator.com/companies/janus,Spring 2025,B2B; Infrastructure,"Evaluate AI Agents with Simulation Environments. Founded in 2025 by Shivum Pandove, Janus has 2 employees based in San Francisco, CA, USA.",https://www.withjanus.com,2025,"San Francisco, CA, USA",Shivum Pandove,https://www.linkedin.com/in/shivump1/,https://x.com/shivump101
Hemut,https://www.ycombinator.com/companies/hemut,Spring 2025,B2B; Supply Chain and Logistics,"AI-powered operating system for trucking companies. Founded in 2024 by Loki Cheema, Hemut has 3 employees based in San Francisco, CA, USA. Hemut is hiring for 1 roles in engineering.",https://www.hemut.com,2024,"San Francisco, CA, USA",Loki Cheema,https://www.linkedin.com/in/loki-cheema/,
Orchid,https://www.ycombinator.com/companies/orchid-ai,Spring 2025,B2B; Productivity,"Proactive agent for work. Founded in 2025 by Nizar Abi Zaher and Adam Wazzan, Orchid has 3 employees based in San Francisco, CA, USA.",https://orchid.ai,2025,"San Francisco, CA, USA",Nizar Abi Zaher; Adam Wazzan,https://www.linkedin.com/in/nizar-abi-zaher-801462272; https://www.linkedin.com/in/ajxb/,https://x.com/NizzyABI; https://x.com/cmdhaus
ValueMate,https://www.ycombinator.com/companies/valuemate,Spring 2025,B2B,"Valuemate automates real estate appraisals with AI . Founded in 2025 by Pietro Demicheli and Anir Prativadi, ValueMate has 2 employees based in .",https://valuemate.ai,2025,,Anir Prativadi; Pietro Demicheli,https://www.linkedin.com/in/anir-prativadi-4aa4881ba/; https://www.linkedin.com/in/pietro-demicheli/,; 
Bramante Biologics,https://www.ycombinator.com/companies/bramante-biologics,Spring 2025,Healthcare,"American drug manufacturing. Founded in 2024 by Scott Stankey, Bramante Biologics has 2 employees based in Cambridge, MA, USA.",https://www.bramantebio.com,2024,"Cambridge, MA, USA",Scott Stankey,https://www.linkedin.com/in/scottstankey/,
Saffron Health,https://www.ycombinator.com/companies/saffron-health,Spring 2025,Healthcare; Healthcare Services,"AI-powered care coordination for primary care. Founded in 2025 by Tanishq Kancharla and Michael Kronovet, Saffron Health has 2 employees based in .",https://www.saffron.health,2025,,Tanishq Kancharla; Michael Kronovet,https://www.linkedin.com/in/tanishq-k/; https://www.linkedin.com/in/michael-kronovet/,https://x.com/moonriseTK; 
Scalar Field,https://www.ycombinator.com/companies/scalar-field,Spring 2025,Fintech,"Reinventing the trading terminal — one intelligent agent at a time. Founded in 2025 by Amandeep Singh and Ramakant Yadav, Scalar Field has 3 employees based in .",https://www.scalarfield.io,2025,,Amandeep Singh; Ramakant Yadav; The Problem We're Solving,https://www.linkedin.com/in/amandeep-singh0/; https://www.linkedin.com/in/ramakant-yadav1/; https://www.linkedin.com/in/amandeep-singh0/,; ; 
Eloquent AI,https://www.ycombinator.com/companies/eloquent-ai,Spring 2025,B2B,"The AI Operator for Financial Services. Founded in 2025 by Tugce Bulut and Aldo Lipani, Eloquent AI has 5 employees based in San Francisco, CA, USA. Eloquent AI is hiring for 9 roles in engineering, operations, and design.",https://www.eloquentai.co,2025,"San Francisco, CA, USA",Tugce Bulut; Aldo Lipani; Introducing Eloquent AI,https://www.linkedin.com/in/tugcebulut/; https://www.linkedin.com/in/aldo-lipani; https://www.linkedin.com/in/tugcebulut/,https://x.com/TugceBulut; https://x.com/aldolipani; 
MorphoAI,https://www.ycombinator.com/companies/morphoai,Spring 2025,Industrials; Manufacturing and Robotics,"Software tool for designing robots and machines . Founded in 2024 by Ayna Arora and Andrew Spielberg, MorphoAI has 7 employees based in New York, NY, USA. MorphoAI is hiring for 1 roles in engineering.",https://morpho.ai,2024,"New York, NY, USA",Ayna Arora; Andrew Spielberg,https://www.linkedin.com/in/aynaarora/; https://www.linkedin.com/in/andrew-spielberg-82073926a/,; 
Vassar Robotics,https://www.ycombinator.com/companies/vassar-robotics,Spring 2025,Consumer; Consumer Electronics,"Open-source semi-humanoid dev kit → home data → autonomy → 20h/wk. Founded in 2025 by Charles Yong, Vassar Robotics has 3 employees based in San Francisco, CA, USA.",https://www.vassarrobotics.com,2025,"San Francisco, CA, USA",Charles Yong,https://linkedin.com/in/charles-zhengqi-yong,
Boost Robotics,https://www.ycombinator.com/companies/boost-robotics,Spring 2025,Industrials; Manufacturing and Robotics,"Robots for the inspection and maintenance of data centers. Founded in 2025 by Hans Kumar and Hardik Singh, Boost Robotics has 2 employees based in Boston, MA, USA.",https://www.boostrobotics.ai,2025,"Boston, MA, USA",Hardik Singh; Hans Kumar; Hello!,https://www.linkedin.com/in/hardiksingh; https://www.linkedin.com/in/kumarhans/; https://www.linkedin.com/in/kumarhans,; ; 
Sygaldry Technologies,https://www.ycombinator.com/companies/sygaldry-technologies,Spring 2025,Industrials,"quantum-accelerated AI servers. Founded in 2024 by Idalia Friedson and Chad Rigetti, Sygaldry Technologies has  employees based in .",https://www.sygaldry.com,2024,,Chad Rigetti; Idalia Friedson,https://www.linkedin.com/in/chad-rigetti-9891562; https://www.linkedin.com/in/idaliafriedson/,https://twitter.com/ChadRigetti; 
Klavis AI,https://www.ycombinator.com/companies/klavis-ai,Spring 2025,B2B,"Open source MCP integration platform for reliably tool use at scale. Founded in 2025 by Zihao Lin and Xiangkai Zeng, Klavis AI has 3 employees based in .",https://www.klavis.ai,2025,,Xiangkai Zeng; Zihao Lin; The Problem,https://www.linkedin.com/in/xiangkai-zeng/; https://www.linkedin.com/in/zihao-lin-14137716b/; https://www.linkedin.com/in/xiangkai-zeng/,; https://x.com/ZihaoLin685013; 
Third Chair,https://www.ycombinator.com/companies/third-chair,Spring 2025,B2B; Legal,"Automating complex legal workflows with human lawyers in the loop. Founded in 2024 by Shourya Lala and Yoav Zimmerman, Third Chair has 8 employees based in San Francisco, CA, USA. Third Chair is hiring for 2 roles in engineering and legal.",https://usethirdchair.com,2024,"San Francisco, CA, USA",Yoav Zimmerman; Shourya Lala; 🛑 Problem,https://www.linkedin.com/in/yoav-zimmerman-05653252/; https://www.linkedin.com/in/shouryalala/; https://www.linkedin.com/in/yoav-zimmerman-05653252/,https://twitter.com/yoavz_; https://twitter.com/atShourya; 
PowerMatrix,https://www.ycombinator.com/companies/powermatrix,Spring 2025,Industrials; Energy,"Efficient and compact power supply for AI hardware. Founded in 2024 by Borong Hu, PowerMatrix has 2 employees based in Cambridge, UK.",,2024,"Cambridge, UK",Borong Hu,https://www.linkedin.com/in/boronghu/,
Cartpole,https://www.ycombinator.com/companies/cartpole,Spring 2025,B2B,"Building reinforcement learning environments. Founded in 2025 by Mateo Perez, Cartpole has 1 employees based in San Francisco, CA, USA.",https://cartpole.com,2025,"San Francisco, CA, USA",Mateo Perez,https://www.linkedin.com/in/mateo-perez/,https://x.com/m_perez_
Besimple AI,https://www.ycombinator.com/companies/besimple-ai,Spring 2025,B2B,"Voice data for AI. Founded in 2025 by Bill Wang and Yi Zhong, Besimple AI has 5 employees based in Redwood City, CA, USA. Besimple AI is hiring for 3 roles in engineering and operations.",https://besimple.ai,2025,"Redwood City, CA, USA",Yi Zhong; Bill Wang; 💎 TLDR,https://www.linkedin.com/in/yzhong94/; https://www.linkedin.com/in/8illwang/; https://www.linkedin.com/in/yzhong94/,; ; 
Alkali,https://www.ycombinator.com/companies/alkali,Spring 2025,"B2B; Engineering, Product and Design","Your Copilot for Building Chemical Projects. Founded in 2025 by Emmett Goodman and Victor Miller, Alkali has 2 employees based in San Francisco, CA, USA.",https://alkali.engineering,2025,"San Francisco, CA, USA",Emmett Goodman; Victor Miller; Demo!,https://www.linkedin.com/in/emmett-goodman/; https://www.linkedin.com/in/victor-v-a514248b; https://www.linkedin.com/in/emmett-goodman/,https://x.com/EmmettDMGoodman; ; 
Human Behavior,https://www.ycombinator.com/companies/human-behavior,Spring 2025,"B2B; Engineering, Product and Design","Understand your users beyond the numbers. Founded in 2025 by Amogh Chaturvedi, Skyler Ji, and Chirag Kawediya, Human Behavior has 3 employees based in San Francisco, CA, USA.",https://www.humanbehavior.co,2025,"San Francisco, CA, USA",Skyler Ji; Amogh Chaturvedi; Chirag Kawediya,https://www.linkedin.com/in/skyler-ji/; https://www.linkedin.com/in/amoghchaturvedi1/; https://www.linkedin.com/in/ckawediya,; https://x.com/OfficialAmogh; https://x.com/chirag_plusplus
QualGent,https://www.ycombinator.com/companies/qualgent,Spring 2025,B2B,"AI Mobile App Quality Assurance Tester. Founded in 2025 by Shivam Agrawal and Aaron Yu, QualGent has 10 employees based in San Francisco, CA, USA. QualGent is hiring for 1 roles in sales.",https://www.qualgent.ai,2025,"San Francisco, CA, USA",Shivam Agrawal; Aaron Yu,https://www.linkedin.com/in/shivam-agrawal; https://www.linkedin.com/in/aaron-y-a12518ab/,https://x.com/ShivamHacks; https://x.com/AaronYu397421
Prism,https://www.ycombinator.com/companies/prism,Spring 2025,"B2B; Engineering, Product and Design","AI for the next generation of media. Founded in 2025 by Rajit Khanna, Alex Liu, and Land Tantichot, Prism has 3 employees based in San Francisco, CA, USA.",https://prismvideos.com,2025,"San Francisco, CA, USA",Rajit Khanna; Alex Liu; Land Tantichot,https://www.linkedin.com/in/rkhanna23/; https://www.linkedin.com/in/alexyliuswe; https://www.linkedin.com/in/landtantichot/,https://x.com/rajitwrites; https://x.com/spicy_liu; https://x.com/LTantichot
Novoflow,https://www.ycombinator.com/companies/novoflow,Spring 2025,Healthcare; Healthcare Services,"AI employees that automate medical operations for clinics. . Founded in 2025 by Georges Casassovici and Mathieu Rihet, Novoflow has 6 employees based in . Novoflow is hiring for 4 roles in engineering and sales.",https://www.novoflow.io,2025,,Mathieu Rihet; Georges Casassovici,https://www.linkedin.com/in/mathieurihet/; https://www.linkedin.com/in/thegeorgesc/,; 
Theta,https://www.ycombinator.com/companies/theta,Spring 2025,B2B,"Specialized AI for Every Job. Founded in 2025 by Rayan Garg, Tanmay Sharma, and Gurvir Singh, Theta has 7 employees based in San Francisco, CA, USA.",https://thetasoftware.com,2025,"San Francisco, CA, USA",Rayan Garg; Tanmay Sharma; Gurvir Singh,https://www.linkedin.com/in/rayan-garg/; https://www.linkedin.com/in/tanmayxsharma/; https://www.linkedin.com/in/gurvir-s/,https://x.com/RayanGarg; https://x.com/tsha444; https://x.com/_gurvir_
Lyra,https://www.ycombinator.com/companies/lyrahq,Spring 2025,B2B; Sales,"AI native meeting platform. Founded in 2024 by Henry Kwon and Courtne Marland, Lyra has 4 employees based in San Francisco, CA, USA.",https://lyra.so,2024,"San Francisco, CA, USA",Courtne Marland; Henry Kwon,https://www.linkedin.com/in/courtnemarland/; https://www.linkedin.com/in/taeksoo-kwon/,https://x.com/courtnemarland; https://x.com/henrykwon05
Cleon,https://www.ycombinator.com/companies/cleon,Spring 2025,B2B,"AI agents for hotels & resorts. Founded in 2025 by Ricardo Pantaleon and Alexandros Zisimidis, Cleon has 2 employees based in New York, NY, USA.",https://getcleon.ai,2025,"New York, NY, USA",Ricardo Pantaleon; Alexandros Zisimidis,https://www.linkedin.com/in/ricardo-pantaleon-9b6959135/; https://www.linkedin.com/in/alexandros-zisimidis-a95592149,; https://x.com/AZisimidis
throxy,https://www.ycombinator.com/companies/throxy,Spring 2025,B2B; Sales,"Vertical AI agents that run the sales funnel on autopilot. Founded in 2023 by Arnau Ayerbe Garcia, Pablo Jimenez de Parga Ramos, and Bergen Merey, throxy has 15 employees based in . throxy is hiring for 1 roles in engineering.",https://throxy.com,2023,,Bergen Merey; Arnau Ayerbe Garcia; Founder,https://www.linkedin.com/in/bmerey/; https://linkedin.com/in/arnau-ayerbe; https://linkedin.com/in/pjdepargar,https://x.com/brgmry; https://x.com/arnauaye; 
Flott HQ,https://www.ycombinator.com/companies/flott-hq,Spring 2025,B2B,"AI-native operating system for vehicle fleet management. Founded in 2025 by Kanvaly Fadiga and Sylvanus MAHE, Flott HQ has 2 employees based in .",https://www.flotthq.com,2025,,Sylvanus MAHE; Kanvaly Fadiga; 🚨 The Problem,https://www.linkedin.com/in/sylvanus-mahe; https://www.linkedin.com/in/kanvaly-fadiga; https://www.linkedin.com/in/sylvanus-mahe,https://x.com/sylvanus_mahe; ; https://x.com/flott_hq
Crimson,https://www.ycombinator.com/companies/crimson,Spring 2025,B2B; Legal,"The AI Associate for Litigation Lawyers. Founded in 2025 by Amine Amor, Mark Feldner, and David Strömbäck, Crimson has 4 employees based in London, UK.",https://crimson.law,2025,"London, UK",Mark Feldner; Amine Amor; David Strömbäck; Crimson Launch Video,https://www.linkedin.com/in/mark-feldner/; https://www.linkedin.com/in/amine-amor-4a7a42135/; https://www.linkedin.com/in/davidstromback/; https://www.linkedin.com/in/amine-amor-4a7a42135/,; ; ; 
Casco,https://www.ycombinator.com/companies/casco,Spring 2025,B2B; Security,"Autonomous security testing for web apps, APIs, cloud, and AI systems. Founded in 2025 by Rene Brandel and Ian Saultz, Casco has 10 employees based in . Casco is hiring for 3 roles in engineering and support.",https://casco.com,2025,,Rene Brandel; Ian Saultz,https://linkedin.com/in/renebrandel; https://www.linkedin.com/in/iansaultz/,https://x.com/renebrandel; 
Nomi,https://www.ycombinator.com/companies/nomi,Spring 2025,B2B; Sales,"Realtime Sales Copilot. Founded in 2025 by Swan Beaujard, Nomi has 5 employees based in San Francisco, CA, USA.",https://www.nomi.so,2025,"San Francisco, CA, USA",Swan Beaujard,https://www.linkedin.com/in/nullswan/,https://x.com/nullswan
Morphik,https://www.ycombinator.com/companies/morphik,Spring 2025,B2B; Infrastructure,"Open-source multimodal search for AI apps. Founded in 2025 by Adityavardhan Agrawal and Arnav Agrawal, Morphik has 2 employees based in San Francisco, CA, USA.",https://morphik.ai,2025,"San Francisco, CA, USA",Adityavardhan Agrawal; Arnav Agrawal,https://www.linkedin.com/in/adityav369/; https://www.linkedin.com/in/arnavagrawal03/,https://x.com/Adityav369; https://x.com/ArnavAgrawal03
RunRL,https://www.ycombinator.com/companies/runrl,Spring 2025,B2B; Infrastructure,"Reinforcement learning as a service. Founded in 2025 by Andrew Gritsevskiy, RunRL has 3 employees based in San Francisco, CA, USA.",https://runrl.com,2025,"San Francisco, CA, USA",Andrew Gritsevskiy,https://linkedin.com/in/agritsevskiy,https://twitter.com/dyushag
Ticket Wallet,https://www.ycombinator.com/companies/ticket-wallet,Spring 2025,B2B,"AI-optimized ticket resale. Founded in 2023 by Ryan Clare and Truman Gelnovatch, Ticket Wallet has 2 employees based in .",https://www.ticketwallet.com,2023,,Truman Gelnovatch; Ryan Clare,https://www.linkedin.com/in/truman-gelnovatch-52442218a/; https://linkedin.com/in/ryan-clare-782299196,; 
Kaizen,https://www.ycombinator.com/companies/kaizen,Spring 2025,B2B,"Automate anything on the web. Founded in 2025 by Kenneth Acquah and Michael Silver, Kaizen has 6 employees based in . Kaizen is hiring for 2 roles in engineering and sales.",https://kaizenautomation.com,2025,,Kenneth Acquah; Michael Silver; Launch Video,https://www.linkedin.com/in/ken-acquah-45b397123/; https://www.linkedin.com/in/michael-silver-853952129/; https://www.linkedin.com/in/ken-acquah-45b397123/,https://x.com/aquariusacquah; https://x.com/michaelssilver; 
HABIT,https://www.ycombinator.com/companies/habit,Spring 2025,B2B; Retail,"Conversational robots for physical businesses. Founded in 2025 by Harish Palani and Michael Trehan, HABIT has  employees based in El Segundo, CA, USA.",https://habitrobotics.com,2025,"El Segundo, CA, USA",Michael Trehan; Harish Palani,https://www.linkedin.com/in/michaeltrehan; https://www.linkedin.com/in/harishkpalani,; 
Clidey,https://www.ycombinator.com/companies/clidey,Spring 2025,B2B,"Model your organization. Run it in real time. Founded in 2025 by Anguel Hristozov and Hemang Kandwal, Clidey has 4 employees based in San Francisco, CA, USA.",https://clidey.com,2025,"San Francisco, CA, USA",Hemang Kandwal; Anguel Hristozov; Company Launches,https://linkedin.com/in/hemangkandwal; https://linkedin.com/in/ahristozov; https://www.linkedin.com/in/hemangkandwal/,http://x.com/hemangkandwal; https://x.com/anguel_hh; 
Opusense AI,https://www.ycombinator.com/companies/opusense-ai,Spring 2025,Real Estate and Construction; Construction,"AI for Field Inspection Reports. Founded in 2024 by Michael Bacani and Roya Cody, Opusense AI has 2 employees based in .",https://www.opusense.com,2024,,Roya Cody; Michael Bacani,https://www.linkedin.com/in/royacody/; https://www.linkedin.com/in/michael-bacani/,; 
Labric,https://www.ycombinator.com/companies/labric,Spring 2025,B2B; Analytics,"The data layer for scientific research. Founded in 2025 by Connor Hogan and Caitlin Hogan, Labric has 2 employees based in . Labric is hiring for 1 roles in engineering.",https://labric.co,2025,,Caitlin Hogan; Connor Hogan,https://www.linkedin.com/in/caitlin-hogan-429551177; https://www.linkedin.com/in/connor-hogan-282709195/,; 
Photonium,https://www.ycombinator.com/companies/photonium,Spring 2025,"B2B; Engineering, Product and Design","AI-Powered Optical Consulting & Software. Founded in 2025 by Adam Mhatre and Jennifer Song, Photonium has 3 employees based in . Photonium is hiring for 1 roles in engineering.",https://www.photoniumoptics.com,2025,,Jennifer Song; Adam Mhatre; Hey YC!,https://linkedin.com/in/jennifer-y-song; https://linkedin.com/in/adam-mhatre-5b8aaa230; https://www.linkedin.com/in/jennifer-y-song,; ; 
Sixtyfour,https://www.ycombinator.com/companies/sixtyfour,Spring 2025,B2B; Infrastructure,"Intelligence Infrastructure on People and Entities. Founded in 2025 by Christopher Price and Saarth Shah, Sixtyfour has 8 employees based in San Francisco, CA, USA. Sixtyfour is hiring for 4 roles in operations and engineering.",https://www.sixtyfour.ai,2025,"San Francisco, CA, USA",Saarth Shah; Christopher Price,https://linkedin.com/in/saarthshah; https://linkedin.com/in/christopher-price-59a24b178,https://x.com/saarth_; 
