Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
autarc,https://www.ycombinator.com/companies/autarc,Summer 2024,B2B,"autarc is the OS for Europe's One-Stop Energy Installers. Founded in 2023 by Thies Hansen, Etienne-Noel Krause, and Marius Seufzer, autarc has 30 employees based in Berlin, Germany. autarc is hiring for 1 roles in sales.",https://www.autarc.energy/en,2023,"Berlin, Germany",Etienne-Noel Krause; Thies Hansen; Marius Seufzer; Marius; Thies; Etienne,https://linkedin.com/in/etienne-krause; https://linkedin.com/in/thies-hansen; https://www.linkedin.com/in/marius-seufzer; https://www.linkedin.com/in/marius-seufzer; https://linkedin.com/in/thies-hansen; https://linkedin.com/in/etienne-krause,; ; ; ; ; 
omnidock,https://www.ycombinator.com/companies/omnidock,Summer 2024,B2B; Operations,"OS for global e-commerce expansion of brands & manufacturers. Founded in 2024 by Sebastian Rödling and Shayan Zakerzadeh, omnidock has 1 employees based in .",https://www.omnidock.com,2024,,Shayan Zakerzadeh; Sebastian Rödling; Solution🚀,https://linkedin.com/in/shayan-zakerzadeh; https://www.linkedin.com/in/SebRoe; https://linkedin.com/in/shayan-zakerzadeh,; ; 
Polymet,https://www.ycombinator.com/companies/polymet,Summer 2024,"B2B; Engineering, Product and Design","AI Product Designer. Founded in 2024 by Yusuf Hilmi, Polymet has 3 employees based in .",https://polymet.ai,2024,,Yusuf Hilmi,https://linkedin.com/in/yusufhilmi,https://twitter.com/yusufhilmi_
Entropy,https://www.ycombinator.com/companies/entropy,Summer 2024,Healthcare,"Autonomous intake and RCM for specialty clinics. . Founded in 2024 by Rabii Malik, Entropy has 2 employees based in San Francisco, CA, USA.",https://www.withentropy.ai,2024,"San Francisco, CA, USA",Rabii Malik,https://linkedin.com/in/rabii-malik,https://x.com/TheRabiiMalik
Vendra,https://www.ycombinator.com/companies/vendra,Summer 2024,Industrials,"Custom Parts, Manufactured in America 🇺🇸. Founded in 2024 by Anish Bhardwaj and Shan Mohta, Vendra has 5 employees based in San Francisco, CA, USA. Vendra is hiring for 5 roles in marketing, sales, operations, and engineering.",https://vendra-marketplace.io,2024,"San Francisco, CA, USA",Shan Mohta; Anish Bhardwaj; THE PROBLEM,https://www.linkedin.com/in/shanmohta/; https://www.linkedin.com/in/anish-b-00109695/; https://www.linkedin.com/in/anish-bhardwaj-00109695/,https://x.com/shanmohta; ; https://x.com/vendraHQ
bluedoor,https://www.ycombinator.com/companies/bluedoor,Summer 2024,Fintech; Consumer Finance,"Professional-grade stock research in your terminal. Founded in 2024 by Sam Crombie, bluedoor has 1 employees based in Seattle, WA, USA.",https://bluedoor.sh,2024,"Seattle, WA, USA",Sam Crombie; Solution: Web Action SDK,https://linkedin.com/in/samcrombie; https://linkedin.com/in/samcrombie,https://twitter.com/SamuelCrombie; 
Starcloud,https://www.ycombinator.com/companies/starcloud,Summer 2024,Industrials; Aviation and Space,"Data centers in space. Founded in 2024 by Ezra Feilden, Philip Johnston, and Adi Oltean, Starcloud has 12 employees based in Redmond, WA, USA.",https://www.starcloud.com,2024,"Redmond, WA, USA",Philip Johnston; Ezra Feilden; Adi Oltean; ❌The Problem,https://linkedin.com/in/philipjohnst0n; https://linkedin.com/in/ezrafeilden; https://www.linkedin.com/in/adioltean/; https://www.linkedin.com/in/johnstonphilip/,https://x.com/philipjohnston; ; ; 
Helium,https://www.ycombinator.com/companies/helium,Summer 2024,"B2B; Engineering, Product and Design","Self Improving Software. Founded in 2024 by Shishir Jakati and Zach Witzel, Helium has 7 employees based in San Francisco, CA, USA. Helium is hiring for 6 roles in marketing and engineering.",https://tryhelium.com,2024,"San Francisco, CA, USA",Zach Witzel; Shishir Jakati; .,https://linkedin.com/in/zachwitzel; https://linkedin.com/in/shishirjakati; https://linkedin.com/in/zachwitzel,; https://twitter.com/aShishirJakati; 
Sonatoria,https://www.ycombinator.com/companies/sonatoria,Summer 2024,B2B,"Helping Startups Grow Organically. Founded in 2024 by Jacob Tucker, Sonatoria has 2 employees based in . Sonatoria is hiring for 1 roles in marketing.",https://sonatoria.com,2024,,Jacob Tucker,https://linkedin.com/in/jacobtucker,
Lilac Labs,https://www.ycombinator.com/companies/lilac-labs,Summer 2024,B2B,"We automate the person taking orders at drive-thrus with a voice AI. Founded in 2024 by Tony Kam and Shelden Shi, Lilac Labs has 4 employees based in .",https://www.drive-thru.ai,2024,,Tony Kam; Shelden Shi; Company Launches,https://linkedin.com/in/tonyshekkam; https://linkedin.com/in/sheldenshi; https://linkedin.com/in/tonyshekkam,https://twitter.com/kamikariat; ; 
Palmier,https://www.ycombinator.com/companies/palmier,Summer 2024,Consumer; Content,"Cinematic AI Marketing Videos. Founded in 2024 by Marcos Rico Peng and Harrison Tin, Palmier has 2 employees based in San Francisco, CA, USA.",https://www.palmier.io,2024,"San Francisco, CA, USA",Marcos Rico Peng; Harrison Tin; 🔒 Problem,https://www.linkedin.com/in/marcosrico; https://www.linkedin.com/in/harrison-tin-a260321b3/; https://www.linkedin.com/in/marcosrico,; ; 
Sensei,https://www.ycombinator.com/companies/sensei,Summer 2024,Industrials; Manufacturing and Robotics,"Robotic Training Data at Scale. Founded in 2024 by Anubhav Guha and John Piotti, Sensei has 2 employees based in San Francisco, CA, USA.",https://senseirobotics.com,2024,"San Francisco, CA, USA",Anubhav Guha; John Piotti; Our Team,https://www.linkedin.com/in/anubhav-guha-886445129/; https://www.linkedin.com/in/john-piotti-51a67412a/; https://www.linkedin.com/in/john-piotti-51a67412a/,; ; 
Cerulion,https://www.ycombinator.com/companies/cerulion,Summer 2024,"B2B; Engineering, Product and Design","Open source operating system for robots. Founded in 2024 by Lakshay Sharma, Cerulion has 2 employees based in . Cerulion is hiring for 1 roles in engineering.",https://www.cerulion.com,2024,,Lakshay Sharma; The Problem,https://www.linkedin.com/in/lakshay2010sharma/; https://www.linkedin.com/in/lakshay2010sharma/,https://x.com/_lakshays_; 
The Forecasting Company,https://www.ycombinator.com/companies/the-forecasting-company,Summer 2024,B2B,"Foundation models for time series. Founded in 2024 by Joachim Fainberg and Geoffrey Negiar, The Forecasting Company has 7 employees based in Paris, France. The Forecasting Company is hiring for 1 roles in engineering.",https://www.theforecastingcompany.com,2024,"Paris, France",Geoffrey Negiar; Joachim Fainberg,https://linkedin.com/in/geoffrey-negiar; https://linkedin.com/in/jfainberg,https://twitter.com/geoffnegiar; 
Soff,https://www.ycombinator.com/companies/soff,Summer 2024,B2B; Supply Chain and Logistics,"AI Agents for Distributors. Founded in 2024 by Berni Hausleitner, Soff has 6 employees based in San Francisco, CA, USA. Soff is hiring for 9 roles in operations, product, engineering, and sales.",https://soff.ai,2024,"San Francisco, CA, USA",Berni Hausleitner,https://www.linkedin.com/in/hausleitnerb/,https://x.com/BernhardHausle1
Pinnacle,https://www.ycombinator.com/companies/pinnacle,Summer 2024,"B2B; Engineering, Product and Design","API & SDK for RCS (the next-generation of texting). Founded in 2024 by Sean Roades and Ivan Zhang, Pinnacle has 2 employees based in San Francisco, CA, USA.",https://pinnacle.sh,2024,"San Francisco, CA, USA",Sean Roades; Ivan Zhang; Company Launches,https://www.linkedin.com/in/sr19943/; https://www.linkedin.com/in/aivanzhang/; https://www.linkedin.com/in/seanroades/,https://twitter.com/SeanRoades; https://twitter.com/aivanzhang; 
Ember Robotics,https://www.ycombinator.com/companies/ember-robotics,Summer 2024,Industrials; Manufacturing and Robotics,"Datadog for robots. Founded in 2024 by Shivani Mouleeswaran and Ritika Shrivastava, Ember Robotics has 2 employees based in San Francisco, CA, USA.",https://www.emberrobotics.com,2024,"San Francisco, CA, USA",Shivani Mouleeswaran; Ritika Shrivastava,https://www.linkedin.com/in/shivanicm; https://www.linkedin.com/in/ritikashrivastava/,; 
Emergent,https://www.ycombinator.com/companies/emergent,Summer 2024,Consumer,"AI app builder that turns your ideas into monetizable software. Founded in 2024 by Madhav Jha and Mukund Jha, Emergent has  employees based in San Francisco, CA, USA. Emergent is hiring for 23 roles in operations, support, design, engineering, sales, product, and marketing.",https://emergent.sh,2024,"San Francisco, CA, USA",Mukund Jha; Madhav Jha,https://www.linkedin.com/in/mukund-jha-a1596413/; https://www.linkedin.com/in/madhavjha,https://twitter.com/mukundjha; https://twitter.com/madhavjha
Zeit AI,https://www.ycombinator.com/companies/zeit-ai,Summer 2024,B2B; Analytics,"From data to enterprise insights in just a few words. Founded in 2024 by Marvin Christopher Bornstein and Leopold von Waldthausen, Zeit AI has 6 employees based in . Zeit AI is hiring for 2 roles in engineering.",https://zeit-ai.com,2024,,Founder; Marvin Christopher Bornstein; 🏆 TLDR,https://www.linkedin.com/in/v-waldthausen/; https://www.linkedin.com/in/mcbornstein/; https://www.linkedin.com/in/mcbornstein/,; ; 
Stempad,https://www.ycombinator.com/companies/stempad,Summer 2024,B2B; Productivity,"Notion for science. Founded in 2024 by Ralph Rouhana, Stempad has 1 employees based in .",https://www.stempad.com,2024,,Ralph Rouhana; The Problem,https://www.linkedin.com/in/ralph-rouhana; https://www.linkedin.com/in/ralph-rouhana,; 
Pax,https://www.ycombinator.com/companies/pax,Summer 2024,B2B; Supply Chain and Logistics,"AI Broker for Tariff Refunds. Founded in 2024 by Penny Chen and Chris Le, Pax has 6 employees based in San Francisco, CA, USA. Pax is hiring for 1 roles in engineering.",https://paxai.com,2024,"San Francisco, CA, USA",Penny Chen; Chris Le; Problem,https://www.linkedin.com/in/pennypinyichen/; https://linkedin.com/in/ctle; https://www.linkedin.com/in/pennypinyichen/,; https://x.com/chriiisle; 
winfunc,https://www.ycombinator.com/companies/winfunc,Summer 2024,B2B; Security,"ai-native security engineering for mission critical codebases. Founded in 2024 by Vivek R and Mufeed VH, winfunc has 2 employees based in .",https://winfunc.com,2024,,Mufeed VH; Vivek R; The Problem,https://www.linkedin.com/in/mufeed-vh/; https://www.linkedin.com/in/123vivekr; https://www.linkedin.com/in/mufeed-vh/,https://twitter.com/mufeedvh; https://twitter.com/veev3x; 
Biocartesian,https://www.ycombinator.com/companies/biocartesian,Summer 2024,Healthcare; Drug Discovery and Delivery,"Converting biology into digital molecular maps. Founded in 2023 by Ian Dardani and Jess Li, Biocartesian has 2 employees based in San Francisco, CA, USA.",https://www.biocartesian.com,2023,"San Francisco, CA, USA",Ian Dardani; Jess Li; 👩‍🔬 Team,https://linkedin.com/in/ian-dardani; https://www.linkedin.com/in/jessxli/; https://www.linkedin.com/in/ian-dardani,; ; 
Dimely,https://www.ycombinator.com/companies/dimely,Summer 2024,B2B; Finance and Accounting,"AI-Powered Spreadsheet for Billing Automation. Founded in 2024 by David Pang and Peter Sun, Dimely has 3 employees based in . Dimely is hiring for 1 roles in engineering.",https://dimely.com,2024,,David Pang; Peter Sun,https://linkedin.com/in/davidnpang; https://linkedin.com/in/p2sun,; 
Redouble AI,https://www.ycombinator.com/companies/redouble-ai,Summer 2024,B2B,"Scale human-in-the-loop for AI workflows in regulated industries. Founded in 2024 by Martin Bittner, Haotian Li, and Andrey Santrosyan, Redouble AI has 3 employees based in San Francisco, CA, USA.",https://redouble.ai,2024,"San Francisco, CA, USA",Martin Bittner; Haotian Li; Andrey Santrosyan; The Problem,https://www.linkedin.com/in/martinimmanuelbittner/; https://linkedin.com/in/haotian-li-ba327850; https://linkedin.com/in/santrosyan; https://www.linkedin.com/in/martinimmanuelbittner/,; https://twitter.com/pneumaticdill?s=21; ; 
"Hestus, Inc.",https://www.ycombinator.com/companies/hestus-inc,Summer 2024,"B2B; Engineering, Product and Design","An AI-powered CAD software. Founded in 2024 by Kevin Chu and Sohrab Haghighat, Hestus, Inc. has 3 employees based in . Hestus, Inc. is hiring for 2 roles in engineering.",https://www.hestus.co,2024,,Sohrab Haghighat; Kevin Chu; Hi YC!,https://www.linkedin.com/in/sohrabhaghighat/; https://linkedin.com/in/kevin-chu-11a4511; https://www.linkedin.com/in/kevin-chu-11a4511/,; ; 
FINNY AI,https://www.ycombinator.com/companies/finny-ai,Summer 2024,Fintech; Asset Management,"The organic growth engine for financial advisors . Founded in 2024 by Theodore Janson, Eden Ovadia, and Victoria Toli, FINNY AI has 28 employees based in New York, NY, USA. FINNY AI is hiring for 2 roles in engineering.",https://www.finny.com,2024,"New York, NY, USA",Eden Ovadia; Theodore Janson; Victoria Toli; 🧑‍🔬 The Team,https://linkedin.com/in/edenovadia; https://linkedin.com/in/theodore-janson; https://www.linkedin.com/in/victoria-toli/; https://www.linkedin.com/in/edenovadia/,; ; ; 
1849 bio,https://www.ycombinator.com/companies/1849-bio,Summer 2024,Industrials,"Engineering microbes for miners to unlock billions in trapped metal. Founded in 2024 by Jai Padmakumar and Yongjin Park, 1849 bio has 3 employees based in San Francisco, CA, USA.",https://www.1849.bio,2024,"San Francisco, CA, USA",Jai Padmakumar; Yongjin Park; —,https://linkedin.com/in/jai-padmakumar; https://www.linkedin.com/in/yongjin-park-6604092a/; https://www.linkedin.com/in/yongjin-park-6604092a/,; ; 
Saturn,https://www.ycombinator.com/companies/saturn,Summer 2024,Fintech,"Compliance and back office workflows for Wealth Managers. Founded in 2023 by Michael Ettlinger, Amal Jolly, and Rohit Vaish, Saturn has 18 employees based in London, UK. Saturn is hiring for 7 roles in engineering, product, operations, and marketing.",https://www.SaturnOS.com,2023,"London, UK",Amal Jolly; Michael Ettlinger; Rohit Vaish; —,https://linkedin.com/in/amaljolly; https://www.linkedin.com/in/michaelettlinger/; https://www.linkedin.com/in/rohit-vaish/; https://www.linkedin.com/in/michaelettlinger/,https://twitter.com/theamaljolly; https://twitter.com/etticat; ; 
Promi,https://www.ycombinator.com/companies/promi,Summer 2024,B2B; Retail,"Optimizing ecommerce pricing with dynamic, personalized discounts. Founded in 2024 by Jiaxin Lin and Peter Moot, Promi has 2 employees based in .",https://www.usepromi.com,2024,,Peter Moot; Jiaxin Lin; Peter: The Discount Guru; 👬 Meet Our Team,https://www.linkedin.com/in/petermoot/; https://www.linkedin.com/in/jiaxinlin/; https://www.linkedin.com/in/petermoot/; https://www.linkedin.com/in/jiaxinlin/,; ; ; 
Ontra Mobility,https://www.ycombinator.com/companies/ontra-mobility,Summer 2024,Government,"Platform for cities to optimize transit . Founded in 2023 by Connor Riley and Anthony Trasatti, Ontra Mobility has 2 employees based in New York, NY, USA.",https://www.ontramobility.com,2023,"New York, NY, USA",Anthony Trasatti; Connor Riley,https://linkedin.com/in/anthony-trasatti; https://linkedin.com/in/connortriley,; https://twitter.com/connortriley
Aluna,https://www.ycombinator.com/companies/aluna,Summer 2024,"B2B; Engineering, Product and Design","Data for biomedical AI. Founded in 2024 by David Chu, Aluna has 3 employees based in San Francisco, CA, USA.",https://alunadata.com,2024,"San Francisco, CA, USA",David Chu; 🚩 Problem:,https://www.linkedin.com/in/dchu17/; https://www.linkedin.com/in/john-finberg,; 
Kopra Bio,https://www.ycombinator.com/companies/kopra-bio,Summer 2024,Healthcare; Therapeutics,"Genetically engineered viruses that teach your immune system to kill…. Founded in 2024 by Andrew Bartynski and Alexander Haddad, Kopra Bio has 2 employees based in San Francisco, CA, USA.",https://kopra.bio,2024,"San Francisco, CA, USA",Alexander Haddad; —,https://www.ycombinator.com/companies/www.linkedin.com/in/alexander-haddad-49b484305; https://www.linkedin.com/in/andrewbartynski/,https://x.com/AF_Haddad; 
Fazeshift,https://www.ycombinator.com/companies/fazeshift,Summer 2024,B2B; Finance and Accounting,"AI agent for Accounts Receivable. Founded in 2023 by Timmy Galvin and Caitlin Leksana, Fazeshift has 8 employees based in San Francisco, CA, USA.",https://www.fazeshift.com,2023,"San Francisco, CA, USA",Caitlin Leksana; Timmy Galvin,https://www.linkedin.com/in/caitlinleksana/; https://www.linkedin.com/in/timmygalvin/,; 
Pulse,https://www.ycombinator.com/companies/pulse-3,Summer 2024,B2B; Infrastructure,"Production-grade unstructured document extraction. Founded in 2024 by Sid Manchkanti and Ritvik Pandey, Pulse has 12 employees based in . Pulse is hiring for 9 roles in engineering, sales, and operations.",https://www.runpulse.com,2024,,Sid Manchkanti; Ritvik Pandey,https://www.linkedin.com/in/sidmanchkanti/; https://www.linkedin.com/in/ritvikpandey22/,https://x.com/sid_mnk; https://twitter.com/ritvikpandey21
AutoPallet Robotics,https://www.ycombinator.com/companies/autopallet-robotics,Summer 2024,Industrials; Manufacturing and Robotics,"We make robots that move boxes in warehouses. Founded in 2024 by Eric Miller and Nathan Yee, AutoPallet Robotics has 6 employees based in San Francisco, CA, USA.",https://autopallet.bot,2024,"San Francisco, CA, USA",Nathan Yee; Eric Miller; The Team,https://www.linkedin.com/in/nathanielyee/; https://www.linkedin.com/in/olin-eric/; https://www.linkedin.com/in/nathanielyee/,; ; 
Weave Robotics,https://www.ycombinator.com/companies/weave-robotics,Summer 2024,Industrials; Manufacturing and Robotics,"Personal robots for the home--that ship in 2025. Founded in 2024 by Kaan Dogrusoz and Evan Wineland, Weave Robotics has 10 employees based in . Weave Robotics is hiring for 3 roles in engineering and operations.",https://www.weaverobots.com,2024,,Evan Wineland; Kaan Dogrusoz,https://www.linkedin.com/in/ecwineland/; https://www.linkedin.com/in/kaan-dogrusoz-073b748a/,https://twitter.com/alittlemorewine; https://twitter.com/kaandogrusoz
MinusX,https://www.ycombinator.com/companies/minusx,Summer 2024,B2B; Analytics,"AI Data Scientist for Jupyter and Metabase. Founded in 2024 by Vivek Aithal and Sreejith Puthanpurayil, MinusX has 2 employees based in San Francisco, CA, USA.",https://minusx.ai,2024,"San Francisco, CA, USA",Vivek Aithal; Sreejith Puthanpurayil,https://www.linkedin.com/in/vivek-aithal-575b207b/; https://www.linkedin.com/in/ppsreejith,https://twitter.com/nuwandavek; https://twitter.com/ppsreejith_
Lore,https://www.ycombinator.com/companies/joinlore,Summer 2024,B2B,"Transform your iMessage conversations into shareable stories. Founded in 2024 by Terrell Marshall and Aditya Nadkarni, Lore has 2 employees based in San Francisco, CA, USA.",https://joinlore.app,2024,"San Francisco, CA, USA",Terrell Marshall; Aditya Nadkarni; 🙏 Our Ask,https://linkedin.com/in/terrellm; https://linkedin.com/in/aditya-nadkarni; https://linkedin.com/in/aditya-nadkarni,; ; 
