Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Browser Use,https://www.ycombinator.com/companies/browser-use,Winter 2025,B2B,"Leading open-source web agent project with 50k stars in 3 months. Founded in 2024 by Magnus Müller and Gregor Zunic, Browser Use has 7 employees based in San Francisco, CA, USA. Browser Use is hiring for 3 roles in engineering.",https://browser-use.com,2024,"San Francisco, CA, USA",Magnus Müller; Gregor Zunic,https://www.linkedin.com/in/magnus-mueller; https://linkedin.com/in/gregorzunic,https://x.com/mamagnus00; https://x.com/gregpr07
TamLabs,https://www.ycombinator.com/companies/tamlabs,Winter 2025,B2B; Productivity,"AI for Professional Services. Founded in 2025 by Joshua Doolan and Ben Doolan, TamLabs has 2 employees based in San Francisco, CA, USA.",https://tamlabs.ai,2025,"San Francisco, CA, USA",Joshua Doolan; Ben Doolan,https://www.linkedin.com/in/joshua-doolan; https://www.linkedin.com/in/ben-doolan-66aa64204/,; 
Ergo,https://www.ycombinator.com/companies/ergo,Winter 2025,B2B; Sales,"AI agents and unified data layer for revenue teams. Founded in 2025 by Yash Dulla and Ishan Sheth, Ergo has 0 employees based in San Francisco, CA, USA. Ergo is hiring for 3 roles in operations, sales, and marketing.",https://joinergo.com,2025,"San Francisco, CA, USA",Yash Dulla; Ishan Sheth,https://www.linkedin.com/in/yash-dulla/; https://www.linkedin.com/in/isheth/,https://x.com/yashdulla; https://x.com/ishansheth_
CopyCat,https://www.ycombinator.com/companies/copycat,Winter 2025,Fintech; Insurance,"AI agents built for insurance. . Founded in 2024 by Abhi Balijepalli and Graham Sabin, CopyCat has 2 employees based in San Francisco, CA, USA.",https://runcopycat.com,2024,"San Francisco, CA, USA",Graham Sabin; Abhi Balijepalli,https://www.linkedin.com/in/grahamsabin/; https://www.linkedin.com/in/a8hi/,https://x.com/GrahamSabin; https://x.com/a8hi_b
Bluebook,https://www.ycombinator.com/companies/bluebook,Winter 2025,B2B; Finance and Accounting,"AI for accounting. Founded in 2024 by Philip Andersson and Filip Stål, Bluebook has 4 employees based in San Francisco, CA, USA.",https://getbluebook.com,2024,"San Francisco, CA, USA",Philip Andersson; Filip Stål,https://linkedin.com/in/phiandersson; https://www.linkedin.com/in/filip-st%C3%A5l-464849229/,https://x.com/phiandersson; https://x.com/stal_filip
TensorPool,https://www.ycombinator.com/companies/tensorpool,Winter 2025,B2B; Infrastructure,"Vercel For GPUs. Founded in 2025 by Joshua Martinez, Hlumelo Notshe, and Tycho Svoboda, TensorPool has 3 employees based in .",https://tensorpool.dev,2025,,Tycho Svoboda; Joshua Martinez; Hlumelo Notshe,https://www.linkedin.com/in/tycho-svoboda/; https://www.linkedin.com/in/joshkmartinez/; https://www.linkedin.com/in/hlumelo-notshe,https://x.com/TychoSvoboda; https://x.com/joshkmartinez; 
Rebolt,https://www.ycombinator.com/companies/rebolt,Winter 2025,B2B,"AI-Powered Company OS. Founded in 2025 by Celia Manzano and Javier Sanchez, Rebolt has 3 employees based in San Francisco, CA, USA. Rebolt is hiring for 5 roles in engineering and design.",https://rebolt.ai,2025,"San Francisco, CA, USA",Celia Manzano; Javier Sanchez,https://www.linkedin.com/in/celiamanz; https://www.linkedin.com/in/sanchezfdezjavier,https://x.com/celsmanz; https://x.com/jvrsanch
Spott,https://www.ycombinator.com/companies/spott,Winter 2025,B2B; Recruiting and Talent,"AI-native ATS/CRM for recruiting firms. Founded in 2024 by Lander Degreve, Samuel Smeys, and Manu Vanderveeren, Spott has 25 employees based in . Spott is hiring for 3 roles in sales and engineering.",https://spott.io,2024,,Manu Vanderveeren; Lander Degreve; Samuel Smeys,https://www.linkedin.com/in/manuvanderveeren/; https://www.linkedin.com/in/lander-degr%C3%A8ve/; https://www.linkedin.com/in/samuelsmeys/,; ; 
Woz,https://www.ycombinator.com/companies/woz,Winter 2025,B2B,"Claude Code plugin that reduces token consumption and cost by 50%. Founded in 2024 by Ben Collins and Brad Eckert, Woz has 8 employees based in San Francisco, CA, USA. Woz is hiring for 4 roles in engineering and marketing.",https://www.wozcode.com,2024,"San Francisco, CA, USA",Ben Collins; Brad Eckert; Problem:,https://www.linkedin.com/in/bentcollins/; https://www.linkedin.com/in/bradleymeckert/; https://www.linkedin.com/in/chefeckert/,https://x.com/BenjaminT007; https://x.com/ChefEckert; 
Proception Inc,https://www.ycombinator.com/companies/proception-inc,Winter 2025,Industrials; Manufacturing and Robotics,"Making humanoids dexterous enough to thread a needle. Founded in 2024 by Jay Li and Jack Xu, Proception Inc has 10 employees based in . Proception Inc is hiring for 4 roles in engineering and operations.",https://proception.ai,2024,,Jay Li; Jack Xu,https://www.linkedin.com/in/jaylicareer/; https://www.linkedin.com/in/jack-xu-jxinbox/,https://x.com/jaylistanford; https://x.com/_jaku_xu?s=21
Corsair,https://www.ycombinator.com/companies/corsair,Winter 2025,"B2B; Engineering, Product and Design","Integration Layer for AI Agents. Founded in 2024 by Dev Jain, Corsair has 2 employees based in New York, NY, USA.",https://www.corsair.dev,2024,"New York, NY, USA",Dev Jain,https://www.linkedin.com/in/devrjain/,
Permitify,https://www.ycombinator.com/companies/permitify,Winter 2025,Real Estate and Construction; Construction,"AI co-pilot for building plan review and building code compliance. Founded in 2025 by Adam Chandler and Alexander Densley, Permitify has 2 employees based in .",https://permitify.com,2025,,Adam Chandler; Alexander Densley,https://www.linkedin.com/in/adam-chandler99/; https://www.linkedin.com/in/alexander-densley/,; https://x.com/lexanderdensley
Reditus Space,https://www.ycombinator.com/companies/reditus-space,Winter 2025,Industrials; Aviation and Space,"Reusable Satellites for zero-g manufacturing. Founded in 2024 by Stef Crum and Will Sherman, Reditus Space has 20 employees based in Atlanta, GA, USA. Reditus Space is hiring for 7 roles in engineering, sales, and marketing.",https://www.reditus.space,2024,"Atlanta, GA, USA",Stef Crum; Will Sherman,https://www.linkedin.com/in/spcrum/; https://www.linkedin.com/in/willamasherman/,https://x.com/StefReditus; 
Optifye.ai,https://www.ycombinator.com/companies/optifye-ai,Winter 2025,B2B,"AI performance monitoring for factory workers. Founded in 2024 by Vivaan Baid and Kushal Mohta, Optifye.ai has 8 employees based in San Francisco, CA, USA. Optifye.ai is hiring for 2 roles in engineering.",https://www.optifye.ai,2024,"San Francisco, CA, USA",Vivaan Baid; Kushal Mohta,https://www.linkedin.com/in/vivaan-baid-119415177/; https://www.linkedin.com/in/kushal-mohta-6926931b4/,; 
Retrofit,https://www.ycombinator.com/companies/retrofit,Winter 2025,Consumer; Apparel and Cosmetics,"A vintage marketplace curated by AI. Founded in 2024 by Sandra Lifshits, Retrofit has 2 employees based in New York, NY, USA.",https://www.retrofit.shop,2024,"New York, NY, USA",Sandra Lifshits; 🚨The Problem:,https://www.linkedin.com/in/sandra-lifshits-a7a60284/; https://www.linkedin.com/in/sandra-lifshits/,; 
Archon,https://www.ycombinator.com/companies/archon,Winter 2025,Government,"We help software companies sell to government. Founded in 2024 by George Parks, Archon has 3 employees based in San Francisco, CA, USA. Archon is hiring for 3 roles in engineering.",https://archon.inc,2024,"San Francisco, CA, USA",George Parks,https://www.linkedin.com/in/george-parks/,
Forge Automation,https://www.ycombinator.com/companies/forge-automation,Winter 2025,Industrials; Manufacturing and Robotics,"Software Enabled CNC Parts Supplier. Founded in 2022 by Walter Raftus and Timothy Seto, Forge Automation has 10 employees based in Toronto, ON, Canada.",https://www.forgeautomation.ca,2022,"Toronto, ON, Canada",Timothy Seto; Walter Raftus,https://linkedin.com/in/timmy-seto; https://linkedin.com/in/walterraftus,https://x.com/TimmySeto; https://x.com/walter_raftus
Mastra,https://www.ycombinator.com/companies/mastra,Winter 2025,"B2B; Engineering, Product and Design","The Javascript framework for building AI agents, from the Gatsby devs. Founded in 2024 by Abhi Aiyer, Sam Bhagwat, and Shane Thomas, Mastra has 8 employees based in .",https://mastra.ai,2024,,Sam Bhagwat; Abhi Aiyer; Shane Thomas,https://linkedin.com/in/sambhagwat; https://www.linkedin.com/in/abhi-aiyer-aa41bb42/; https://www.linkedin.com/in/smthomas3,https://twitter.com/calcsam; https://x.com/abhiaiyer; https://twitter.com/smthomas3
AfterQuery,https://www.ycombinator.com/companies/afterquery,Winter 2025,B2B; Infrastructure,"Applied research lab curating data solutions for foundation model…. Founded in 2025 by Carlos Georgescu and Spencer Mateega, AfterQuery has 30 employees based in San Francisco, CA, USA. AfterQuery is hiring for 11 roles in operations, engineering, and marketing.",https://afterquery.com,2025,"San Francisco, CA, USA",Carlos Georgescu; Spencer Mateega; ------------,https://www.linkedin.com/in/carlossgg/; https://www.linkedin.com/in/spencermateega; https://www.linkedin.com/in/carlossgg/,https://x.com/CarlosGeorgescu; https://x.com/spencermateega; 
FuseAI,https://www.ycombinator.com/companies/fuseai,Winter 2025,B2B; Sales,"The #1 AI Platform for Outbound Sales. Founded in 2024 by Saurav Bubber and Imogen Low, FuseAI has 8 employees based in . FuseAI is hiring for 3 roles in engineering and marketing.",https://tryfuse.ai,2024,,Saurav Bubber; Imogen Low; The Problem,https://linkedin.com/in/sauravbubber; https://linkedin.com/in/imogen-low; https://www.linkedin.com/in/sauravbubber/,; ; https://x.com/fuseai23129?s=21&t=U8uO3G_ueNJiXtFN1o0qFg
Miyagi Labs,https://www.ycombinator.com/companies/miyagi-labs,Winter 2025,Education,"AI tutors for exam prep. Founded in 2025 by Guang Cui and Tyrone Davis III, Miyagi Labs has 2 employees based in . Miyagi Labs is hiring for 1 roles in engineering.",https://miyagilabs.ai,2025,,Tyrone Davis III; Guang Cui; The Problem,https://www.linkedin.com/in/tyroned3/; https://www.linkedin.com/in/guang-cui-40140a89/; https://www.linkedin.com/in/guang-cui/,https://x.com/tyronedavisiii; ; 
Artificial Societies,https://www.ycombinator.com/companies/artificial-societies,Winter 2025,B2B; Analytics,"We build networks of AI personas that simulate stakeholder opinions. Founded in 2024 by James He and Patrick Sharpe, Artificial Societies has 6 employees based in London, UK. Artificial Societies is hiring for 1 roles in design.",https://societies.io,2024,"London, UK",James He; Patrick Sharpe; Our Story,https://www.linkedin.com/in/james-k-he/; https://www.linkedin.com/in/patrick-sharpe-684250110/; https://www.linkedin.com/in/james-k-he/,; ; 
OpenIntake,https://www.ycombinator.com/companies/openintake,Winter 2025,B2B; Legal,"The AI Front Door For Law Firms. Founded in 2025 by Grayson Pike and Yash Sahota, OpenIntake has 2 employees based in New York, NY, USA.",https://www.openintake.ai,2025,"New York, NY, USA",Yash Sahota; Grayson Pike,https://www.linkedin.com/in/yashsahota; https://www.linkedin.com/in/graysonpike/,; 
Peppr AI,https://www.ycombinator.com/companies/peppr-ai,Winter 2025,"B2B; Engineering, Product and Design","Self-improving knowledge base synthesizing scattered company data. Founded in 2025 by Nitya Arora and Sachitt Arora, Peppr AI has 4 employees based in . Peppr AI is hiring for 3 roles in engineering.",https://www.usepeppr.ai,2025,,Sachitt Arora; Nitya Arora,https://www.linkedin.com/in/sachittarora/; https://linkedin.com/in/nityaarora108,; 
Infinite,https://www.ycombinator.com/companies/infinite,Winter 2025,Fintech; Payments,"Global B2B Stablecoin Processor. Founded in 2024 by Raj Lad and Nikhil Srinivasan, Infinite has 4 employees based in San Francisco, CA, USA. Infinite is hiring for 1 roles in engineering.",https://infinite.dev,2024,"San Francisco, CA, USA",Nikhil Srinivasan; Raj Lad,https://linkedin.com/in/nikhilsrinivasan; https://www.linkedin.com/in/rajlad/,https://twitter.com/nvs; https://x.com/rajlad_
Sennu AI,https://www.ycombinator.com/companies/sennu-ai,Winter 2025,B2B,"We turn traditional companies into AI companies. Founded in 2025 by Sriman Gaddam and Sukhjit Singh, Sennu AI has 2 employees based in San Francisco, CA, USA.",https://www.sennu.ai,2025,"San Francisco, CA, USA",Sriman Gaddam; Sukhjit Singh,https://www.linkedin.com/in/sriman-gaddam/; https://www.linkedin.com/in/sukhjit-singh-ut/,https://x.com/SrimanGaddam; https://x.com/ssinghh14
Outlit,https://www.ycombinator.com/companies/outlit,Winter 2025,B2B,"Customer Context for Agents . Founded in 2024 by Josh Earle and Leo Paz, Outlit has 2 employees based in San Francisco, CA, USA.",https://outlit.ai,2024,"San Francisco, CA, USA",Josh Earle; Leo Paz; The Problem,https://www.linkedin.com/in/joshearle/; https://linkedin.com/in/leo-paz; https://www.linkedin.com/in/joshearle/,https://x.com/RealEarle; https://x.com/LeosReal; 
Tire Swing,https://www.ycombinator.com/companies/tire-swing,Winter 2025,B2B; Legal,"AI Powered Affordable Housing Eligibility. Founded in 2025 by Lucas Irvine and Paul Witten, Tire Swing has 2 employees based in New York, NY, USA.",https://gettireswing.com,2025,"New York, NY, USA",Paul Witten; Lucas Irvine,https://linkedin.com/in/paul-witten-39579715a; https://www.linkedin.com/in/lucas-i-b20187128/,https://x.com/pdubz96; 
Sherpa Labs,https://www.ycombinator.com/companies/sherpa-labs,Winter 2025,B2B,"The AI Data Team. Founded in 2025 by Jeffrey Chiu and Justin Jiang, Sherpa Labs has 2 employees based in San Francisco, CA, USA.",https://www.sherpalabs.ai,2025,"San Francisco, CA, USA",Jeffrey Chiu; Justin Jiang,https://www.linkedin.com/in/jeffreychiu23/; https://www.linkedin.com/in/justinjiang12/,; 
Harper,https://www.ycombinator.com/companies/harper,Winter 2025,Fintech; Insurance,"AI-native commercial insurance brokerage. Founded in 2024 by Tushar Nair and Dakotah Rice, Harper has 25 employees based in San Francisco, CA, USA. Harper is hiring for 14 roles in operations, product, sales, recruiting & hr, engineering, and support.",https://www.harperinsure.com,2024,"San Francisco, CA, USA",Dakotah Rice; Tushar Nair; The Problem,https://www.linkedin.com/in/dakotahrice/; https://linkedin.com/in/tushar-nair-100787144; https://www.linkedin.com/in/tushar-nair-100787144,; ; 
Nitrode,https://www.ycombinator.com/companies/nitrode,Winter 2025,B2B,"Data for reasoning agents in dynamic environments. Founded in 2024 by Sejoon Chang, Ben Kim, and Brian La, Nitrode has 4 employees based in San Francisco, CA, USA.",https://www.nitrode.com,2024,"San Francisco, CA, USA",Ben Kim; Sejoon Chang; Brian La; Intro,https://www.linkedin.com/in/ben-yoonsung-kim/; https://linkedin.com/in/sejoonchang; https://linkedin.com/in/brianyla; https://www.linkedin.com/in/ben-yoonsung-kim/,https://x.com/ysungkim_; https://x.com/sejoonchang; https://x.com/BrianLa0616; 
Karsa,https://www.ycombinator.com/companies/karsa,Winter 2025,Fintech,"Stablecoin neobank for emerging markets. Founded in 2025 by Shahryar Hasnani and Dale Wilson, Karsa has 2 employees based in New York, NY, USA. Karsa is hiring for 1 roles in engineering.",https://gokarsa.com,2025,"New York, NY, USA",Shahryar Hasnani; Dale Wilson,https://www.linkedin.com/in/shahryar-hasnani/; https://www.linkedin.com/in/dalewilson21/,https://x.com/0xLilShah; https://x.com/0xdwil
Exla,https://www.ycombinator.com/companies/exla,Winter 2025,"B2B; Engineering, Product and Design","An SDK to run transformer models anywhere. Founded in 2025 by Viraat Das and Pranav Nair, Exla has 2 employees based in .",https://exla.ai,2025,,Pranav Nair; Viraat Das; ‼️ The Problem,https://www.linkedin.com/in/pranavnair311/; https://linkedin.com/in/viraatdas; https://www.linkedin.com/in/viraatdas/,; https://x.com/therealviraat; 
Confident AI,https://www.ycombinator.com/companies/confident-ai,Winter 2025,"B2B; Engineering, Product and Design","The LLM Eval and Observability Platform for AI Quality. Founded in 2024 by Jeffrey Ip and Kritin Vongthongsri, Confident AI has 7 employees based in San Francisco, CA, USA. Confident AI is hiring for 4 roles in marketing and engineering.",https://confident-ai.com,2024,"San Francisco, CA, USA",Jeffrey Ip; Kritin Vongthongsri,https://linkedin.com/in/jeffrey-ip-2295ab224; https://www.linkedin.com/in/kritin-vongthongsri,https://x.com/jeffr_yyy; 
Riviera,https://www.ycombinator.com/companies/riviera,Winter 2025,B2B,"AI Employees for Hotels. Founded in 2024 by Shaun Lane and Daniel Tyshler, Riviera has 2 employees based in San Francisco, CA, USA.",https://www.withriviera.com,2024,"San Francisco, CA, USA",Shaun Lane; Daniel Tyshler,https://www.linkedin.com/in/shaun--lane/; https://www.linkedin.com/in/daniel-tyshler-b742b217a/,https://x.com/Shaun_Lane_; https://x.com/danieltyshler
Waypoint Transit,https://www.ycombinator.com/companies/waypoint-transit,Winter 2025,Government,"We automate urban planning so cities can build cheaper and faster. Founded in 2024 by Ryan Johnston and Varun Tandon, Waypoint Transit has 2 employees based in . Waypoint Transit is hiring for 2 roles in engineering.",https://waypointtransit.com,2024,,Varun Tandon; Ryan Johnston,https://www.linkedin.com/in/vrntandon/; https://www.linkedin.com/in/ryan-johnston-b919a7180/,; 
Bystreet,https://www.ycombinator.com/companies/bystreet,Winter 2025,B2B,"Your key to the hotel market. . Founded in 2024 by Corey Anderson, Cameron Hake, and Charlie Maki, Bystreet has 4 employees based in San Francisco, CA, USA.",http://www.bystreet.com,2024,"San Francisco, CA, USA",Charlie Maki; Corey Anderson; Cameron Hake,https://www.linkedin.com/in/charlie-maki-40543617a/; https://www.linkedin.com/in/corey-anderson-3875a11aa/; https://www.linkedin.com/in/cameron-hake-651062194/,; ; 
Agentin AI,https://www.ycombinator.com/companies/agentin-ai,Winter 2025,B2B,"AI Agents that automate enterprise software processes. Founded in 2024 by Sankeerth Rao Karingula, Agentin AI has 2 employees based in San Francisco, CA, USA.",https://www.agentin.ai,2024,"San Francisco, CA, USA",Sankeerth Rao Karingula,https://linkedin.com/in/sankeerthrao,https://x.com/sankeerth1729
ReJot,https://www.ycombinator.com/companies/rejot,Winter 2025,"B2B; Engineering, Product and Design","We turn complex API integrations into drop‑in full‑stack libraries . Founded in 2024 by Wilco Kruijer and Jan Schutte, ReJot has 2 employees based in Amsterdam, Netherlands.",https://rejot.dev,2024,"Amsterdam, Netherlands",Wilco Kruijer; Jan Schutte,https://linkedin.com/in/wilcokruijer/; https://www.linkedin.com/in/jan-schutte-183145135/,https://twitter.com/WilcoKr; https://x.com/Jan_Schutte
Solidroad,https://www.ycombinator.com/companies/solidroad,Winter 2025,B2B,"AI agents for CX teams, starting with training and QA. Founded in 2023 by Patrick Finlay and Mark Hughes, Solidroad has 6 employees based in San Francisco, CA, USA. Solidroad is hiring for 1 roles in engineering.",https://solidroad.com,2023,"San Francisco, CA, USA",Mark Hughes; Patrick Finlay,https://www.linkedin.com/in/mark-hughes-a36915a7/; https://www.linkedin.com/in/patjfin/,https://x.com/markhuqhes; https://twitter.com/patjfin
Trata,https://www.ycombinator.com/companies/trata,Winter 2025,B2B; Finance and Accounting,"AI-powered research desk for hedge funds. Founded in 2025 by Eric Cho, Trata has 6 employees based in New York, NY, USA. Trata is hiring for 3 roles in operations, design, and engineering.",https://www.trytrata.com,2025,"New York, NY, USA",Eric Cho; Problem:,https://linkedin.com/in/emc329; https://www.linkedin.com/in/emc329/,https://x.com/_ericcho; 
Mundo AI,https://www.ycombinator.com/companies/mundo-ai,Winter 2025,B2B; Infrastructure,"High Quality Multilingual Training Data for AI Models. Founded in 2024 by Naijide Anwaer, Garreth Lee, Jason Liao, and Kenneth Wu, Mundo AI has 4 employees based in San Francisco, CA, USA.",https://mundoai.world,2024,"San Francisco, CA, USA",Jason Liao; Naijide Anwaer; Garreth Lee; Kenneth Wu; The Story,https://www.linkedin.com/in/jasonliao02/; https://www.linkedin.com/in/naijide-anwaer; https://www.linkedin.com/in/garrethlee; https://www.linkedin.com/in/wukenneth/; https://www.linkedin.com/in/jasonliao02/,; https://x.com/naijide_a; https://x.com/garrxth; ; 
G LNK,https://www.ycombinator.com/companies/g-lnk,Winter 2025,B2B,"Simplifying Collaboration for Healthcare Organizations & Professionals. Founded in 2024 by Raouf Abujaber and Rayan Ghandour, G LNK has 2 employees based in New York, NY, USA.",https://glnkco.com,2024,"New York, NY, USA",Rayan Ghandour; Raouf Abujaber,https://www.linkedin.com/in/rayan-ghandour-75191618a/; https://www.linkedin.com/in/raouf-abujaber-169330256/,; 
Pluto,https://www.ycombinator.com/companies/pluto,Winter 2025,Fintech; Banking and Exchange,"Regulated derivatives exchange. Founded in 2024 by Ronit Jain and Aarav Patel, Pluto has 5 employees based in New York, NY, USA. Pluto is hiring for 1 roles in engineering.",https://www.pluto.trade,2024,"New York, NY, USA",Ronit Jain; Aarav Patel,https://www.linkedin.com/in/ronitjain5; https://www.linkedin.com/in/aaravpatel04,; 
Lopus AI,https://www.ycombinator.com/companies/lopus-ai,Winter 2025,B2B; Analytics,"Analytics built for Growth. Founded in 2024 by Aamish Ahmad Beg and Danylo Borodchuk, Lopus AI has 2 employees based in San Francisco, CA, USA.",https://lopus.ai,2024,"San Francisco, CA, USA",Aamish Ahmad Beg; Danylo Borodchuk,https://www.linkedin.com/in/aamish-ahmad-beg/; https://www.linkedin.com/in/danylo-borodchuk/,; https://x.com/danylo_dev
Cenote,https://www.ycombinator.com/companies/cenote,Winter 2025,Healthcare,"AI agents that convert and retain patients for digital clinics. Founded in 2024 by Kofi Ansong and Kristy Gao, Cenote has 3 employees based in San Francisco, CA, USA.",https://www.joincenote.com,2024,"San Francisco, CA, USA",Kofi Ansong; Kristy Gao,https://www.linkedin.com/in/kofi-ansong-89294016a/; https://www.linkedin.com/in/gaoxk/,; 
Stillwind,https://www.ycombinator.com/companies/stillwind,Winter 2025,"B2B; Engineering, Product and Design","Autonomous Electrical Engineering. Founded in 2024 by Lukas Ego, Hannes Furmans, Linus Meierhöfer, and Josef Zoller, Stillwind has 4 employees based in Zürich, Switzerland.",https://stillwind.ai,2024,"Zürich, Switzerland",Linus Meierhöfer; Lukas Ego; Hannes Furmans; Josef Zoller,https://linkedin.com/in/linus-meierh%C3%B6fer-7a4596259; https://www.linkedin.com/in/ego-lukas/; https://www.linkedin.com/in/hannes-furmans-52923625a/; https://www.linkedin.com/in/zollerboy1,; ; ; 
Bindwell,https://www.ycombinator.com/companies/bindwell,Winter 2025,Industrials; Agriculture,"Discovering new pesticides with AI. Founded in 2024 by Navvye Anand and Tyler Rose, Bindwell has 4 employees based in San Francisco, CA, USA.",https://www.bindwell.ai,2024,"San Francisco, CA, USA",Tyler Rose; Navvye Anand,https://www.linkedin.com/in/tyler-rose-213299222/; https://www.linkedin.com/in/navvye-anand/,https://x.com/tylerarose0; https://x.com/navvye
Lucid,https://www.ycombinator.com/companies/lucid,Winter 2025,Consumer,"interactive video models. Founded in 2024 by Rami Seid, Lucid has 3 employees based in . Lucid is hiring for 1 roles in engineering.",https://lucid.ai,2024,,Rami Seid,https://www.linkedin.com/in/rami-mohammed-seid/,https://x.com/rami_mmo
awen,https://www.ycombinator.com/companies/awen,Winter 2025,B2B,"awen translates intent into exceptional visuals through conversation. Founded in 2023 by Thibault Henriet, awen has 6 employees based in .",https://www.awen.ai,2023,,Thibault Henriet,https://linkedin.com/in/thibault-henriet-595a5860,
Dollyglot,https://www.ycombinator.com/companies/dollyglot,Winter 2025,Consumer,"Character.AI with real time video avatars. Founded in 2024 by Paul-Henri Biojout and Thomas Minassian, Dollyglot has 2 employees based in San Francisco, CA, USA.",https://www.dollyglot.com,2024,"San Francisco, CA, USA",Thomas Minassian; Paul-Henri Biojout,https://linkedin.com/in/thomas-minassian-b25626102; https://linkedin.com/in/phbiojout,https://x.com/thminassian; https://x.com/PH_BJT
